,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
194703,    219.55,     58.71,    -99.99,     51.00,     95.44,     10.18,     65.69,     22.25,     37.53,     18.42,    -99.99,     23.98,     70.46,    135.18,     15.17,     22.38,     45.19,     13.33,     59.52,    -99.99,     33.23,     80.85,     84.20,     29.71,     39.25,    -99.99,    -99.99,     40.16,     12.26,    180.46,     92.37,    556.63,      6.30,     11.79,     87.22,    -99.99,     27.10,    295.90,     25.22,     44.81,     46.25,     23.53,     68.24,     11.71,     52.42,     65.42,     10.88,     32.72,     27.98
194704,    218.78,     57.59,    -99.99,     47.84,     92.65,     10.06,     61.98,     21.91,     36.08,     18.31,    -99.99,     25.76,     68.75,    134.59,     14.46,     20.73,     43.69,     12.88,     58.29,    -99.99,     33.10,     77.08,     81.75,     28.73,     38.05,    -99.99,    -99.99,     38.90,     12.77,    184.32,     89.57,    537.70,      6.35,     11.29,     86.33,    -99.99,     25.92,    300.39,     24.12,     43.01,     44.35,     22.86,     66.51,     11.10,     51.31,     62.65,      9.77,     31.88,     27.10
194705,    211.79,     54.28,    -99.99,     41.72,     84.66,      9.05,     57.27,     18.77,     34.32,     17.11,    -99.99,     22.65,     62.92,    129.24,     13.82,     18.87,     41.15,     11.10,     54.44,    -99.99,     30.52,     73.19,     78.00,     25.78,     35.44,    -99.99,    -99.99,     37.09,     12.00,    183.36,     85.77,    536.52,      5.96,     10.31,     79.20,    -99.99,     24.56,    292.22,     21.22,     40.90,     41.52,     21.50,     60.93,     10.05,     47.84,     58.08,      8.89,     30.01,     24.89
194706,    208.35,     53.73,    -99.99,     40.03,     87.23,      9.25,     58.18,     17.78,     33.58,     16.27,    -99.99,     21.49,     61.04,    128.07,     13.30,     18.16,     39.51,     10.36,     52.42,    -99.99,     29.91,     73.33,     75.06,     23.40,     34.49,    -99.99,    -99.99,     36.18,     11.28,    185.94,     83.20,    530.51,      5.84,      9.51,     79.83,    -99.99,     22.08,    284.26,     20.22,     40.23,     40.27,     20.59,     60.60,      9.48,     48.40,     56.00,      8.74,     29.30,     23.25
194707,    231.54,     54.86,    -99.99,     39.17,     93.38,     13.48,     59.93,     20.15,     31.41,     17.71,    -99.99,     22.96,     65.14,    135.22,     13.65,     19.18,     42.57,     10.94,     52.40,    -99.99,     32.13,     71.86,     79.84,     24.07,     34.92,    -99.99,    -99.99,     36.43,     13.39,    196.84,     77.02,    519.91,      6.43,     10.06,     73.80,    -99.99,     24.91,    282.19,     26.57,     44.45,     38.34,     21.25,     62.64,     11.39,     52.02,     63.31,      8.33,     29.49,     24.02
194708,    244.74,     57.41,    -99.99,     39.46,     96.30,     14.00,     63.20,     20.59,     34.08,     18.20,    -99.99,     23.48,     66.67,    137.22,     13.68,     20.80,     43.82,     11.77,     56.16,    -99.99,     33.20,     76.75,     83.55,     24.59,     36.39,    -99.99,    -99.99,     38.37,     15.60,    203.71,     78.58,    524.11,      7.12,     10.56,     77.85,    -99.99,     25.14,    299.28,     27.74,     45.81,     41.12,     22.03,     65.38,     12.12,     52.99,     60.53,      8.96,     31.23,     25.89
194709,    234.68,     56.60,    -99.99,     37.84,     93.31,     15.47,     55.67,     21.02,     33.94,     18.24,    -99.99,     21.10,     64.19,    135.68,     13.10,     20.50,     42.52,     11.38,     55.15,    -99.99,     32.29,     73.77,     81.77,     25.37,     35.73,    -99.99,    -99.99,     37.19,     15.59,    197.89,     78.45,    525.88,      7.03,     10.24,     74.74,    -99.99,     24.79,    277.21,     28.01,     45.39,     39.95,     21.64,     62.63,     11.21,     54.35,     57.46,      8.41,     30.09,     25.91
194710,    238.48,     55.79,    -99.99,     42.29,     92.52,     14.90,     54.03,     20.46,     34.52,     17.71,    -99.99,     19.31,     62.66,    133.79,     12.88,     20.81,     42.57,     11.14,     55.19,    -99.99,     32.99,     74.13,     82.02,     26.60,     35.13,    -99.99,    -99.99,     36.35,     17.28,    191.73,     78.50,    523.30,      6.91,      9.98,     73.87,    -99.99,     25.35,    281.97,     28.06,     46.31,     39.28,     21.57,     60.46,     11.27,     54.28,     60.31,      8.11,     29.77,     26.54
194711,    249.01,     56.93,    -99.99,     39.81,     90.76,     14.21,     53.56,     21.18,     36.16,     18.20,    -99.99,     21.00,     62.84,    135.28,     14.07,     21.42,     44.09,     11.61,     58.26,    -99.99,     34.33,     75.27,     84.12,     26.61,     35.67,    -99.99,    -99.99,     36.46,     17.65,    201.65,     78.22,    524.41,      7.15,     10.23,     77.21,    -99.99,     25.67,    278.45,     28.23,     47.60,     39.41,     21.74,     62.28,     11.24,     54.83,     60.65,      8.47,     31.58,     27.97
194712,    244.44,     54.95,    -99.99,     38.83,     90.66,     13.46,     51.69,     19.58,     35.00,     17.95,    -99.99,     20.38,     60.49,    133.55,     14.10,     20.96,     42.77,      9.89,     57.10,    -99.99,     33.76,     73.60,     80.88,     26.16,     34.07,    -99.99,    -99.99,     36.71,     18.28,    197.60,     71.87,    510.78,      7.03,      9.82,     77.16,    -99.99,     24.87,    286.73,     27.91,     45.08,     37.78,     21.13,     60.09,     10.99,     51.07,     65.23,      7.96,     31.31,     27.10
194801,    239.50,     54.66,    -99.99,     38.40,     91.13,     12.60,     47.74,     19.03,     34.90,     18.35,    -99.99,     19.01,     62.66,    135.00,     13.57,     21.82,     43.45,     10.81,     58.82,    -99.99,     34.54,     75.22,     82.56,     25.63,     34.91,    -99.99,    -99.99,     34.54,     18.91,    215.27,     72.41,    505.95,      6.61,      9.77,     79.18,    -99.99,     23.50,    282.58,     29.24,     46.11,     40.69,     21.12,     59.81,     11.48,     50.35,     66.32,      8.78,     31.32,     27.03
194802,    224.71,     53.02,    -99.99,     36.65,     89.34,     11.97,     45.09,     17.82,     33.41,     18.07,    -99.99,     18.04,     57.11,    128.95,     13.01,     21.15,     40.78,     11.63,     56.40,    -99.99,     33.31,     72.17,     78.28,     27.69,     33.67,    -99.99,    -99.99,     35.12,     18.61,    198.81,     71.96,    506.48,      6.54,      9.64,     73.37,    -99.99,     22.75,    256.09,     26.99,     43.42,     40.46,     20.49,     57.64,     10.85,     49.84,     66.18,      8.09,     30.42,     25.30
194803,    218.00,     48.98,    -99.99,     33.36,     86.29,     11.19,     42.28,     16.58,     31.97,     16.62,    -99.99,     16.24,     55.09,    120.77,     12.67,     19.40,     38.26,     11.09,     52.91,    -99.99,     31.15,     68.36,     72.97,     26.59,     31.26,    -99.99,    -99.99,     34.02,     17.43,    191.83,     69.15,    500.98,      6.09,      9.25,     73.27,    -99.99,     20.01,    246.43,     24.46,     41.16,     38.77,     19.11,     55.07,     10.61,     48.87,     60.53,      7.34,     28.25,     26.04
194804,    239.46,     51.46,    -99.99,     37.03,     84.59,     11.85,     52.52,     18.06,     32.90,     17.44,    -99.99,     18.30,     58.05,    130.32,     13.20,     20.98,     41.11,     11.30,     59.43,    -99.99,     33.89,     75.91,     78.06,     31.86,     34.78,    -99.99,    -99.99,     36.66,     19.08,    210.36,     73.31,    503.37,      5.90,      9.35,     78.06,    -99.99,     23.11,    275.89,     27.20,     44.20,     41.81,     20.43,     58.55,     10.56,     49.40,     65.20,      8.05,     32.24,     28.04
194805,    243.30,     52.00,    -99.99,     36.20,     83.52,     12.36,     50.71,     19.19,     33.98,     17.84,    -99.99,     18.97,     59.05,    133.58,     14.18,     22.09,     40.86,     12.08,     60.80,    -99.99,     35.08,     74.67,     78.73,     32.95,     35.14,    -99.99,    -99.99,     38.40,     19.98,    233.28,     74.13,    516.72,      5.89,      9.94,     80.54,    -99.99,     21.95,    272.92,     28.20,     46.99,     43.27,     22.28,     61.25,     10.09,     51.92,     66.84,      7.95,     33.65,     27.95
194806,    243.96,     53.93,    -99.99,     40.61,     85.31,     13.70,     54.05,     21.14,     35.68,     18.53,    -99.99,     20.51,     62.66,    143.27,     14.62,     24.50,     44.72,     13.08,     65.08,    -99.99,     37.66,     87.18,     89.02,     33.73,     36.34,    -99.99,    -99.99,     39.48,     22.15,    245.90,     78.05,    529.44,      6.26,     10.56,     86.87,    -99.99,     23.27,    282.26,     32.79,     50.96,     45.57,     22.92,     66.43,     10.95,     56.45,     77.18,      9.35,     36.34,     29.74
194807,    235.00,     52.26,    -99.99,     37.14,     88.57,     12.55,     47.73,     20.60,     32.20,     18.19,    -99.99,     21.19,     60.80,    137.23,     14.41,     24.44,     42.65,     13.18,     64.85,    -99.99,     35.66,     85.47,     88.16,     31.23,     33.88,    -99.99,    -99.99,     39.08,     20.79,    256.68,     75.18,    542.11,      6.44,     10.82,     77.85,    -99.99,     20.00,    270.91,     33.45,     50.44,     44.60,     23.16,     64.37,     10.35,     52.10,     70.83,      8.33,     35.54,     28.36
194808,    233.36,     50.26,    -99.99,     35.29,     92.12,     11.28,     44.20,     20.17,     31.40,     17.93,    -99.99,     19.54,     58.27,    129.27,     13.15,     23.70,     39.87,     11.93,     62.30,    -99.99,     33.03,     79.15,     84.08,     31.76,     32.06,    -99.99,    -99.99,     37.80,     20.16,    237.80,     71.71,    533.15,      6.09,      9.95,     73.36,    -99.99,     18.51,    259.15,     31.56,     48.11,     42.48,     21.74,     59.16,      9.90,     49.45,     66.74,      7.64,     33.30,     27.62
194809,    237.71,     49.75,    -99.99,     35.12,     93.24,     11.68,     46.69,     19.93,     31.20,     17.51,    -99.99,     19.10,     56.85,    130.76,     13.07,     23.07,     40.25,     12.43,     62.55,    -99.99,     32.29,     79.96,     83.89,     31.13,     32.19,    -99.99,    -99.99,     37.26,     19.98,    231.22,     71.48,    533.34,      6.05,     10.15,     77.50,    -99.99,     20.07,    274.23,     31.62,     47.92,     43.21,     20.76,     60.59,      9.72,     48.07,     67.70,      7.66,     33.06,     28.19
194810,    221.69,     47.25,    -99.99,     34.69,     90.13,     10.52,     42.45,     18.09,     30.01,     17.08,    -99.99,     19.98,     54.45,    127.65,     12.22,     21.72,     38.34,     11.71,     60.89,    -99.99,     30.64,     77.41,     80.73,     30.60,     30.93,    -99.99,    -99.99,     36.17,     18.67,    220.53,     70.50,    524.43,      5.67,      9.66,     72.85,    -99.99,     18.77,    263.42,     29.50,     45.82,     41.29,     20.07,     59.86,      9.42,     47.15,     72.20,      7.66,     31.44,     27.35
194811,    237.56,     48.70,    -99.99,     36.02,     92.92,     11.25,     43.28,     18.02,     30.96,     17.34,    -99.99,     22.50,     56.69,    136.67,     12.33,     21.98,     41.18,     13.39,     65.98,    -99.99,     32.41,     83.41,     86.96,     31.61,     31.15,    -99.99,    -99.99,     37.75,     20.05,    239.90,     73.00,    530.23,      5.91,      9.83,     77.04,    -99.99,     19.80,    274.60,     31.25,     48.10,     43.11,     20.78,     62.24,      9.62,     48.94,     76.26,      7.86,     34.07,     28.21
194812,    224.32,     45.24,    -99.99,     32.94,     89.10,      9.52,     41.78,     15.19,     28.99,     16.08,    -99.99,     20.21,     53.11,    123.78,     10.77,     19.49,     37.26,     10.49,     56.48,    -99.99,     28.48,     73.27,     74.48,     26.57,     26.08,    -99.99,    -99.99,     34.64,     18.83,    208.50,     66.03,    519.18,      5.56,      9.07,     70.76,    -99.99,     17.84,    272.85,     27.18,     42.45,     37.24,     19.40,     57.73,      8.95,     45.95,     73.02,      7.39,     29.19,     25.38
194901,    223.22,     45.46,    -99.99,     33.20,     89.59,      9.39,     43.64,     14.62,     28.71,     15.87,    -99.99,     21.36,     55.13,    132.13,     10.58,     18.98,     37.55,     10.79,     57.13,    -99.99,     28.82,     77.26,     77.03,     27.21,     26.14,    -99.99,    -99.99,     34.10,     18.20,    217.41,     67.47,    517.13,      5.44,      8.77,     73.05,    -99.99,     18.37,    288.86,     28.16,     44.22,     37.57,     19.49,     58.14,      9.03,     48.45,     77.96,      7.43,     29.98,     24.86
194902,    227.10,     46.98,    -99.99,     33.53,     93.52,      9.75,     44.29,     14.61,     28.54,     16.52,    -99.99,     21.27,     57.79,    131.74,     11.26,     19.36,     37.77,     10.74,     57.58,    -99.99,     28.31,     74.91,     79.03,     27.76,     26.35,    -99.99,    -99.99,     34.65,     17.34,    208.81,     70.38,    510.60,      5.64,      9.33,     75.14,    -99.99,     18.55,    287.67,     26.96,     44.47,     37.59,     20.00,     58.61,      8.88,     48.99,     74.15,      7.05,     29.37,     25.32
194903,    225.91,     45.52,    -99.99,     32.73,     92.86,      9.18,     45.19,     13.01,     26.03,     15.67,    -99.99,     21.26,     56.85,    127.68,     11.06,     18.77,     36.53,     10.30,     53.40,    -99.99,     27.11,     70.41,     74.91,     27.77,     24.66,    -99.99,    -99.99,     34.51,     15.84,    198.76,     70.57,    509.00,      5.25,      8.87,     71.85,    -99.99,     18.34,    289.76,     25.40,     44.04,     35.20,     19.13,     56.79,      8.94,     48.10,     75.24,      7.01,     28.96,     24.40
194904,    225.27,     47.40,    -99.99,     34.60,     93.39,      9.56,     45.92,     14.58,     28.33,     16.12,    -99.99,     22.05,     59.84,    130.97,     11.69,     18.23,     37.82,     11.35,     53.84,    -99.99,     28.46,     73.75,     77.33,     29.47,     26.25,    -99.99,    -99.99,     35.85,     16.27,    210.20,     72.76,    508.24,      5.34,      9.31,     74.89,    -99.99,     19.37,    308.48,     25.90,     45.32,     36.33,     19.59,     59.11,      9.10,     51.02,     76.43,      7.74,     31.36,     25.21
194905,    213.17,     46.57,    -99.99,     33.43,     93.27,      9.49,     45.91,     14.65,     27.75,     15.69,    -99.99,     22.72,     59.65,    127.77,     11.07,     17.45,     36.25,     11.55,     51.16,    -99.99,     27.31,     70.66,     74.17,     27.63,     25.30,    -99.99,    -99.99,     36.24,     14.93,    211.85,     73.37,    499.90,      5.47,      9.38,     74.19,    -99.99,     19.30,    289.67,     23.43,     43.70,     35.24,     19.13,     57.94,      9.12,     51.42,     75.84,      7.62,     30.89,     23.10
194906,    200.02,     46.05,    -99.99,     32.86,     95.29,      9.01,     44.70,     14.00,     27.54,     15.44,    -99.99,     21.03,     58.54,    125.69,     10.45,     17.02,     34.94,     10.55,     47.05,    -99.99,     26.27,     66.35,     70.61,     25.89,     22.86,    -99.99,    -99.99,     35.25,     14.56,    198.60,     72.60,    488.94,      5.33,      9.22,     74.14,    -99.99,     17.93,    261.59,     22.13,     41.90,     33.77,     18.01,     57.87,      9.02,     51.79,     74.09,      7.53,     29.20,     22.80
194907,    210.39,     45.62,    -99.99,     33.94,     95.86,      9.24,     44.78,     14.35,     26.70,     15.67,    -99.99,     20.35,     59.93,    124.26,     10.18,     17.88,     33.11,     11.07,     46.32,    -99.99,     26.29,     63.90,     71.03,     24.81,     22.96,    -99.99,    -99.99,     34.36,     13.47,    190.09,     72.41,    454.98,      5.76,      9.17,     71.87,    -99.99,     18.12,    254.36,     17.54,     41.94,     32.83,     18.40,     58.09,      8.98,     51.74,     72.32,      7.31,     28.12,     22.51
194908,    217.55,     48.04,    -99.99,     35.91,     98.55,      9.72,     45.08,     15.13,     28.88,     16.24,    -99.99,     22.93,     62.98,    129.91,     10.71,     18.83,     35.44,     11.91,     49.95,    -99.99,     27.60,     68.40,     77.50,     25.43,     24.04,    -99.99,    -99.99,     35.50,     14.33,    201.70,     75.61,    465.95,      6.34,      9.37,     78.53,    -99.99,     19.48,    262.32,     19.38,     44.17,     34.06,     19.04,     60.98,      9.34,     55.12,     75.34,      7.46,     30.16,     24.71
194909,    224.10,     50.07,    -99.99,     37.28,    101.33,      9.78,     44.60,     15.71,     29.97,     16.61,    -99.99,     26.18,     61.82,    132.89,     11.08,     19.07,     36.13,     12.05,     49.06,    -99.99,     28.04,     68.85,     77.55,     25.28,     23.93,    -99.99,    -99.99,     35.94,     14.55,    211.07,     78.04,    470.38,      6.48,      9.81,     77.73,    -99.99,     19.58,    264.47,     19.38,     46.37,     34.08,     19.54,     61.44,      9.12,     56.26,     75.94,      7.87,     31.22,     24.49
194910,    218.06,     51.16,    -99.99,     39.39,    103.84,     10.09,     44.81,     16.43,     30.84,     17.16,    -99.99,     27.06,     62.60,    139.06,     11.08,     19.50,     36.89,     13.36,     50.63,    -99.99,     28.76,     70.65,     79.17,     26.47,     24.11,    -99.99,    -99.99,     36.44,     14.89,    217.36,     80.74,    468.86,      6.89,     10.02,     80.65,    -99.99,     20.66,    272.24,     20.00,     48.41,     34.81,     20.38,     62.53,      9.30,     57.82,     80.53,      8.12,     33.88,     25.70
194911,    228.09,     51.95,    -99.99,     40.03,    102.11,     10.37,     46.48,     16.78,     33.35,     17.84,    -99.99,     28.16,     64.50,    144.77,     11.75,     19.55,     38.07,     13.61,     53.19,    -99.99,     29.54,     72.49,     84.80,     27.55,     24.58,    -99.99,    -99.99,     37.80,     14.79,    225.37,     81.47,    477.67,      7.16,     10.21,     87.01,    -99.99,     22.03,    276.74,     21.59,     50.56,     34.99,     20.45,     62.83,      9.49,     60.34,     86.12,      8.66,     34.76,     25.92
194912,    234.03,     52.41,    -99.99,     41.54,    103.15,     10.35,     46.15,     15.72,     34.59,     17.64,    -99.99,     29.24,     66.99,    149.85,     11.71,     19.52,     38.88,     13.25,     53.59,    -99.99,     28.97,     75.04,     84.77,     27.13,     23.90,    -99.99,    -99.99,     37.30,     15.18,    215.01,     83.74,    485.54,      7.16,     10.15,     86.92,    -99.99,     22.76,    299.15,     21.69,     51.25,     34.92,     20.51,     63.56,      9.65,     62.72,     86.79,      9.02,     35.42,     26.17
195001,    244.54,     55.14,    -99.99,     43.34,    105.33,     11.99,     50.38,     16.63,     36.30,     18.29,    -99.99,     33.53,     72.03,    157.84,     11.54,     20.79,     41.33,     15.38,     56.49,    -99.99,     30.35,     80.54,     91.80,     29.13,     24.93,    -99.99,    -99.99,     37.57,     14.69,    216.37,     86.04,    485.96,      7.42,     10.73,     98.51,    -99.99,     23.21,    306.80,     23.40,     55.39,     37.59,     21.31,     67.64,     10.04,     63.82,     94.66,      9.19,     37.91,     26.85
195002,    253.33,     55.65,    -99.99,     44.45,    104.12,     12.19,     49.95,     17.10,     36.98,     18.28,    -99.99,     33.90,     72.64,    159.26,     12.68,     21.35,     41.13,     16.23,     58.57,    -99.99,     30.74,     84.90,     93.25,     30.60,     26.10,    -99.99,    -99.99,     39.14,     15.21,    214.57,     88.87,    494.98,      7.40,     11.01,    102.63,    -99.99,     25.83,    307.61,     23.98,     57.28,     39.27,     21.36,     67.75,     10.18,     65.23,     93.10,      8.97,     38.66,     27.48
195003,    261.01,     56.26,    -99.99,     43.72,    104.53,     12.73,     45.79,     17.25,     38.42,     17.29,    -99.99,     34.65,     73.60,    159.87,     13.22,     20.27,     41.63,     16.40,     59.80,    -99.99,     30.71,     88.37,     95.13,     33.09,     26.25,    -99.99,    -99.99,     38.51,     14.70,    211.33,     90.75,    498.14,      7.17,     10.60,    102.81,    -99.99,     27.62,    316.20,     24.61,     56.48,     39.71,     21.62,     68.86,     10.34,     68.35,     94.26,      8.94,     39.55,     28.49
195004,    256.09,     56.05,    -99.99,     43.58,    103.52,     11.85,     44.37,     16.20,     38.19,     17.08,    -99.99,     34.64,     70.93,    164.81,     12.19,     19.21,     41.82,     16.16,     58.63,    -99.99,     30.18,     91.25,     96.46,     31.78,     25.17,    -99.99,    -99.99,     37.56,     14.63,    221.32,     90.64,    513.60,      7.36,     10.33,    105.36,    -99.99,     27.18,    300.56,     23.94,     57.72,     39.14,     21.48,     68.48,     10.10,     67.20,     94.80,      8.32,     39.57,     29.50
195005,    257.19,     55.64,    -99.99,     44.28,    100.26,     11.91,     46.01,     16.73,     40.57,     17.30,    -99.99,     32.97,     75.71,    180.27,     12.94,     20.55,     43.55,     16.84,     63.07,    -99.99,     30.94,    100.59,    106.42,     36.87,     25.67,    -99.99,    -99.99,     39.11,     14.10,    228.32,     91.17,    525.78,      7.24,     10.50,    103.95,    -99.99,     31.15,    310.64,     26.09,     61.97,     39.47,     21.24,     68.07,     10.72,     66.52,     86.00,      8.85,     41.09,     29.04
195006,    274.89,     56.34,    -99.99,     43.93,    100.08,     12.38,     43.52,     16.48,     42.53,     18.34,    -99.99,     37.71,     77.30,    192.20,     12.96,     21.11,     45.25,     16.60,     66.18,    -99.99,     32.01,    100.70,    112.11,     35.09,     26.35,    -99.99,    -99.99,     39.66,     15.08,    248.99,     92.40,    536.02,      8.33,     10.64,    105.30,    -99.99,     30.23,    304.27,     26.89,     66.06,     39.31,     22.21,     69.74,     10.60,     68.26,     96.24,      9.08,     42.02,     30.13
195007,    259.40,     52.46,    -99.99,     43.18,     90.75,     11.12,     34.65,     14.32,     38.86,     17.42,    -99.99,     34.19,     74.92,    180.98,     11.69,     20.11,     41.51,     14.37,     62.97,    -99.99,     30.02,     93.43,    107.67,     33.72,     23.58,    -99.99,    -99.99,     35.22,     14.06,    231.20,     85.86,    565.36,      7.60,      9.88,     94.78,    -99.99,     28.72,    280.55,     26.52,     58.74,     36.90,     20.57,     66.74,      9.89,     56.70,     90.87,      8.07,     37.37,     24.30
195008,    241.62,     51.37,    -99.99,     45.39,     88.71,     10.66,     36.68,     13.48,     37.72,     18.40,    -99.99,     33.96,     68.91,    174.02,     11.94,     23.40,     38.43,     13.77,     70.60,    -99.99,     31.44,     91.89,    106.45,     39.08,     28.29,    -99.99,    -99.99,     36.39,     16.85,    250.92,     81.10,    557.87,      7.95,      9.50,     88.28,    -99.99,     27.41,    273.09,     25.36,     59.18,     42.79,     21.10,     65.83,      9.82,     49.47,     82.74,      8.12,     37.98,     21.81
195009,    285.90,     52.84,    -99.99,     46.37,     88.37,     11.07,     37.30,     15.07,     41.69,     18.96,    -99.99,     34.38,     71.28,    185.23,     12.15,     23.90,     40.67,     14.76,     72.79,    -99.99,     32.64,     95.21,    112.21,     37.66,     27.87,    -99.99,    -99.99,     38.93,     17.55,    258.92,     83.38,    572.00,      8.33,      9.98,     95.50,    -99.99,     28.25,    289.39,     26.42,     65.15,     42.50,     23.47,     67.97,     10.23,     52.44,     87.25,      8.72,     38.64,     22.76
195010,    285.27,     54.69,    -99.99,     51.07,     92.36,     11.86,     41.07,     18.08,     42.99,     19.96,    -99.99,     37.90,     74.99,    192.61,     12.97,     24.82,     43.88,     15.66,     74.95,    -99.99,     34.70,     98.82,    120.90,     36.61,     28.34,    -99.99,    -99.99,     42.50,     17.97,    267.77,     86.65,    561.15,      8.40,     10.83,     99.60,    -99.99,     29.98,    308.41,     29.82,     68.80,     44.16,     24.67,     73.62,     10.88,     57.43,     96.26,      9.00,     40.34,     24.35
195011,    284.32,     54.26,    -99.99,     49.94,     92.18,     11.74,     38.40,     18.11,     42.32,     19.87,    -99.99,     36.90,     73.51,    190.91,     12.91,     24.48,     43.06,     14.67,     77.94,    -99.99,     34.34,     97.37,    121.32,     36.56,     30.01,    -99.99,    -99.99,     41.65,     17.44,    268.45,     85.65,    562.33,      8.23,     10.69,     99.63,    -99.99,     28.56,    298.17,     28.48,     68.97,     43.66,     23.55,     74.34,     10.66,     53.91,     99.90,      9.37,     40.75,     24.31
195012,    270.07,     53.84,    -99.99,     51.03,     89.48,     11.18,     37.68,     17.25,     43.65,     20.42,    -99.99,     41.11,     75.38,    201.96,     13.76,     24.73,     44.03,     14.16,     79.69,    -99.99,     34.77,     96.27,    114.29,     39.19,     30.13,    -99.99,    -99.99,     44.22,     17.96,    277.33,     84.16,    560.86,      8.02,     10.58,    100.69,    -99.99,     30.30,    335.29,     30.40,     72.73,     44.85,     24.22,     74.19,     10.65,     53.70,    102.03,      9.79,     42.46,     23.72
195101,    262.32,     54.58,    -99.99,     54.10,     88.05,     11.32,     37.53,     17.67,     44.06,     21.49,    -99.99,     44.82,     79.21,    213.31,     13.82,     27.69,     44.79,     15.11,     85.39,    -99.99,     37.86,     99.82,    116.46,     43.66,     32.65,    -99.99,    -99.99,     47.28,     20.34,    300.58,     86.74,    562.84,      8.09,     10.69,    103.08,    -99.99,     30.94,    333.58,     31.87,     76.99,     52.05,     25.07,     75.55,     11.04,     50.78,    107.42,     10.27,     46.99,     24.01
195102,    299.47,     56.03,    -99.99,     58.22,     91.00,     12.56,     39.08,     18.80,     47.14,     21.88,    -99.99,     46.57,     81.37,    222.10,     14.76,     28.63,     48.30,     16.65,     92.62,    -99.99,     40.11,    110.17,    126.91,     44.49,     34.34,    -99.99,    -99.99,     50.17,     21.11,    318.99,     90.75,    573.42,      8.32,     11.63,    110.52,    -99.99,     32.39,    326.21,     34.44,     80.79,     56.23,     26.22,     78.03,     11.71,     53.19,     98.71,     11.70,     49.09,     26.62
195103,    307.26,     56.71,    -99.99,     56.16,     89.31,     12.47,     40.89,     18.43,     47.74,     22.38,    -99.99,     44.02,     83.13,    226.88,     15.26,     29.17,     49.59,     18.28,     89.47,    -99.99,     40.67,    111.30,    128.49,     45.61,     33.88,    -99.99,    -99.99,     49.87,     21.12,    319.55,     93.09,    596.86,      8.34,     11.64,    109.14,    -99.99,     34.42,    326.64,     35.32,     81.48,     54.66,     25.81,     80.14,     11.94,     56.15,    101.53,     11.33,     48.67,     26.45
195104,    301.53,     55.59,    -99.99,     53.32,     87.63,     12.10,     37.89,     17.77,     46.15,     21.15,    -99.99,     42.67,     84.84,    222.31,     14.81,     26.34,     49.66,     16.86,     84.49,    -99.99,     38.58,    109.93,    129.41,     41.44,     31.47,    -99.99,    -99.99,     47.61,     19.57,    311.84,     91.28,    581.94,      8.12,     11.16,    106.86,    -99.99,     33.91,    315.49,     34.13,     79.79,     52.30,     25.81,     78.08,     11.47,     56.14,    103.41,     10.94,     47.25,     26.52
195105,    304.91,     55.55,    -99.99,     55.38,     87.11,     12.52,     38.37,     18.10,     46.32,     21.34,    -99.99,     45.18,     94.03,    240.68,     15.50,     26.83,     51.46,     17.33,     90.03,    -99.99,     40.27,    112.83,    134.94,     43.55,     33.25,    -99.99,    -99.99,     50.50,     19.04,    346.09,     91.14,    586.88,      8.10,     11.43,    110.00,    -99.99,     36.70,    326.41,     36.00,     86.86,     54.07,     25.68,     78.21,     11.26,     56.67,    103.90,     10.79,     50.95,     27.20
195106,    305.39,     54.47,    -99.99,     55.20,     84.32,     12.17,     36.42,     16.71,     45.16,     20.76,    -99.99,     44.98,     95.42,    238.35,     15.21,     26.45,     48.97,     16.85,     85.54,    -99.99,     39.04,    108.64,    126.02,     41.76,     32.39,    -99.99,    -99.99,     48.50,     18.70,    332.00,     90.70,    584.32,      8.17,     10.91,    109.46,    -99.99,     35.00,    314.45,     35.44,     83.60,     51.56,     27.45,     76.39,     10.56,     56.34,    102.71,     10.75,     49.13,     26.65
195107,    290.07,     52.48,    -99.99,     53.08,     83.61,     11.89,     34.35,     15.39,     41.27,     19.97,    -99.99,     45.83,     92.62,    242.73,     15.11,     25.46,     47.47,     15.60,     81.35,    -99.99,     36.83,    104.15,    115.60,     38.21,     28.41,    -99.99,    -99.99,     46.07,     18.87,    334.66,     87.51,    639.01,      7.81,     10.87,    130.90,    -99.99,     37.25,    319.74,     36.44,     82.88,     47.30,     25.40,     75.44,      9.95,     53.85,    104.12,     10.71,     44.60,     26.07
195108,    297.12,     54.05,    -99.99,     57.31,     86.18,     12.36,     36.96,     15.75,     43.99,     20.12,    -99.99,     49.67,    106.43,    262.45,     16.28,     25.98,     50.90,     16.17,     89.24,    -99.99,     39.12,    109.35,    120.56,     42.22,     30.82,    -99.99,    -99.99,     49.20,     19.81,    372.86,     91.85,    656.87,      7.81,     10.98,    141.59,    -99.99,     39.14,    340.44,     36.69,     88.56,     51.17,     27.95,     77.18,     10.28,     57.65,    106.36,     10.65,     47.56,     27.08
