,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
194307,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     11,     38,     27,      7,      3,     12,     24,     70,      7,     57,      7,     30,      5
194308,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     11,     38,     27,      7,      3,     12,     24,     70,      7,     57,      7,     30,      5
194309,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     11,     38,     27,      7,      3,     12,     24,     70,      7,     57,      7,     30,      5
194310,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     11,     37,     27,      7,      3,     12,     24,     70,      7,     57,      7,     30,      5
194311,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     11,     36,     27,      7,      3,     12,     24,     70,      7,     57,      7,     30,      5
194312,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     11,     36,     27,      7,      3,     12,     24,     68,      7,     57,      7,     30,      5
194401,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     10,     36,     27,      7,      3,     12,     24,     66,      7,     57,      7,     30,      5
194402,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     10,     36,     27,      7,      3,     12,     24,     65,      7,     57,      7,     30,      5
194403,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     10,     36,     27,      7,      3,     12,     24,     65,      7,     57,      7,     30,      5
194404,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     10,     36,     27,      7,      3,     12,     24,     65,      7,     57,      7,     30,      5
194405,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     10,     36,     26,      7,      3,     12,     24,     65,      7,     57,      7,     30,      5
194406,     60,      9,     14,     10,     10,     18,     18,     14,     33,     19,     42,     67,     43,     21,     53,     30,     19,     10,     36,     26,      7,      3,     12,     24,     65,      7,     57,      7,     30,      5
194407,     61,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     53,     31,     19,     10,     38,     30,      7,      3,     13,     26,     69,      8,     57,      7,     29,      6
194408,     61,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     53,     31,     19,     10,     38,     30,      7,      3,     13,     26,     69,      8,     57,      7,     29,      6
194409,     61,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     53,     31,     19,     10,     38,     30,      7,      3,     13,     26,     69,      8,     57,      6,     29,      6
194410,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     53,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     29,      6
194411,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     53,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     29,      6
194412,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     53,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     28,      6
194501,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     52,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     28,      6
194502,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     52,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     28,      6
194503,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     52,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     28,      6
194504,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     52,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     28,      6
194505,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     52,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     28,      6
194506,     60,      9,     14,     10,     10,     18,     18,     15,     34,     20,     43,     67,     47,     23,     52,     31,     19,     10,     38,     30,      7,      3,     13,     26,     68,      8,     57,      6,     28,      6
194507,     61,      9,     14,     12,     10,     18,     20,     16,     36,     21,     45,     67,     48,     25,     53,     32,     19,      9,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194508,     61,      9,     14,     12,     10,     18,     20,     16,     36,     21,     45,     67,     48,     25,     53,     32,     19,      9,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194509,     61,      9,     14,     12,     10,     18,     20,     16,     36,     21,     45,     67,     48,     25,     53,     32,     19,      9,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194510,     60,      9,     14,     12,     10,     18,     20,     16,     36,     21,     45,     67,     48,     25,     53,     32,     19,      9,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194511,     60,      9,     14,     11,     10,     18,     20,     16,     36,     21,     45,     67,     48,     25,     53,     32,     19,      8,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194512,     60,      9,     14,     11,     10,     18,     20,     16,     36,     21,     45,     67,     48,     25,     53,     32,     19,      8,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194601,     60,      9,     14,     11,     10,     18,     20,     16,     36,     21,     45,     66,     48,     25,     53,     32,     19,      8,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194602,     60,      9,     14,     11,     10,     18,     20,     16,     36,     20,     45,     66,     48,     25,     53,     32,     19,      8,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194603,     60,      9,     14,     11,     10,     18,     20,     16,     36,     20,     45,     66,     48,     25,     53,     32,     19,      8,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194604,     60,      9,     14,     11,     10,     18,     20,     16,     36,     20,     45,     66,     48,     25,     53,     32,     19,      8,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194605,     60,      9,     14,     11,     10,     18,     20,     16,     36,     20,     45,     66,     48,     25,     53,     32,     19,      8,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194606,     60,      9,     14,     11,     10,     18,     20,     16,     36,     20,     45,     66,     48,     25,     52,     32,     19,      8,     40,     31,      7,      4,     14,     26,     72,     10,     60,      6,     28,      6
194607,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     27,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     60,      6,     28,      9
194608,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     27,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     59,      6,     28,      9
194609,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     27,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     59,      6,     28,      9
194610,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     27,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     58,      6,     28,      9
194611,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     26,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     58,      6,     28,      9
194612,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     26,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     58,      6,     28,      9
194701,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     26,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     58,      6,     28,      9
194702,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     26,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     58,      6,     28,      9
194703,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     26,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     58,      6,     28,      9
194704,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     26,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     58,      6,     28,      9
194705,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     26,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     76,     10,     58,      6,     28,      9
194706,     64,     11,     14,     12,     10,     20,     21,     18,     37,     22,     50,     67,     51,     26,     54,     32,     19,      9,     41,     36,      7,      4,     14,     27,     75,     10,     58,      6,     28,      9
194707,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     47,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194708,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     47,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194709,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     47,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194710,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194711,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194712,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194801,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194802,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194803,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194804,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194805,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194806,     66,     12,     14,     13,     10,     23,     21,     18,     38,     27,     51,     69,     52,     28,     54,     32,     19,      9,     42,     46,      7,      4,     15,     29,     79,     11,     64,      8,     27,      9
194807,     67,     13,     14,     13,     10,     26,     22,     18,     41,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194808,     67,     13,     14,     13,     10,     26,     22,     18,     41,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194809,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194810,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194811,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194812,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194901,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194902,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194903,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194904,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194905,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194906,     67,     13,     14,     13,     10,     26,     22,     18,     40,     29,     53,     69,     57,     28,     56,     33,     19,     10,     43,     52,      7,      4,     16,     29,     83,     11,     65,      8,     29,     10
194907,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     83,     11,     67,      8,     30,     10
194908,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     83,     11,     67,      8,     30,     10
194909,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     83,     11,     67,      8,     30,     10
194910,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     83,     11,     67,      8,     30,     10
194911,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     83,     11,     67,      8,     30,     10
194912,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     82,     11,     67,      8,     30,     10
195001,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     82,     11,     65,      8,     30,     10
195002,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     82,     11,     65,      8,     30,     10
195003,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     82,     11,     65,      8,     30,     10
195004,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     29,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     82,     11,     65,      8,     30,     10
195005,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     28,     56,     34,     19,     11,     44,     57,      8,      4,     16,     30,     82,     11,     65,      8,     30,     10
195006,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     69,     59,     28,     56,     34,     19,     11,     43,     57,      8,      4,     16,     30,     82,     11,     65,      8,     30,     10
195007,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     70,     59,     28,     56,     34,     19,     12,     45,     73,      8,      4,     16,     30,     82,     11,     65,      8,     31,     11
195008,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     70,     59,     28,     56,     34,     19,     12,     45,     73,      8,      4,     16,     30,     82,     11,     65,      8,     31,     11
195009,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     70,     59,     28,     56,     34,     19,     12,     45,     73,      8,      4,     16,     30,     82,     11,     65,      8,     31,     11
195010,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     70,     59,     28,     56,     34,     19,     12,     45,     73,      8,      4,     16,     30,     82,     11,     65,      8,     31,     11
195011,     67,     13,     14,     15,     10,     27,     22,     18,     41,     29,     57,     70,     59,     28,     56,     34,     19,     12,     45,     73,      8,      4,     16,     30,     82,     11,     65,      8,     31,     11
195012,     67,     13,     14,     15,     10,     26,     22,     18,     41,     29,     57,     70,     59,     28,     56,     33,     19,     12,     45,     73,      8,      4,     16,     30,     82,     11,     65,      8,     31,     11
195101,     67,     13,     14,     15,     10,     26,     22,     18,     41,     29,     57,     70,     59,     28,     56,     33,     19,     12,     45,     73,      8,      4,     16,     30,     81,     11,     65,      8,     31,     11
195102,     67,     13,     14,     15,     10,     26,     22,     18,     41,     29,     57,     70,     59,     28,     56,     33,     19,     12,     45,     73,      8,      4,     16,     30,     81,     11,     65,      8,     31,     11
195103,     67,     13,     14,     15,     10,     26,     22,     18,     41,     29,     57,     70,     59,     28,     56,     33,     19,     12,     45,     73,      8,      4,     16,     30,     81,     11,     65,      8,     31,     11
195104,     67,     13,     14,     15,     10,     26,     22,     18,     41,     29,     57,     70,     59,     28,     56,     33,     19,     12,     45,     73,      8,      4,     16,     30,     81,     11,     65,      8,     31,     11
195105,     67,     13,     14,     15,     10,     26,     22,     18,     41,     29,     57,     70,     59,     28,     56,     33,     19,     12,     45,     73,      8,      4,     16,     30,     81,     11,     65,      8,     31,     11
195106,     67,     13,     14,     15,     10,     26,     22,     18,     41,     29,     57,     70,     59,     28,     56,     33,     19,     12,     45,     73,      8,      4,     16,     30,     81,     11,     65,      8,     31,     11
195107,     70,     13,     14,     15,     10,     26,     22,     19,     41,     29,     58,     73,     60,     29,     57,     34,     19,     12,     47,     85,      8,      4,     17,     30,     82,     11,     66,      8,     33,     11
195108,     70,     12,     14,     15,     10,     26,     22,     19,     41,     29,     58,     73,     60,     29,     57,     34,     19,     12,     47,     85,      8,      4,     17,     30,     82,     11,     66,      8,     33,     11
195109,     70,     12,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     34,     19,     12,     47,     85,      8,      4,     17,     30,     82,     11,     66,      8,     33,     11
195110,     70,     12,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     34,     19,     12,     47,     85,      8,      4,     17,     30,     82,     11,     66,      8,     33,     11
195111,     70,     12,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     33,     19,     12,     47,     84,      8,      4,     17,     30,     82,     11,     66,      8,     33,     11
195112,     70,     12,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     33,     19,     12,     47,     84,      8,      4,     17,     30,     82,     11,     66,      8,     33,     11
195201,     70,     12,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     33,     19,     12,     47,     84,      8,      4,     17,     30,     82,     11,     66,      8,     33,     11
195202,     70,     12,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     33,     19,     12,     47,     84,      8,      4,     17,     30,     82,     11,     66,      8,     33,     11
195203,     70,     12,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     33,     19,     12,     47,     84,      8,      4,     17,     30,     81,     11,     66,      8,     33,     11
195204,     70,     11,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     33,     19,     12,     47,     84,      8,      4,     17,     30,     81,     11,     66,      8,     33,     11
195205,     70,     11,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     33,     19,     12,     47,     84,      8,      4,     17,     30,     81,     11,     66,      8,     33,     11
195206,     70,     11,     14,     15,     10,     26,     22,     19,     41,     29,     58,     72,     60,     29,     57,     33,     19,     12,     47,     84,      8,      4,     17,     30,     81,     11,     66,      8,     33,     11
195207,     70,     11,     14,     16,     10,     26,     22,     19,     43,     30,     61,     72,     61,     31,     58,     35,     18,     11,     49,     84,      8,      4,     18,     30,     81,     11,     67,      8,     33,     11
195208,     70,     11,     14,     16,     10,     26,     22,     19,     43,     30,     61,     72,     61,     31,     58,     35,     18,     11,     49,     84,      8,      4,     18,     30,     81,     11,     67,      8,     33,     11
195209,     70,     11,     14,     16,     10,     26,     22,     19,     43,     30,     61,     72,     61,     31,     58,     35,     18,     11,     49,     84,      8,      4,     18,     30,     81,     11,     67,      8,     33,     11
195210,     70,     11,     14,     16,     10,     26,     22,     18,     43,     30,     61,     72,     61,     31,     58,     35,     18,     11,     49,     84,      8,      4,     18,     30,     81,     11,     67,      8,     33,     11
195211,     70,     11,     14,     16,     10,     26,     22,     18,     43,     30,     61,     71,     61,     31,     58,     35,     18,     11,     49,     84,      8,      4,     18,     30,     81,     11,     67,      8,     33,     11
195212,     70,     11,     14,     16,     10,     26,     22,     18,     43,     30,     61,     71,     61,     31,     58,     35,     18,     11,     49,     84,      8,      4,     18,     30,     81,     11,     67,      8,     33,     11
195301,     70,     11,     14,     16,     10,     26,     22,     18,     43,     30,     61,     71,     61,     31,     58,     35,     18,     11,     49,     84,      8,      4,     18,     30,     81,     11,     67,      8,     33,     11
195302,     70,     11,     14,     16,     10,     26,     22,     18,     43,     30,     61,     71,     61,     31,     58,     35,     18,     11,     49,     84,      7,      4,     18,     30,     81,     11,     66,      8,     33,     11
195303,     69,     11,     14,     16,     10,     26,     21,     18,     43,     30,     61,     71,     61,     30,     58,     35,     18,     11,     49,     84,      7,      4,     18,     30,     81,     11,     66,      8,     33,     11
195304,     69,     11,     14,     16,     10,     26,     21,     18,     43,     30,     61,     71,     61,     30,     58,     35,     18,     11,     49,     84,      7,      4,     18,     30,     81,     11,     66,      8,     33,     11
195305,     69,     11,     14,     16,     10,     26,     21,     17,     43,     30,     61,     70,     61,     30,     58,     35,     16,     11,     49,     84,      7,      4,     18,     30,     80,     11,     66,      8,     33,     11
195306,     69,     11,     14,     16,     10,     26,     21,     17,     43,     30,     61,     70,     61,     30,     58,     35,     16,     11,     49,     84,      7,      4,     18,     30,     80,     11,     66,      8,     33,     11
195307,     69,     11,     14,     17,     10,     25,     21,     18,     46,     30,     62,     71,     62,     32,     59,     35,     18,     11,     49,     88,      8,      4,     18,     31,     81,     11,     67,      9,     33,     11
195308,     68,     11,     14,     17,     10,     25,     21,     18,     46,     30,     62,     71,     62,     32,     59,     35,     18,     11,     49,     88,      8,      4,     18,     31,     81,     11,     67,      9,     33,     11
195309,     68,     11,     14,     17,     10,     25,     20,     18,     46,     30,     62,     71,     62,     32,     59,     35,     18,     11,     49,     88,      8,      4,     18,     31,     81,     10,     67,      9,     33,     11
195310,     68,     11,     14,     17,     10,     25,     20,     18,     46,     30,     62,     71,     62,     32,     58,     35,     18,     11,     49,     88,      8,      4,     18,     31,     81,     10,     67,      9,     33,     11
195311,     68,     11,     14,     17,     10,     25,     20,     18,     46,     30,     62,     71,     62,     32,     58,     35,     18,     11,     49,     88,      8,      4,     18,     30,     81,     10,     67,      9,     33,     11
195312,     68,     11,     14,     17,     10,     25,     20,     18,     46,     30,     62,     71,     62,     32,     58,     35,     18,     11,     49,     88,      8,      4,     18,     30,     81,     10,     67,      9,     33,     11
195401,     68,     11,     14,     17,     10,     25,     20,     18,     46,     30,     62,     71,     62,     32,     58,     35,     18,     11,     49,     88,      8,      4,     18,     30,     81,     10,     67,      9,     33,     11
195402,     68,     11,     14,     17,     10,     25,     20,     18,     46,     30,     62,     71,     62,     32,     58,     35,     18,     11,     49,     88,      8,      4,     18,     30,     81,     10,     67,      9,     33,     11
195403,     68,     11,     14,     17,     10,     25,     20,     18,     46,     30,     62,     71,     62,     32,     58,     35,     18,     11,     49,     88,      8,      4,     18,     30,     81,     10,     67,      9,     33,     11
195404,     68,     11,     14,     17,     10,     25,     20,     18,     46,     30,     62,     70,     62,     32,     58,     35,     18,     11,     49,     88,      8,      4,     18,     30,     81,     10,     67,      9,     33,     11
195405,     68,     11,     14,     17,     10,     25,     20,     18,     45,     30,     62,     70,     62,     32,     57,     34,     18,     11,     49,     88,      8,      4,     18,     30,     81,     10,     67,      9,     33,     11
195406,     68,     11,     14,     17,     10,     25,     20,     18,     45,     30,     62,     70,     62,     32,     57,     34,     18,     11,     49,     88,      8,      4,     18,     30,     81,     10,     67,      9,     33,     11
195407,     68,     11,     14,     17,     10,     25,     19,     18,     48,     31,     63,     70,     64,     33,     56,     34,     18,      9,     51,     91,      9,      4,     17,     31,     82,     10,     67,      9,     33,     11
195408,     68,     11,     14,     17,     10,     25,     19,     18,     48,     31,     63,     70,     64,     33,     56,     34,     18,      9,     50,     91,      9,      4,     17,     31,     82,     10,     67,      9,     33,     11
195409,     68,     11,     14,     17,     10,     25,     19,     18,     48,     31,     63,     70,     64,     33,     56,     34,     18,      9,     50,     91,      9,      4,     17,     31,     82,     10,     67,      9,     33,     11
195410,     68,     11,     14,     17,     10,     24,     19,     18,     48,     31,     62,     70,     64,     33,     55,     34,     18,      9,     50,     91,      9,      4,     17,     31,     82,     10,     67,      9,     32,     11
195411,     68,     11,     14,     17,     10,     24,     19,     18,     48,     31,     62,     70,     64,     33,     55,     34,     18,      9,     49,     91,      9,      4,     17,     31,     82,     10,     67,      9,     32,     11
195412,     68,     11,     14,     17,     10,     24,     19,     18,     48,     31,     62,     70,     64,     33,     55,     34,     18,      9,     49,     91,      9,      4,     17,     31,     82,     10,     67,      9,     32,     11
195501,     68,     11,     14,     17,     10,     24,     19,     18,     48,     31,     62,     70,     64,     33,     55,     34,     18,      9,     49,     90,      9,      4,     17,     31,     82,     10,     67,      9,     32,     11
195502,     68,     11,     14,     17,     10,     24,     18,     18,     48,     30,     62,     70,     63,     33,     55,     34,     18,      9,     49,     90,      9,      4,     17,     31,     82,     10,     67,      9,     32,     11
195503,     68,     11,     14,     17,     10,     24,     18,     18,     48,     30,     61,     70,     62,     33,     55,     34,     18,      9,     49,     90,      9,      4,     17,     31,     82,     10,     67,      9,     32,     11
195504,     68,     11,     14,     17,     10,     24,     18,     17,     48,     30,     60,     70,     62,     33,     55,     34,     18,      9,     49,     90,      9,      4,     17,     31,     82,     10,     67,      9,     32,     11
195505,     68,     11,     14,     17,     10,     24,     18,     17,     48,     30,     60,     70,     62,     32,     55,     34,     18,      9,     48,     90,      9,      4,     17,     31,     81,     10,     67,      9,     32,     11
195506,     68,     11,     14,     17,     10,     24,     18,     17,     48,     30,     60,     70,     62,     32,     55,     34,     18,      9,     48,     90,      9,      4,     17,     31,     81,     10,     67,      9,     32,     11
195507,     69,     12,     14,     17,     10,     25,     18,     17,     47,     30,     60,     72,     63,     32,     55,     37,     19,      9,     50,     93,      9,      4,     17,     36,     80,     11,     67,      9,     34,     11
195508,     69,     12,     14,     17,     10,     25,     18,     17,     47,     30,     60,     72,     63,     32,     54,     37,     19,      8,     50,     93,      9,      4,     17,     36,     79,     11,     67,      9,     34,     11
195509,     69,     12,     14,     17,     10,     24,     18,     17,     47,     30,     60,     72,     62,     32,     54,     37,     19,      7,     50,     93,      9,      4,     17,     36,     79,     11,     67,      9,     34,     11
195510,     69,     12,     14,     17,     10,     24,     18,     17,     47,     30,     60,     72,     62,     32,     53,     37,     19,      7,     49,     93,      9,      4,     17,     36,     79,     11,     67,      9,     34,     11
195511,     69,     12,     14,     17,     10,     24,     18,     17,     47,     30,     60,     72,     62,     32,     53,     37,     19,      7,     49,     93,      9,      4,     17,     36,     79,     11,     67,      9,     34,     11
