,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
193803, -32.31, -22.09, -99.99, -24.26, -19.10, -29.87, -32.58, -29.08, -25.36, -26.07, -99.99, -21.77, -14.53, -27.00, -17.65, -30.41, -29.72, -31.25, -33.43, -99.99, -29.52, -32.00, -33.65, -23.07, -37.62, -99.99, -99.99, -28.17, -31.74, -26.76, -27.17, -22.98, -34.85, -25.33, -23.55, -99.99, -33.71, -21.21, -29.90, -26.28, -35.41, -27.38, -25.97, -26.77, -22.27, -29.84, -27.97, -20.40, -23.52
193804,  27.38,  15.50, -99.99,  13.66,  13.55,  30.14,  23.65,  28.50,  17.34,  17.59, -99.99,  13.79,  13.58,  16.36,   5.36,  21.64,  25.45,  33.11,  24.11, -99.99,  18.08,  25.08,  21.23,  30.36,  24.19, -99.99, -99.99,  22.78,  16.39,  19.30,  21.86,  16.12,  12.77,  24.23,  15.11, -99.99,  24.04,  20.90,  24.58,  19.83,  21.70,  17.15,  19.09,  18.41,  15.63,  20.87,  21.38,  16.45,  21.25
193805,  -8.06,  -5.60, -99.99,  -3.51,  -0.60,  -7.26,  -8.86, -12.18,  -6.26,  -5.91, -99.99,   1.14,  -3.56,  -6.66,  -8.34,  -5.03, -11.00, -16.19, -11.54, -99.99,  -7.17,  -8.17, -12.24,  -4.60, -10.61, -99.99, -99.99,  -5.30, -11.25,  -8.10,   2.54,  -0.86,  -1.50,  -0.90,  -1.60, -99.99,  -9.37,  -2.20, -12.06,  -6.47,  -5.31,  -7.84,  -5.44,  -4.84,  -3.23,  -1.28,  -1.40, -11.39, -10.73
193806,  40.39,  20.70, -99.99,  21.30,  13.74,  29.15,  29.81,  29.47,  29.74,  28.21, -99.99,  16.98,  14.85,  34.14,  19.40,  35.60,  42.73,  38.59,  45.83, -99.99,  34.96,  37.25,  40.74,  16.30,  38.83, -99.99, -99.99,  27.53,  29.41,  28.15,  23.75,  19.91,  46.17,  25.70,  21.83, -99.99,  43.66,  18.54,  43.42,  29.90,  26.55,  25.37,  30.92,  24.10,  20.58,  31.50,  29.30,  32.95,  31.40
193807,   3.90,  10.00, -99.99,  13.45,  17.18,   2.15,  14.45,  15.83,  11.54,  16.27, -99.99,   9.48,   5.45,  12.44,  12.81,  13.76,  11.65,  12.96,   8.00, -99.99,  11.40,  12.64,  23.29,  11.34,  10.91, -99.99, -99.99,  10.89,  19.53,   8.73,   1.07,   6.24,  21.07,  17.51,  18.33, -99.99,  11.75,   4.42,  11.88,   7.34,  15.37,  12.88,  14.39,  14.79,  12.23,   5.08,   8.03,   5.38,   1.94
193808,  -7.84,  -6.35, -99.99,  -6.82,  -6.48,  -9.80,  -0.58,  -5.86,  -3.82,  -8.80, -99.99,  -6.14,  -1.67,  -5.08,  -9.86,  -4.97,  -2.17, -12.35,  -5.15, -99.99,  -5.14,  -4.04,  -2.43,  -6.66,  -8.94, -99.99, -99.99,  -6.99, -12.22,  -9.18,  -8.89,  -4.60,   5.60, -14.67,  -1.02, -99.99,  -8.80,  -3.25,  -6.02,  -5.94, -11.23,  -8.07,  -5.47,  -6.25,  -1.45,  -1.88, -11.00, -12.02,   3.15
193809,   0.13,  -2.61, -99.99,  -2.94,  -1.54,   5.48,  -0.76,  -5.12,   0.06,  -2.90, -99.99,  -6.53,  -0.34,  -0.84,  -0.93,  -2.24,  -0.51,  -6.82,  -0.88, -99.99,  -1.48,   0.57,   0.36,  -1.28,  -2.46, -99.99, -99.99,  -2.77,  -4.07,  -0.23,   1.28,  -3.00,  -9.38,  -5.60,  -3.34, -99.99,  -3.20,   2.48,   8.96,  -2.90,  -3.75,   6.70,  -1.44,  -3.83,   0.65,  -1.81,  -1.15,  -1.61,  -5.06
193810,   5.32,   9.16, -99.99,  14.06,  10.01,  30.18,  25.96,   8.72,  17.99,  16.37, -99.99,  13.81,   8.30,   9.72,   2.19,  10.84,  12.22,  82.97,  20.34, -99.99,  11.65,  18.81,  14.98,  28.06,  29.51, -99.99, -99.99,  11.51,  14.26,   3.97,  28.55,   2.08,   7.76,  14.41,   6.25, -99.99,  11.25,   4.02,  18.22,  13.82,  12.29,  14.55,  13.49,  11.82,  10.89,   5.45,  10.32,  11.02,  33.66
193811, -11.38,  -3.98, -99.99,  -0.59,   2.50,  -5.02,  -6.92,  -5.34,  -2.60,  -7.63, -99.99,  -3.29,   3.11,  -1.86,  -0.61,  -4.88,  -5.16, -17.66,  -0.50, -99.99,  -3.56,  -5.93,  -5.58,   8.58,  -1.81, -99.99, -99.99,  -6.38, -11.14,   0.20, -10.30,  -0.38,  -4.54,  -3.63,  -0.51, -99.99,  -8.18,  -0.55,  -2.76,  -4.72,  -8.79,  16.02,  -2.90,  -0.81,  -0.06,   0.02,  -8.93,  -7.55,   2.27
193812,   8.38,   0.00, -99.99,  -3.34,  -2.00,   3.70,  -1.51,  -0.32,  -3.12,  -2.52, -99.99,  -1.05,   0.08,   5.27,  -0.31,   1.38,   4.10,  11.43,   5.53, -99.99,   6.75,   8.57,   1.52,  11.03,  19.05, -99.99, -99.99,   1.37,  -5.40,   5.10,   3.59,   0.04,  -2.83,  -4.98,   1.28, -99.99,   7.11,   3.47,  13.95,   1.81,   7.55,   2.61,   0.92,  -2.94,  -0.31,   0.90,   5.16,   4.38,   4.53
193901,  -7.97,  -5.46, -99.99,  -6.99,  -3.27, -13.00, -11.44,   1.81,  -4.98,  -3.21, -99.99,  -6.14,  -5.22,  -8.95,  -5.00,  -5.13,  -9.96, -13.89, -12.41, -99.99,  -9.38,  -9.38,  -9.81, -10.68, -13.97, -99.99, -99.99,  -3.54,  -9.67,  -7.78,  -1.52,  -1.89,  -9.25,  -7.52,  -8.45, -99.99, -11.06,  -5.82, -14.12,  -9.14,  -7.82,  -6.61,  -2.63,  -5.13,  -6.60,  -3.01,  -9.86, -10.22,  -5.48
193902,   9.90,   3.25, -99.99,   4.44,   2.39,  19.19,   0.83,  -2.21,   6.77,   5.49, -99.99,   0.25,   6.46,   1.75,   1.97,   5.29,   3.26,  -2.26,   4.03, -99.99,   4.29,   4.31,   5.73,   3.89,   5.68, -99.99, -99.99,  -2.33,   1.94,   0.28,   9.35,   2.93,   9.27,  15.18,   2.44, -99.99,   1.76,  -1.29,   0.54,   2.16,   6.30,   2.30,   6.47,   5.66,   4.00,   2.49,  -2.54,   2.05,   1.44
193903, -16.91,  -9.27, -99.99, -15.53, -10.91, -13.68, -19.39, -20.98, -14.12, -11.58, -99.99, -11.04,  -7.19, -15.89,  -5.88, -18.56, -22.24, -29.46, -24.90, -99.99, -21.86, -21.82, -22.61, -19.87, -28.49, -99.99, -99.99, -11.02, -16.86, -13.82, -18.14,  -5.59,  -9.94, -18.14, -13.99, -99.99, -23.87,  -3.06, -26.21, -13.92, -20.20, -14.87, -13.34, -17.89,  -7.82,  -7.70, -12.97, -14.82, -15.22
193904,   4.51,   3.72, -99.99,  -3.15,  -1.54,   5.06,   2.92,   7.04,   1.60,  -0.77, -99.99,   0.92,  -0.62,  -0.23,  -4.51,   1.45,   0.09,  -2.64,   0.19, -99.99,  -0.66,   2.52,   0.48,   3.22,  -2.03, -99.99, -99.99,  -3.28,  -0.65,   0.82,   2.59,   3.34,   0.53,  -1.56,  -6.14, -99.99,  -0.36, -10.91,  -4.20,  -4.18,  -1.25,  -1.52,   0.47,   1.11,  -4.13,   0.43,   0.53,  -3.95,  -4.64
193905,   7.94,   5.04, -99.99,   7.11,   7.25,  17.32,   9.76,   5.38,   8.51,   6.26, -99.99,   8.30,   5.42,   9.52,   9.82,   7.77,   9.38,  12.52,   9.33, -99.99,  10.52,  11.76,   8.22,   9.65,  13.97, -99.99, -99.99,   5.20,   4.44,   5.44,  10.04,  10.45,   4.35,   5.99,   7.17, -99.99,  10.72,  14.90,   7.10,   6.70,   5.19,  33.92,  13.81,   5.04,   9.32,  10.93,  -4.17,   8.64,  12.18
193906,  -6.52,  -4.19, -99.99,  -7.03,  -2.73,  -7.03, -12.17,  -5.84,  -4.74,  -6.19, -99.99,  -2.10,  -3.30,  -6.12,  -0.67,  -8.24, -11.87, -12.40, -11.33, -99.99, -10.37, -11.67, -11.47, -10.68, -12.75, -99.99, -99.99,  -5.76,  -7.84,  -5.71,  -7.65,  -7.47, -10.71, -11.41, -10.60, -99.99, -15.64,  -3.75, -18.17,  -9.51, -10.89,   2.45,  -4.61,  -6.87,  -2.67,   1.23, -27.80, -13.28,  -7.95
193907,   6.56,   6.78, -99.99,   9.47,   6.49,  23.36,  17.00,   7.77,  10.65,  14.40, -99.99,   2.85,  10.01,  13.50,   7.43,  21.76,  17.60,  12.58,  21.70, -99.99,  16.82,  20.24,  19.06,  13.92,  15.09, -99.99, -99.99,   9.76,   9.34,   4.20,  17.86,  15.31,  21.73,   5.26,  12.11, -99.99,  17.13,   7.70,  16.22,  13.22,  13.74,   5.24,  10.48,   6.99,   8.68,   6.83,  11.13,  17.06,  16.27
193908, -11.81,  -7.11, -99.99, -11.30, -10.24,   4.55, -17.11, -15.62,  -9.22, -10.06, -99.99, -14.46,  -9.00,  -8.89,  -1.89,  -9.93, -13.22, -20.16, -11.99, -99.99, -12.87, -11.81, -12.71, -14.81, -12.11, -99.99, -99.99,  -8.14,  -1.42,  -8.02,  -8.41,  -8.33, -22.69, -13.58, -13.66, -99.99, -14.69,  -3.07, -12.08, -10.35, -11.82, -13.97,  -9.93, -15.21,  -9.12,  -8.74,  -8.84,  -7.95,  -3.43
193909,  70.23,  44.09, -99.99,  13.95,  10.46,   5.07,  -4.50,  37.98,  13.70,  45.35, -99.99,   9.23,  16.78,  32.14,  15.58,  36.08,  26.07,  35.83,  55.85, -99.99,  38.88,  24.26,  42.15,  40.70,  79.37, -99.99, -99.99,  38.90, 173.13,  34.11,   9.54,   9.92,   6.94, 101.32,   4.59, -99.99,  49.04,  -5.42,  41.59,  47.56,  76.80,  37.05,  12.48,   2.22,   5.60,   6.09,  18.80,  45.06,  11.96
193910,  -2.16,  -4.95, -99.99,   5.51,  11.97,  26.62,   8.58,  -0.74,   2.54,  -3.21, -99.99,  15.83,  -1.45,  -2.40,  -3.37,  -0.28,   2.53,  -9.37,  -4.12, -99.99,  -2.35,  -1.55,   1.09,  11.76,  -7.60, -99.99, -99.99,   0.24, -10.54,  -3.96,   0.04,   3.11,   0.74,   1.13,   5.21, -99.99, -10.78,   4.50,   3.16,  -1.01,  -6.44,  -3.36,   6.44,  14.57,   4.01,   2.89, -16.67,  -3.60,  -5.27
193911, -13.07,  -3.14, -99.99,  -6.66,  -3.78,   5.11,  -8.85, -17.77,  -4.59,  -7.92, -99.99,  -5.60,  -2.57,  -5.95,  -4.07,  -8.93,  -7.99, -11.02, -13.14, -99.99,  -8.17,  -4.76,  -8.52,  -8.75, -14.57, -99.99, -99.99,  -5.45, -26.74,  -8.86,  -5.98,   0.06, -13.88, -15.12,  -6.24, -99.99,  -7.34,   1.54,  -5.55,  -7.16, -14.99,  -6.39,  -4.07,  -3.83,   2.99,   4.14,  -3.03,  -9.66,   2.20
193912,  17.44,   3.18, -99.99,  -0.74,   4.81,  -3.78,   9.43,   4.05,   1.19,   1.60, -99.99,  -5.30,   2.28,   4.02,   0.63,   2.78,   1.46, -10.40,   2.61, -99.99,   4.25,   1.73,   3.36,   8.07,   4.25, -99.99, -99.99,   1.56,  -3.40,  -0.67,   0.80,   5.99, -12.42,   0.50,  -1.11, -99.99,   0.27,   2.05,   7.89,   8.05,  -2.86,  -5.87,   0.09,  -3.78,  -0.02,   7.69,  -2.76,   0.73,   0.45
194001,  -5.39,   0.92, -99.99,   5.21,   2.46,   6.63,   2.89,  -0.20,   0.70,   3.40, -99.99,  -0.62,  -1.30,  -2.37,   0.00,  -2.06,  -2.89,  -2.45,  -6.95, -99.99,  -3.18,  -1.67,  -3.53,  -2.62, -11.64, -99.99, -99.99,  -3.16,  -0.03,  -1.46,  -3.97,  -1.49,  -0.53,   0.78,   1.29, -99.99,  -3.67,  -3.82,  -3.45,  -4.31,  -1.17,  -0.43,  -1.40,   1.16,   3.33,  -0.10,   3.33,  -0.74,   0.88
194002,   0.72,   3.24, -99.99,   3.00,  15.17,   9.04,   0.77,  -1.18,   2.55,   6.15, -99.99,  -0.07,   2.07,   2.22,   5.62,   1.30,   1.83,   2.84,   5.21, -99.99,   2.28,   2.37,   5.17,   4.38,   1.28, -99.99, -99.99,   3.15,   2.94,   0.88,  -2.07,   4.61,   9.73,   9.00,   0.58, -99.99,   4.37,  -5.76,   4.98,   3.32,   0.87,   9.24,   3.12,   2.39,   2.25,   2.34,  -3.33,  -0.06,   2.55
194003,  -3.77,  -0.25, -99.99,   5.82,  -3.21,  10.88,  -1.51,   3.98,   3.64,   0.15, -99.99,   6.03,   4.49,   3.39,  -2.10,  -2.44,   1.68, -18.63,   1.68, -99.99,   3.80,   7.42,   4.76,   2.81,   1.42, -99.99, -99.99,  -1.68,  -1.82,   1.97,   5.79,   2.95,  -2.77,   4.35,  -1.21, -99.99,   5.45,   1.16,  -0.45,  -1.75,   7.05,  21.31,   4.12,  13.89,   2.79,  -0.93,   8.08,   4.78,   0.71
194004,   1.90,   7.52, -99.99,   0.88,  -0.12,  -3.30,  -5.28,   0.33,  -1.05,   1.26, -99.99,  -3.04,   3.27,   0.19,   5.20,  -2.26,  -0.82,  -9.29,   0.30, -99.99,   3.11,   3.05,  -1.35,   0.12,   4.10, -99.99, -99.99,  -0.64,   7.59,   2.55,  -3.52,  -1.64,  -1.56,  10.31,  -7.31, -99.99,  -0.65,   3.63,  13.64,  18.32,   0.96,  -2.08,  -0.15,   1.75,   0.81,   0.77, -15.00,  -2.32,  -7.59
194005, -25.30, -27.49, -99.99, -27.03, -21.04, -29.76, -31.41, -34.73, -26.70, -26.43, -99.99, -13.81, -25.15, -26.90, -22.67, -27.04, -30.00, -29.05, -25.71, -99.99, -24.69, -25.43, -29.08, -21.28, -27.44, -99.99, -99.99, -21.56, -31.26, -25.67, -25.41, -23.56, -28.32, -35.15, -24.13, -99.99, -17.87, -18.47, -37.80, -30.33, -29.60, -29.50, -27.42, -26.81, -25.89, -23.28, -18.06, -23.77, -19.54
194006,  -0.43,   4.32, -99.99,   5.23,   4.69,   4.86,   3.61,   4.69,   8.94,   7.17, -99.99,  -4.40,   6.38,   6.00,  -3.44,   4.93,   7.87,   3.78,   4.57, -99.99,   6.72,   5.89,   7.19,  -7.04,   8.40, -99.99, -99.99,   0.00,  12.76,   4.97,  30.29,   9.79,   0.61,   3.65,   4.36, -99.99,  -3.46,  -4.49,   5.22,   4.99,   8.15,   7.58,   8.98,   1.84,   3.73,  13.40,   0.00,   9.16,   7.70
194007,   1.66,  -0.04, -99.99,   5.48,   4.00,  13.27,   0.63,   1.58,   1.22,   0.70, -99.99,   3.02,   1.06,   2.89,  13.83,   4.31,   6.38,   0.07,   4.23, -99.99,   5.25,   4.59,   3.72,   6.03,   6.69, -99.99, -99.99,   2.24,   5.75,   2.02,  -2.44,   0.75,  -4.13,   5.30,   3.38, -99.99,  11.35,   1.04,   7.78,   6.32,   5.44,   2.29,   5.82,   7.78,   3.27,   4.21,   4.17,   4.34,   2.21
194008,  -3.58,   1.41, -99.99,   1.25,   1.11,   7.21,  -0.30,  -1.83,   2.75,   1.58, -99.99,  -2.97,  -0.38,   1.86,   5.56,   3.11,   6.05,   0.45,   1.29, -99.99,   3.51,   5.65,   3.82,   4.39,   1.62, -99.99, -99.99,   5.68,  -2.23,   1.42,  -1.92,   2.20,  17.06,  -0.38,   5.37, -99.99,   8.97,   6.97,   2.46,   2.21,   0.28,  -0.96,   3.54,  -3.25,   3.54,  -0.55,  -3.56,   0.00,  12.65
194009,   4.24,   0.54, -99.99,   5.57,   3.20,   7.56,   3.07,   2.10,   6.37,   1.46, -99.99,   3.00,   4.87,   4.27,   2.00,   3.51,   4.92,   3.17,   8.17, -99.99,   6.18,   2.06,   6.83,   0.85,   9.82, -99.99, -99.99,   5.06,  10.90,   0.42,  -2.08,   1.53,  10.50,   3.40,   8.65, -99.99,  -1.80,   3.07,   2.55,  -0.01,   0.47,  12.83,   3.16,  -0.05,  -0.62,   2.72,  61.90,   4.42,   2.39
194010,  13.89,   1.70, -99.99,  -0.81,  -1.07,   4.35,  10.14,   4.87,  -1.33,   4.78, -99.99,   3.07,  -1.15,   2.14,   0.00,   3.40,   4.97,   6.28,  12.81, -99.99,   8.63,   5.98,   9.58,   4.82,   5.58, -99.99, -99.99,   3.91,   0.92,   4.49,  10.32,   6.01,   6.49,   9.86,   5.47, -99.99,  12.54,   3.38,   2.57,   2.94,   2.13,  -1.14,   0.87,  -0.16,   4.41,   9.44,  -6.25,   8.65,   3.57
194011,  17.32,   0.01, -99.99,   3.93,   1.44,   1.04,   4.14,  -0.83,   1.89,  -0.27, -99.99,   5.00,  -2.13,   0.45,   5.23,   0.80,  -0.54,  -8.60,   0.34, -99.99,  -0.04,  -3.37,   1.89,   2.99,  -0.35, -99.99, -99.99,   8.44,  -8.25,   5.22, -17.16,  -0.36,   7.08,  -2.71,  -3.03, -99.99,  -3.46,   4.73,  -4.16,  -0.97,  -4.07,  -2.31,   1.73,  11.57,   4.03,   6.11, -24.03,  -9.50,   4.21
194012,  -4.24,  -2.10, -99.99,  -1.34,   0.74,  -4.12,   5.45,  -0.74,  -0.72,  -2.11, -99.99,  -0.43,  -0.75,  -0.60,  -1.94,  -4.09,  -2.44, -16.72,   0.06, -99.99,   2.01,   1.23,  -1.61,   0.38,   6.18, -99.99, -99.99,  -3.64,   1.78,  -1.60,  -2.28,  -1.70,  -2.55,   1.41,   0.69, -99.99,  -2.41,  -2.43,   0.29,  -4.85,  -8.49, -10.29,  -2.20,  -5.05,  -4.11,  -4.59,  15.38,   2.31,   1.06
194101,  -6.33,   2.02, -99.99,  -1.99,   1.00,  -2.84,   2.41,   2.80,   3.32,   3.41, -99.99,  24.22,  -2.81,  -4.15,   1.32,  -1.81,  -3.68,   9.63,  -7.80, -99.99,  -6.81,  -1.90,  -6.45,  -6.95, -10.54, -99.99, -99.99,  -1.39,  -2.36,  -3.35,  -2.48,   0.11,  -1.92,   0.77,   2.50, -99.99,   1.79,  -4.32,   3.35,  -2.04,  16.58,  -1.80,   0.32,   3.60,  -0.89,  -1.96,  15.00,   1.47,   1.04
194102,   5.64,   0.33, -99.99,  -2.68,  -3.22,  -0.58,  -1.40,  -4.05,  -2.19,  -1.94, -99.99,  -4.02,  -3.11,  -2.36,  -0.65,  -4.02,  -1.96,  -4.89,  -3.24, -99.99,  -3.10,  -1.27,  -2.20,  -2.52,  -3.87, -99.99, -99.99,  -2.46,  -0.50,  -1.49,   0.24,   0.22,  -8.75,  -3.82,   1.73, -99.99,   6.00,  -0.75,   0.31,  -0.70,  -0.17,  -5.55,  -3.49,  -6.41,   0.78,  -2.34, -12.88,  -4.01,  -1.95
194103,  -3.28,   4.15, -99.99,   0.26,  -0.62,   6.47,  -4.02,   5.20,   3.69,  -0.56, -99.99,  -0.44,   0.53,   0.21,   5.33,   1.58,  -1.01,  -4.17,  -0.12, -99.99,   1.01,   1.09,  -1.85,   0.49,   2.69, -99.99, -99.99,   3.69,  -0.55,   4.63,  -7.77,   0.32,   2.16,   0.30,   5.42, -99.99,   8.36,   3.41,  -3.92,  -1.77,   6.54,   0.09,   2.26,   0.95,  -1.56,   3.72,  35.00,   1.13,  -0.51
194104,  -2.37,  -6.66, -99.99,  -6.70,  -8.91, -10.17,  -0.80,  -4.65,  -6.88,  -4.23, -99.99,  -1.93,  -7.05,  -4.27,  -9.18,  -5.85,  -5.29, -25.75,  -7.19, -99.99,  -8.01,  -7.06,  -8.08,  -7.10,  -7.00, -99.99, -99.99,  -6.68,  -3.09,   2.52, -12.78,  -5.62,  -0.42,  -5.91,  -6.71, -99.99,  -3.51,  -8.70,  -8.55,  -4.53,  -1.47,  -5.71,  -4.83,  -6.69,  -6.91,  -4.12, -30.11, -10.40,  -5.85
194105,   0.16,  -0.07, -99.99,   4.77,   0.16,   1.89,   0.16,  -2.96,   0.01,   0.69, -99.99,   7.57,   2.02,   2.85,   7.67,   0.16,  -0.84,   1.54,   3.05, -99.99,   3.75,  -0.62,   0.60,   5.79,   4.41, -99.99, -99.99,   0.80,   4.13,   7.51,  -4.85,   1.14,  -4.52,  -1.72,   1.26, -99.99,  -0.64,  -1.42,   2.97,  -1.86,  -1.26,  -3.43,   2.03,  -6.70,  -5.80,   2.07,  -2.94,  -0.19,   3.83
194106,  10.26,   7.20, -99.99,   6.63,   7.24,   7.72,  12.47,  -4.06,   3.67,   4.52, -99.99,   3.28,   4.77,   6.80,   3.96,   6.01,   6.77, -12.86,   6.46, -99.99,   8.18,   8.30,   7.07,   6.92,   9.87, -99.99, -99.99,   6.67,  22.40,   3.32,   6.54,   1.44,  16.67,   5.05,   8.40, -99.99,   3.70,  11.83,   6.93,   8.70,   3.89,  15.01,   8.17,   8.81,   3.03,   6.35,  21.25,   3.84,  10.24
194107,  17.24,  11.99, -99.99,  15.06,   7.46,  -6.16,  17.51,   5.93,  10.25,  17.18, -99.99,  19.19,  10.69,  10.65,   1.59,  18.77,  10.48,  78.08,  12.31, -99.99,  10.42,   6.37,  15.95,   9.60,   5.43, -99.99, -99.99,  10.16,  26.18,  12.60,   9.34,  13.57,   5.88,   8.59,   7.06, -99.99,   9.18,   4.19,  13.11,  10.57,  19.60,  24.44,  11.85,  15.02,   0.98,  11.23,  29.91,  17.35,   7.69
194108,  -1.62,   1.85, -99.99,   9.97,  -1.24,   1.25,  12.80,  -1.34,  -2.58,  -1.02, -99.99,  -4.33,   1.89,   0.25,   0.31,  -2.03,  -0.97, -14.53,  -2.69, -99.99,  -1.99,  -1.20,  -2.16,   4.09,  -4.69, -99.99, -99.99,  -1.83,   5.15,  -4.42,  -2.33,   0.53,  -0.25,   2.63,  -1.73, -99.99,  -3.39,   0.18,   0.19,  -1.57,  -2.27,   1.52,   1.74,  11.72,  -1.32,   2.04,   2.08,  -2.47,   2.46
194109,   1.05,   2.75, -99.99,  -3.27,   0.41,  -6.79,  -1.86,  -6.63,  -2.45,  -3.25, -99.99,  -0.68,   3.56,   0.80,  -7.94,   1.33,  -1.99, -11.35,  -4.90, -99.99,  -3.62,  -0.47,  -3.60,  -2.37,  -4.46, -99.99, -99.99,  -4.91,  -6.85,  -0.41,  -3.92,  -3.17,  -3.95,  -0.27,  -0.15, -99.99,   4.02,   3.03,  -1.62,   0.93,  -5.25,  -5.57,  -0.12,  -6.76,   1.97,   1.51, -16.73,  -0.89,   1.82
194110,  -5.24,  -6.16, -99.99,   0.23,  -8.89, -11.56,  -4.82, -10.05,  -9.62,  -4.69, -99.99,  -3.80,  -2.09,  -6.92,  -0.69,  -1.60,  -9.42, -29.94,  -6.10, -99.99,  -5.65,  -9.64,  -7.29,  -5.21,  -9.14, -99.99, -99.99, -10.02,  -0.47,   0.25, -13.56,  -5.32,  -3.20,  -5.59,  -2.27, -99.99,  -8.04,  -6.91,  -8.55,  -4.17,  -5.00,  -8.65,  -5.95,  -9.52,   1.39,  -3.25, -11.66,  -9.97,  -2.71
194111,   2.24,  -1.43, -99.99,   1.56,  -5.45,   9.23,  -0.48,  -8.82,  -5.03,  -2.14, -99.99,  -1.61,   0.53,  -0.08,   6.25,  -4.13,  -2.25, -15.20,  -3.69, -99.99,  -2.32,  -0.54,  -4.27,   1.33,  -3.38, -99.99, -99.99,  -4.48,  -4.95,  -1.96, -11.76,  -8.30, -10.15,  -2.13,  -2.15, -99.99,  -6.76,  -0.66,  -6.49,  -6.59,  -4.53,  -3.74,  -4.77,  -0.90,  -2.77,  -2.70, -23.56,   1.31,  -1.80
194112,  29.00,  -6.14, -99.99,  -7.45,  -6.97, -24.63,  -6.21, -12.11, -11.74,  -7.86, -99.99,  -3.34,  -4.17,  -4.80, -17.81, -12.07,  -6.42, -22.70,  -1.64, -99.99,  -3.61,  -6.90, -10.52,  -1.45,   0.07, -99.99, -99.99,  -6.90, -13.49, -13.22, -11.78,  -5.24, -26.85, -19.49,  -9.37, -99.99,  -6.34,   6.24,   0.25,  -9.47, -12.49,  -3.55, -13.22, -14.80, -14.55,  -1.61,   1.57, -10.49,  -8.91
194201,   1.97,   9.25, -99.99,   7.74,   8.33,   4.95,  14.01,  24.98,  13.07,  17.32, -99.99,  10.46,   0.71,   8.71,   9.58,   7.80,   8.20,  94.37,   6.41, -99.99,   7.48,   8.30,  14.37,  -3.81,   4.81, -99.99, -99.99,  20.90,  15.19,   8.42,  17.68,  -4.43,  29.11,  16.36,   9.40, -99.99,  14.84,  -3.62,   5.17,   8.02,  47.64,   1.62,   5.19,  21.62,  15.58,  -1.94,  17.13,  33.37,   6.03
194202, -10.99,  -4.28, -99.99,  -2.71,  -0.53,  -4.72,  -1.10,   2.37,   8.55,  -1.08, -99.99,  -2.87,  -6.15,  -3.33,   2.66,  -1.26,  -0.35, -20.15,  -0.09, -99.99,  -0.79,  -1.71,   1.50,   0.58,  -0.36, -99.99, -99.99,  -5.31,   0.68,  -3.95,  -2.54,  -6.45,   4.54,  -5.20,  -1.56, -99.99,   2.85,  -2.07,  -3.63,   1.11,  -1.66,  -2.72,  -2.00,   3.85,   0.65,  -2.52,  -3.76,  -3.68,  -1.50
194203,  -2.36,  -7.58, -99.99,  -3.52,  -9.60,  -8.08,  -4.36,   2.97,  -1.79,  -5.46, -99.99,   1.43,  -6.25,  -5.59,  -4.55,  -4.33,  -3.04,   5.77,  -3.49, -99.99,  -3.72,   1.94,  -0.95,  -1.22,  -4.71, -99.99, -99.99, -10.91,  -1.17,  -6.86, -11.82,  -4.62,  -6.89,  -4.24,  -2.20, -99.99,   0.64,  -9.40,  -4.79,  -4.51, -10.88,  -1.28,  -5.64,   2.32,  -2.94,  -9.49,  -3.28,  -9.10,  -4.33
194204, -12.92,  -3.93, -99.99,  -5.70,  -5.12,  -7.69,  -5.16, -10.30,  -3.25,  -7.75, -99.99,  -4.91,  -2.63,  -6.26,   3.97,  -1.46,  -4.94,  17.14,  -6.91, -99.99,  -5.65,  -6.80,  -2.45, -11.65,  -8.32, -99.99, -99.99,  -3.92,  -4.92,  -3.96,  -5.72,  -0.94,  -0.33,  -2.82,  -1.10, -99.99,  -5.56,  -4.72,  -5.69,  -2.81,  -2.27,  -8.61,  -5.90,  -5.30,   1.15,  -4.71,  -5.02,  -1.15,  -3.97
194205,  14.30,   2.65, -99.99,   5.13,   9.33,  11.31,   4.66,   2.21,   4.27,   1.96, -99.99,   2.08,   9.28,   2.09,   0.76,   7.28,   3.83,  -6.36,  -1.69, -99.99,   1.16,   6.94,   1.65,  -3.68,  -4.38, -99.99, -99.99,   6.59,  -2.79,   3.73,   6.83,   9.60,   4.59,   3.49,   4.76, -99.99,   5.11,   8.56,   1.83,   2.80,  -0.59,   9.48,   6.19,   3.70,   8.76,   7.91,  12.59,  -0.06,   0.96
194206,  -4.89,   4.51, -99.99,   0.87,   4.03,   8.74,   7.43,   7.37,   4.77,   2.38, -99.99,   4.23,   4.76,   5.41,   0.78,   3.59,   2.08,   2.53,   2.06, -99.99,   2.40,   1.27,   0.18,   1.04,  -2.08, -99.99, -99.99,   0.56,   1.85,   5.34,   0.05,   1.40,  -4.37,   3.80,   9.29, -99.99,   2.87,   8.51,   2.58,  -0.86,   1.38,   2.99,   1.89,   1.42,   3.95,   1.99,   1.40,   4.87,   2.31
