,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
194807,  -0.70,  -3.50, -99.99,  -3.65,   4.37, -10.12,  -7.34,  -1.60,  -1.71,  -1.32, -99.99,  -7.64,  -3.92,  -5.76,  -8.48,  -2.52,  -6.29,  -9.05,  -3.90, -99.99,  -7.26,  -7.36,  -4.58,   1.70,  -5.31, -99.99, -99.99,  -3.26,  -2.98,  -7.25,  -4.36,  -1.65,  -5.35,  -7.77,  -5.66, -99.99,  -7.47,  -4.34,  -3.90,  -4.37,  -4.54,  -5.05,  -7.93,  -4.07,  -5.00,  -5.78,  -7.48,  -6.30,  -2.57
194808,   1.86,  -0.50, -99.99,   0.11,   1.90,   4.80,   5.69,  -0.99,  -0.31,  -1.85, -99.99,  -2.04,  -1.89,  -0.33,  -0.06,  -1.41,   1.47,   4.16,   1.64, -99.99,  -1.53,   1.25,   1.14,  -0.05,   1.16, -99.99, -99.99,  -0.22,   0.01,  -2.05,   0.10,   0.06,  -0.19,   2.48,   6.12, -99.99,   9.23,   5.85,   0.18,   0.39,   2.16,  -4.41,   3.01,  -1.18,  -2.65,   1.45,   0.32,   0.11,   2.90
194809,  -3.97,  -4.45, -99.99,  -1.23,  -3.15,  -9.38,  -7.05,  -8.93,  -3.44,  -1.49, -99.99,   5.09,  -3.87,  -1.81,  -5.94,  -5.43,  -3.98,  -5.75,  -2.16, -99.99,  -4.53,  -2.35,  -3.50,  -0.79,  -3.12, -99.99, -99.99,  -2.58,  -5.58,  -4.44,  -0.91,  -0.23,  -4.50,  -4.09,  -5.50, -99.99,  -5.92,  -3.04,  -6.71,  -3.91,  -3.95,  -2.77,  -0.77,  -2.71,  -0.64,   7.51,   1.50,  -4.89,  -2.90
194810,   7.16,   3.38, -99.99,   5.31,   3.45,   6.94,   1.97,   0.36,   3.97,   1.78, -99.99,  12.79,   4.39,   7.11,   0.89,   2.93,   7.55,  14.32,   8.40, -99.99,   5.99,   7.79,   7.80,   3.84,   0.73, -99.99, -99.99,   4.38,   7.36,   9.23,   4.43,   1.11,   4.18,   1.96,   6.06, -99.99,   5.48,   4.24,   6.75,   5.12,   4.95,   4.68,   4.14,   2.47,   3.90,   5.62,   3.59,   8.69,   3.77
194811,  -5.57,  -6.24, -99.99,  -7.87,  -2.89, -12.77,  -3.11, -15.73,  -6.06,  -6.68, -99.99,  -9.13,  -5.35,  -8.48, -10.93, -10.00,  -7.91, -18.69, -12.59, -99.99, -10.83, -11.78, -12.14, -13.24, -14.13, -99.99, -99.99,  -6.78,  -4.77, -12.32,  -9.07,  -2.06,  -5.34,  -7.09,  -7.64, -99.99,  -9.19,  -0.59, -12.41, -10.10, -12.75,  -5.81,  -5.76,  -6.19,  -5.99,  -4.25,  -6.09, -13.58,  -8.48
194812,   0.49,   1.23, -99.99,   0.78,   0.79,  -0.47,   6.39,  -2.64,   0.07,   0.20, -99.99,   6.24,   4.35,   7.48,  -1.12,  -1.61,   1.92,   2.83,   2.00, -99.99,   2.17,   6.90,   3.97,   3.70,   0.95, -99.99, -99.99,  -0.08,  -2.01,   4.86,   2.66,   1.09,  -0.66,  -1.21,   3.96, -99.99,   5.37,   7.00,   3.61,   5.00,   1.99,   0.80,   1.55,   1.39,   7.13,   8.08,   0.64,   4.17,  -0.67
194901,   1.74,   3.88, -99.99,   2.44,   4.81,   3.85,   1.49,   0.39,   0.27,   4.24, -99.99,  -0.29,   5.11,  -0.26,   6.71,   2.46,   0.74,   0.10,   0.80, -99.99,  -1.53,  -3.00,   2.68,   1.99,   0.78, -99.99, -99.99,   1.63,  -4.73,  -3.81,   4.76,  -1.26,   3.68,   6.62,   3.02, -99.99,   1.00,  -0.41,  -3.42,   0.77,   0.28,   3.08,   1.09,   0.03,   1.42,  -4.89,  -5.16,  -1.09,   1.87
194902,  -0.52,  -2.65, -99.99,  -1.71,   0.36,  -4.77,   2.09, -10.92,  -8.55,  -4.57, -99.99,   0.48,  -1.08,  -2.18,  -1.04,  -1.89,  -2.77,  -4.09,  -5.86, -99.99,  -3.54,  -5.83,  -3.52,   0.64,  -5.41, -99.99, -99.99,   0.95,  -8.16,  -4.23,   0.67,  -0.30,  -6.39,  -4.58,  -3.91, -99.99,  -0.34,   0.74,  -5.10,  -0.05,  -5.68,  -3.87,  -2.22,   1.17,  -1.68,   1.48,   0.51,  -0.80,  -2.51
194903,   2.63,   4.66, -99.99,   5.79,   0.94,   4.60,   3.72,  12.81,   9.18,   3.89, -99.99,   4.16,   5.65,   2.87,   6.38,  -2.28,   4.10,  10.13,   1.38, -99.99,   5.71,   5.70,   3.55,   7.44,   6.95, -99.99, -99.99,   4.21,   5.12,   6.08,   3.78,   1.36,   3.42,   6.55,   4.74, -99.99,   6.21,   7.36,   1.96,   3.31,   4.20,   2.65,   4.51,   2.48,   7.59,   2.36,  12.07,   9.75,   3.29
194904,  -5.37,  -1.43, -99.99,  -1.99,   0.22,  -0.76,  -0.02,   0.96,  -1.18,  -2.42, -99.99,   3.18,  -0.07,  -2.40,  -5.11,  -3.84,  -3.87,   1.79,  -4.95, -99.99,  -3.97,  -4.11,  -4.01,  -6.19,  -3.48, -99.99, -99.99,   1.09,  -8.20,   1.46,   1.23,  -1.64,   2.50,   1.25,  -0.79, -99.99,  -0.36,  -6.09,  -8.63,  -3.40,  -2.85,  -1.67,  -1.67,   0.40,   0.89,  -0.78,  -0.69,  -1.46,  -7.81
194905,  -6.17,  -0.63, -99.99,  -1.00,   2.90,  -3.88,  -2.31,  -4.45,  -0.42,  -1.11, -99.99,  -6.91,  -1.33,  -0.97,  -4.85,  -1.31,  -3.24,  -6.40,  -6.52, -99.99,  -3.04,  -5.91,  -2.96,  -4.78,  -8.38, -99.99, -99.99,  -1.23,  -0.85,  -5.71,  -0.58,  -2.18,  -2.01,  -1.44,   0.40, -99.99,  -6.07,  -9.69,  -4.72,  -3.50,  -3.34,  -5.37,   0.50,  -0.23,   0.84,  -2.31,  -1.18,  -5.11,  -0.07
194906,   6.28,  -0.36, -99.99,   3.33,  -0.06,  -6.65,   1.28,   0.40,  -0.98,   3.41, -99.99,  -3.18,   2.70,   0.68,  -1.89,   4.87,   1.24,   4.97,  -1.27, -99.99,   2.98,   0.24,   1.02,  -1.08,   0.42, -99.99, -99.99,  -2.20,   0.10,  -1.20,  -0.93,   1.12,   3.86,  -0.22,  -2.76, -99.99,   1.65,   3.04,  -4.35,   0.05,  -2.09,   2.11,   2.95,   0.24,  -0.39,  -1.58,  -2.71,  -0.40,  -1.21
194907,   3.41,   5.59, -99.99,   7.24,   3.10,   5.22,   0.66,   5.93,   8.96,   3.88, -99.99,  12.83,   5.34,   4.60,   5.51,   5.90,   7.31,   8.11,   7.86, -99.99,   5.07,   7.08,   9.13,   2.53,   4.86, -99.99, -99.99,   3.30,   6.51,   6.23,   4.74,   2.41,  10.00,   2.45,   9.27, -99.99,   7.55,   3.13,  11.35,   5.50,   3.99,   4.37,   5.21,   4.23,   6.63,   4.17,   2.05,   7.24,   9.78
194908,   3.01,   4.70, -99.99,   4.51,   3.51,   2.25,  -0.13,   4.63,   4.11,   2.75, -99.99,  14.76,  -1.33,   3.24,   4.83,   2.15,   2.45,   1.18,  -0.28, -99.99,   2.67,   0.88,   1.81,   0.24,   0.56, -99.99, -99.99,   2.45,   2.96,   5.53,   3.68,   0.98,   2.69,   5.66,  -0.43, -99.99,   1.22,   1.77,   0.79,   5.94,   0.75,   3.31,   1.46,  -1.30,   2.18,   0.81,   6.49,   3.90,   0.06
194909,   0.24,   2.64, -99.99,   5.67,   2.68,   3.49,   1.32,   4.56,   3.16,   4.31, -99.99,   3.68,   1.63,   4.93,   0.04,   2.74,   2.82,  10.85,   3.56, -99.99,   3.27,   3.52,   2.39,   5.39,   1.77, -99.99, -99.99,   1.69,   3.52,   3.02,   4.05,   1.23,   7.79,   2.65,   4.19, -99.99,   6.11,   2.94,   3.19,   4.73,   2.79,   4.49,   2.18,   2.10,   4.15,   6.80,   5.13,   8.66,   4.94
194910,   4.60,   1.88, -99.99,   2.85,  -1.39,   2.73,   3.72,   2.60,   8.94,   4.18, -99.99,   4.21,   3.27,   4.16,   6.36,   1.43,   3.39,   1.88,   5.09, -99.99,   2.94,   2.66,   7.20,   4.44,   2.13, -99.99, -99.99,   3.72,  -0.65,   3.79,   1.31,   1.88,   3.96,   1.86,   7.96, -99.99,   6.61,   1.65,   8.66,   4.60,   0.91,   1.00,   0.62,   2.23,   4.45,   6.94,   6.61,   2.62,   1.37
194911,   2.60,   1.82, -99.99,   4.49,   2.19,   2.48,   0.21,  -5.56,   3.91,  -0.69, -99.99,   4.72,   4.82,   5.06,  -0.26,   0.70,   4.37,   3.15,   2.67, -99.99,  -0.33,   4.03,   4.44,   0.00,  -1.14, -99.99, -99.99,  -0.06,   4.02,  -2.88,   3.28,   1.67,   0.39,  -0.07,   0.54, -99.99,   4.08,   8.11,   1.17,   2.70,   0.85,   1.13,   2.16,   3.13,   4.05,   0.78,   4.99,   2.93,   3.82
194912,   5.43,   5.89, -99.99,   4.35,   2.45,  16.16,   9.91,   6.63,   5.84,   4.93, -99.99,  14.98,   7.91,   5.86,   0.52,   7.04,   7.05,  16.07,   6.31, -99.99,   5.90,   9.32,   8.81,   8.99,   4.88, -99.99, -99.99,   1.67,  -2.47,   1.16,   3.25,   1.59,   4.95,   7.52,  13.80, -99.99,   3.56,   3.59,   7.86,   8.67,   8.30,   4.32,   4.79,   5.50,   3.31,  10.55,   1.90,   7.52,   2.88
195001,   3.60,   1.41, -99.99,   3.66,  -0.85,   1.62,  -0.85,   3.26,   2.55,   0.08, -99.99,   1.16,   1.05,   0.93,  10.17,   3.22,  -0.33,   5.93,   3.69, -99.99,   1.65,   5.43,   1.66,   5.30,   4.85, -99.99, -99.99,   4.19,   3.55,  -0.72,   3.75,   1.86,  -0.22,   2.59,   4.24, -99.99,  11.27,   0.26,   3.10,   3.55,   4.68,   0.90,   0.39,   1.64,   2.29,  -1.65,  -2.40,   2.86,   2.37
195002,   3.03,   1.49, -99.99,  -1.07,   1.43,   5.79,  -8.32,   0.89,   4.14,  -5.03, -99.99,   2.97,   1.78,   0.98,   4.87,  -4.55,   1.71,   1.04,   3.38, -99.99,   0.38,   4.36,   3.73,   8.69,   1.53, -99.99, -99.99,  -0.51,  -3.03,  -0.49,   2.40,   0.66,  -2.72,  -3.26,   0.65, -99.99,   7.60,   2.80,   3.27,  -0.54,   1.70,   1.62,   2.40,   2.06,   5.23,   1.24,   0.47,   2.60,   5.08
195003,   0.64,   0.11, -99.99,  -0.29,  -0.66,  -6.66,  -1.13,  -5.30,  -0.34,  -0.44, -99.99,   0.21,  -3.32,   3.58,  -7.19,  -4.76,   0.97,  -1.45,  -1.51, -99.99,  -1.10,   4.07,   1.59,  -3.06,  -3.55, -99.99, -99.99,  -2.24,   1.03,   4.91,   0.56,   4.57,   3.94,  -1.54,   2.83, -99.99,  -1.13,  -4.12,  -2.74,   2.51,  -0.77,  -0.50,  -0.16,  -1.88,  -0.60,   1.37,  -5.19,   0.21,   3.56
195004,   0.43,  -0.46, -99.99,   2.72,  -2.83,   0.53,   3.71,   3.73,   8.04,   1.51, -99.99,  -4.73,   6.95,   9.42,   6.36,   7.50,   4.40,   4.16,   7.58, -99.99,   2.75,   6.71,  10.40,  16.01,   2.08, -99.99, -99.99,   4.13,  -3.29,   3.34,   0.95,   2.37,  -1.59,   1.80,  -1.34, -99.99,  14.60,   3.35,   9.60,   7.49,   1.06,  -0.41,  -0.34,   6.39,  -0.93,  -9.29,   7.19,   3.85,  -1.11
195005,   6.88,   1.71, -99.99,  -0.19,   0.49,   5.22,  -5.15,  -1.15,   5.23,   6.49, -99.99,  15.12,   2.57,   7.45,   0.90,   3.27,   4.40,   0.93,   6.14, -99.99,   4.12,   0.35,   6.86,  -3.81,   3.89, -99.99, -99.99,   2.68,   7.96,   8.81,   1.83,   1.97,  15.48,   1.65,   1.77, -99.99,  -2.10,  -2.04,   3.63,   7.41,   0.30,   5.27,   3.02,  -0.19,   2.71,  11.91,   2.56,   3.97,   5.02
195006,  -4.44,  -6.97, -99.99,  -2.17,  -4.48,  -9.88,  -5.77,  -7.79,  -8.46,  -5.28, -99.99,  -8.62,  -3.57,  -6.69,  -9.21,  -4.89,  -8.51, -13.13,  -4.14, -99.99,  -5.81,  -7.75,  -3.93,  -3.04,  -8.38, -99.99, -99.99,  -6.21,  -7.62,  -4.47,  -7.66,  -4.28,  -7.68,  -6.06,  -9.66, -99.99,  -5.56,  -6.88,  -4.66, -11.04,  -6.35,  -7.34,  -4.27,  -4.45, -10.03,  -4.74, -11.21,  -6.24,  -8.26
195007,  -6.85,  -1.75, -99.99,   5.96,  -1.89,  -4.14,   5.85,  -5.31,  -2.15,   5.91, -99.99,  -0.60,  -7.77,  -3.81,   2.45,  16.85,  -7.20,  -3.65,  12.15, -99.99,   4.95,  -1.60,  -1.10,  15.92,  20.07, -99.99, -99.99,   3.34,  20.48,   8.62,  -5.23,  -1.33,   4.68,  -3.91,  -6.86, -99.99,  -4.56,  -2.66,  -3.63,   0.88,  16.19,   3.82,  -1.20,  -0.39, -12.66,  -8.95,   0.60,   2.68, -10.24
195008,  18.32,   3.45, -99.99,   3.22,   0.35,   5.57,   2.59,  12.68,  10.79,   3.54, -99.99,   1.96,   3.92,   7.78,   3.15,   2.78,   6.68,   7.19,   4.74, -99.99,   4.60,   3.91,   8.92,  -3.11,  -0.45, -99.99, -99.99,   8.34,   4.94,   4.31,   3.39,   2.56,   5.16,   5.47,   8.72, -99.99,   3.94,   6.93,   5.39,  11.03,   0.01,  11.81,   3.97,   5.12,   6.12,   5.45,   8.26,   2.15,   5.71
195009,   2.47,   4.04, -99.99,  10.13,   4.77,   7.43,  11.31,  20.01,   3.43,   5.95, -99.99,  10.55,   5.55,   4.20,   6.77,   4.52,   8.62,   6.40,   3.22, -99.99,   7.06,   4.67,   8.38,  -1.83,   1.90, -99.99, -99.99,   9.38,   3.23,   3.54,   4.51,  -0.46,   2.35,   9.20,   4.75, -99.99,   6.77,   6.57,  12.89,   6.04,   4.29,   5.24,   8.72,   6.51,  11.36,  11.19,   5.49,   4.56,   6.99
195010,  -0.33,  -0.44, -99.99,  -1.16,   0.15,  -0.98,  -6.40,   0.91,  -0.83,  -0.25, -99.99,  -2.54,  -1.65,  -0.85,  -0.25,  -0.47,  -1.55,  -6.31,   4.00, -99.99,  -0.76,  -1.39,   0.41,  -0.02,   5.99, -99.99, -99.99,  -1.96,  -2.66,   0.34,  -0.74,   0.21,  -2.00,  -1.21,   0.03, -99.99,  -4.75,  -3.32,  -3.85,   0.36,  -0.77,  -3.61,   1.12,  -1.76,  -5.48,   3.78,   5.19,   1.02,   0.31
195011,  -5.02,   0.14, -99.99,   3.21,  -1.73,  -2.23,  -1.22,  -4.44,   1.09,   3.33, -99.99,  12.10,   3.61,   7.67,   7.35,   2.26,   4.54,   2.12,   5.25, -99.99,   3.14,   0.52,  -1.84,   8.54,   2.69, -99.99, -99.99,   7.47,   4.90,   5.28,  -1.18,  -0.24,  -2.26,  -0.01,   1.68, -99.99,   7.94,  12.50,   7.46,   6.98,   4.19,   3.60,   1.01,   1.56,   0.12,   2.88,   4.48,   5.18,  -0.49
195012,  -1.65,   1.93, -99.99,   6.40,  -1.38,   2.13,   0.91,   3.12,   1.60,   6.35, -99.99,   9.32,   5.56,   6.18,   3.49,  12.45,   2.95,   6.73,   7.63, -99.99,   9.94,   5.05,   2.30,  12.91,   8.90, -99.99, -99.99,   8.53,  13.84,   8.59,   3.59,   1.89,   2.54,   2.09,   2.90, -99.99,   3.35,   0.65,   4.81,   6.23,  15.89,   4.19,   2.69,   3.80,  -3.88,   6.05,   4.88,  11.44,   2.76
195101,  14.16,   3.12, -99.99,   8.69,   3.72,  10.93,   4.13,   6.84,   7.65,   2.22, -99.99,   3.97,   2.96,   4.32,   6.77,   3.73,   8.06,  10.18,   8.48, -99.99,   6.39,  10.44,   9.01,   1.92,   5.18, -99.99, -99.99,   6.13,   4.01,   6.34,   5.04,   1.88,   2.78,   8.88,   7.21, -99.99,   4.70,  -2.21,   8.70,   5.08,   8.25,   5.22,   3.48,   7.56,   4.84,  -8.11,  13.89,   4.47,  10.84
195102,   2.60,   1.68, -99.99,  -3.40,  -0.77,   0.52,   5.05,  -1.64,   1.51,   2.46, -99.99,  -5.11,   2.53,   2.65,   4.39,   2.64,   3.06,  10.03,  -2.31, -99.99,   1.71,   1.32,   2.96,   3.07,  -0.60, -99.99, -99.99,   0.19,   0.26,   0.97,   3.11,   4.11,   0.61,   0.75,  -0.80, -99.99,   7.09,   0.14,   3.17,   1.71,  -2.28,  -1.53,   3.42,   2.71,   5.71,   2.86,  -3.13,  -0.57,   0.69
195103,   0.64,  -1.57, -99.99,  -4.74,  -1.58,  -2.69,  -5.91,  -3.29,  -3.19,  -4.92, -99.99,  -2.80,   2.38,  -1.76,  -2.48,  -9.28,   0.82,  -7.47,  -5.14, -99.99,  -4.51,  -0.31,   0.92,  -8.52,  -6.76, -99.99, -99.99,  -4.17,  -5.97,  -2.31,  -1.39,  -1.10,  -1.02,  -3.16,  -1.71, -99.99,  -0.97,  -2.54,  -3.39,  -1.84,  -3.64,   0.51,  -2.24,  -3.78,   1.71,   2.59,  -1.80,  -1.35,   0.27
195104,   1.12,   0.32, -99.99,   5.00,  -0.59,   3.47,   1.26,   2.21,   1.37,   1.11, -99.99,   5.96,  11.05,   8.30,   4.91,   2.25,   3.85,   2.76,   6.57, -99.99,   4.69,   2.90,   4.32,   5.36,   5.73, -99.99, -99.99,   6.14,  -2.51,  11.03,   0.22,   0.85,  -0.27,   2.60,   2.94, -99.99,   8.24,   3.46,   6.06,   8.99,   3.60,   0.13,   0.41,  -1.57,   1.04,   0.48,  -1.37,   7.83,   2.93
195105,   0.16,  -1.36, -99.99,  -0.14,  -2.09,  -1.47,  -4.75,  -7.01,  -2.08,  -2.25, -99.99,  -0.16,   1.81,  -0.32,  -1.18,  -0.60,  -4.32,  -0.25,  -3.74, -99.99,  -2.58,  -3.38,  -5.01,  -3.29,  -1.72, -99.99, -99.99,  -3.09,  -0.68,  -3.04,  -0.05,  -0.41,   1.16,  -4.03,  -0.04, -99.99,  -3.75,  -3.65,  -0.96,  -2.97,  -3.91,   7.55,  -1.77,  -5.38,  -0.10,  -1.14,   0.56,  -2.95,  -0.85
195106,  -3.94,  -3.35, -99.99,  -2.55,  -3.68,  -5.05,   0.55,  -7.89,  -8.43,  -2.58, -99.99,   1.04,   0.81,  -0.69,  -0.16,  -5.29,  -2.08,  -7.47,  -8.19, -99.99,  -4.90,  -1.65,  -6.66,  -8.89,  -8.48, -99.99, -99.99,  -4.69,  -0.16,   1.11,  -0.41,  -0.18,  -2.80,   0.15,  -2.25, -99.99,   5.15,  -2.23,   2.82,  -2.15,  -7.88,  -7.28,  -2.42,  -5.04,  -0.35,   2.30,  -0.61,  -1.00,  -2.15
195107,   2.47,   3.26, -99.99,   5.27,   3.07,   4.02,   7.61,   2.68,   7.35,   1.07, -99.99,   8.44,  15.20,   8.16,   8.01,   2.35,   7.45,   3.66,   9.71, -99.99,   6.62,   5.02,   4.35,  10.68,   8.55, -99.99, -99.99,   6.79,   5.24,  11.46,   5.30,   2.80,   0.01,   1.08,   8.17, -99.99,   5.08,   6.47,   1.23,   6.97,   8.49,  11.36,   2.45,   3.77,   7.16,   2.15,  -0.56,   6.63,   3.87
195108,   6.71,   3.00, -99.99,   2.85,   3.45,   4.33,   6.37,   4.82,   2.54,   3.08, -99.99,   4.71,  -2.14,   2.33,   5.74,   4.22,   4.96,   1.20,   9.81, -99.99,   4.73,   7.27,   7.15,   4.96,   2.10, -99.99, -99.99,   9.76,   8.00,   5.71,   2.13,   2.64,   0.86,   3.15,   4.68, -99.99,   1.05,   3.58,   5.71,   3.56,   1.47,   3.40,   2.65,   5.24,   3.16,   1.76,   3.49,   6.01,   1.64
195109,  -6.23,   0.07, -99.99,   4.07,   0.26,   5.92,  10.11,  -2.20,   0.37,  -2.37, -99.99,  -2.80,  -1.71,  -1.26,   1.44,  -2.25,   0.97,   9.67,   1.30, -99.99,   1.88,   3.56,   2.52,   4.64,   2.40, -99.99, -99.99,   5.99,   5.17,  -0.84,   1.33,  -0.04,   1.10,   0.17,   0.83, -99.99,  -1.19,   9.69,   7.91,  -1.64,   3.61,  16.90,   2.41,  -0.33,   0.87,   3.89,  -1.80,   0.62,  -0.33
195110,  -7.53,  -2.90, -99.99,  -3.50,  -2.36,  -2.57,  -3.69,  -0.68,  -2.77,  -0.70, -99.99,  -9.87,  -5.42,  -7.57,  -2.76,  -3.32,  -1.95,  -1.06,  -1.49, -99.99,  -2.38,  -6.41,  -2.03,  -1.71,  -1.32, -99.99, -99.99,  -5.12,  -1.55,   1.21,   0.71,  -1.08,   0.93,   0.22,  -2.31, -99.99,  -6.21,  -9.33,  -3.12,  -3.46,  -4.09,  -9.38,  -2.68,   0.52,   1.05,  -5.98,   3.72,  -3.19,  -8.39
195111,  -0.39,  -0.02, -99.99,  -1.67,   0.34,   1.49,  -0.39,   1.15,  -0.61,  -0.77, -99.99,  -5.36,   0.11,   0.11,   3.59,   1.09,  -0.52,  -0.40,   1.21, -99.99,   1.69,   1.90,   1.52,  -2.82,  -0.19, -99.99, -99.99,   2.06,   4.11,  -0.86,   1.66,   0.49,   0.37,   2.58,  -0.56, -99.99,   1.56,   8.89,   2.35,   1.58,   2.19,   0.98,   1.49,   1.75,   5.06,  -4.83,   5.11,   4.90,   2.32
195112,   5.55,   1.87, -99.99,   2.72,   0.82,  -0.20,  -2.32,  -1.76,   2.41,   1.25, -99.99,   1.43,   5.55,   8.34,   1.70,   1.37,   3.20,   3.71,   0.46, -99.99,   3.77,   4.79,   3.53,   1.98,   0.28, -99.99, -99.99,  -1.74,  -0.79,   4.80,   3.27,   0.87,   0.93,  -1.67,   6.32, -99.99,   9.02,   2.81,   5.42,   3.19,   1.68,  -0.65,  -0.22,   0.60,   3.40,   9.43,  -1.88,   7.73,   3.92
195201,  -0.99,   1.05, -99.99,  -4.04,   5.21,   4.67,  -0.78,   1.13,   0.49,   1.32, -99.99,   1.32,   0.66,  -3.33,   0.80,  -5.11,   0.08,   2.97,   3.03, -99.99,   0.70,  -1.09,  -1.32,   4.47,   1.48, -99.99, -99.99,   4.78,   4.96,   6.62,   3.08,   0.17,   6.82,  -1.73,  -3.37, -99.99,  -6.22,  -1.29,  -3.73,   0.93,   3.71,   0.47,  -0.64,   3.53,  -0.09,   2.69,   2.45,   5.22,   2.12
195202,  -5.52,  -0.61, -99.99,  -3.35,  -2.60,  -0.03,   0.08,   1.01,  -0.33,  -3.73, -99.99, -10.36,  -3.51,  -3.40,  -5.34,  -3.64,  -2.07,   3.20,  -6.14, -99.99,  -2.52,  -3.86,  -0.24,  -4.48,  -2.26, -99.99, -99.99,  -5.04,   1.28,  -3.46,   0.69,  -0.63,  -4.19,  -3.44,  -4.07, -99.99,  -1.27,  -0.76,  -4.63,  -2.15,  -1.69,  -3.27,  -3.70,   0.07,   2.61,  -4.59,  -0.62,  -1.06,  -5.53
195203,   5.42,   0.92, -99.99,  -0.22,   1.86,  -1.05,   1.08,   3.18,   2.21,   2.96, -99.99,   2.59,   0.14,   3.31,   3.45,   3.98,   3.39,   3.44,   1.86, -99.99,   3.11,   7.74,   8.85,   1.06,   1.93, -99.99, -99.99,   2.00,   0.41,   8.84,   2.23,   1.26,  -0.59,   3.72,   1.56, -99.99,   4.26,  -0.68,   1.49,   2.52,   8.36,  -0.96,   2.75,   5.02,   4.44,   3.54,   7.42,   3.54,   3.42
195204,  -2.64,  -1.91, -99.99,  -9.33,  -3.83,  -5.01,  -6.00,   0.00,  -5.39,  -3.24, -99.99,  -8.60,  -5.11,  -7.27,  -4.87,  -5.08,  -4.00,  -1.11,  -7.83, -99.99,  -4.48,  -3.77,  -3.86,  -6.52,  -0.38, -99.99, -99.99,  -5.79,  -8.02,  -7.65,  -1.80,  -0.74,  -2.66,  -4.18,  -2.74, -99.99,  -4.88,  -2.89,  -9.25,  -5.52,  -3.39,  -5.87,  -1.52,  -1.54,   2.21,  -0.63,  -3.95,  -5.01,  -3.37
195205,   4.80,   2.10, -99.99,   1.77,  -0.45,   5.24,  -9.50,   4.07,  -0.48,   1.82, -99.99,   6.74,   2.08,   6.65,  -0.94,   5.02,   3.74,   3.76,   2.55, -99.99,   2.92,   3.08,   4.16,   7.35,   2.14, -99.99, -99.99,   2.43,   4.86,   3.50,   2.99,   1.03,  -0.33,   1.73,   3.60, -99.99,   4.46,   0.82,   0.94,   2.88,   4.39,   3.64,   2.61,   1.32,   1.76,   4.78,   3.70,   2.67,   1.33
195206,   1.57,   2.38, -99.99,   2.64,   3.72,   3.92,   0.60,  -1.28,   2.31,   2.68, -99.99,   1.66,  -1.26,   3.98,   0.07,   5.68,   1.82,   6.83,   5.74, -99.99,   1.83,   6.64,   6.20,   7.28,   2.78, -99.99, -99.99,   4.24,   2.11,   5.50,   1.10,   2.06,  -0.31,   2.40,   5.36, -99.99,   7.44,   1.15,   3.80,   4.52,   5.08,   2.51,   3.01,   1.12,   3.11,   4.62,   4.20,   1.50,  -1.18
195207,  -3.15,   1.01, -99.99,   5.65,  -0.64,   0.09,  -1.50,   3.58,   2.07,   3.09, -99.99,  -3.61,  -4.48,   1.28,   3.14,  -1.88,   1.21,   0.82,   3.30, -99.99,   3.90,   1.44,   2.41,   0.44,   1.17, -99.99, -99.99,   1.55,   0.52,  -1.04,   2.17,   0.24,  -3.42,   1.01,   1.59, -99.99,  -2.27,   3.82,   4.64,   3.68,   0.70,  -0.74,   2.18,  -0.54,   5.14,   0.02,   1.96,   1.13,   4.62
195208,   3.85,   1.04, -99.99,   0.10,   1.63,   6.65,   5.01,  -2.40,   0.08,  -1.64, -99.99,   3.14,  -0.97,  -1.60,   2.73,  -0.21,  -1.06,   2.27,  -2.35, -99.99,  -2.05,  -0.07,   1.55,   1.20,  -1.34, -99.99, -99.99,   0.30,  -0.91,  -2.68,   1.91,   0.88,  -2.73,   0.53,  -0.97, -99.99,   1.31,  -0.73,   0.38,  -1.38,  -0.34,  -1.86,  -0.25,   3.81,  -0.99,   0.44,  11.54,  -2.27,   1.17
195209,  -6.27,  -1.07, -99.99, -12.59,   0.09,  -2.85,  -1.14,  -0.84,  -0.90,  -1.03, -99.99,  -1.58,  -4.40,  -1.70,  -4.24,  -5.58,  -1.60,  -6.43,  -3.85, -99.99,  -1.68,   2.26,  -0.94,  -1.79,  -1.30, -99.99, -99.99,  -2.48,   0.53,  -4.36,   0.36,  -0.34,  -0.18,  -1.00,  -1.26, -99.99,  -4.10,  -0.25,  -6.17,  -0.24,  -1.90,  -4.11,  -0.57,   1.21,   1.10,   1.57,   3.90,  -1.10,   0.89
195210,  -4.88,  -1.27, -99.99,  -2.33,   6.61,  -0.92,  -7.15,   0.11,   0.99,  -3.17, -99.99,  -5.25,  -0.97,  -2.08,  -2.44,  -7.16,  -2.11,   0.36,  -1.56, -99.99,  -1.98,  -0.59,   1.32,   1.75,  -1.18, -99.99, -99.99,  -4.98,  -2.13,   0.41,   0.47,   0.92,   2.88,   0.40,  -0.87, -99.99,   4.04,  -5.49,   0.37,  -1.81,   0.54,   1.29,  -1.26,  -0.58,  -2.37,  -3.03,  -2.65,  -4.31,  -5.77
