Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507516613,490324261.1,479181220,511902559.5,542578815.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152881,1238251653,1528916176,1666544790,1960863535,2412555512,3072427122,3523208935,4035519467,4831447173,2623807081,2606621246,3976453954,4593908762,4796628461,5477895475,5841132962,6063759371,6866402028,7403457319,7162546761,8573611050,9638291587,10557530654,11722357067,11843228540,12828975924,14101753567,15796567138,15946443103,16403602943,16844378578,17517536016,18596365927,19964925503,22526463619,26322000105,29837895769,29382694861,36298327620,41237293551,45300669857,49236713603,49552639049,51106697024,
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1917147690,2074884875,2189410782,2325296051,2512062452,2704964605,2933735550,3149144824,3131417506,3407817267,3749357930,4076300971,4719097360,5155033157,6701492696,7841503720,8046930357,9355744292,9526092276,10904468434,13391895104,14776050243,16399499253,16610028666,15832790718,15611806174,14206628658,15252870383,16152957714,16532806612,17661533072,17364492768,17058094011,17962619349,19054541575,20906493287,22781050469,25471345330,27956719394,29722066501,32206650709,33147771381,34932666036,37469129525,41154157411,46626975107,52391543017,58277065056,66470658556,55910583634,59631444333,64644238532,66505275837,69371346767,71327803910,70876623388,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005244,6914658389,8135150889,9987709686,11405957363,13027415252,13789579893,14206158658,17844705319,19584443219,19912889808,20150254124,20953510266,22205716020,24039383641,22921491787,24226283927,25213614325,27458999536,27025200369,28645436551,24317883624,22085858204,22367254851,28448326796,30428638304,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806300000,62078600000,64328200000,68990140000,73139050000,77149700000,,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444074,,,,,,,,,,3207032513,,,,,,,,,,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489912542.3,576090016.4,734876218,964024705.3,1288699035,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9914864166,9989422836,9504538198,10209966063,10443559871,9929632422,10328979964,11345759615,14445240091,17164625000,18270009451,19866878479,23716042497,27493064742,25593262401,25247424011,27089174646,24940600822,24055947955,23227106276,19319729400,
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40315847384,29557058174,34451993226,40452245779,47364869196,59537113791,66775046785,61621364981,66372594575,64719461255,61474265135,67375623427,81696651659,99300329682,1.18976E+11,1.3599E+11,1.55213E+11,1.88818E+11,2.35205E+11,2.0573E+11,2.07016E+11,2.27313E+11,2.06442E+11,2.08328E+11,2.0527E+11,1.81811E+11,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,2.15022E+11,2.49039E+11,2.98667E+11,3.96867E+11,4.43619E+11,4.8878E+11,5.17788E+11,5.98226E+11,7.37668E+11,8.78011E+11,9.46695E+11,7.97443E+11,7.73638E+11,7.67768E+11,7.22368E+11,7.29763E+11,1.0423E+12,1.29326E+12,1.39593E+12,1.39367E+12,1.76497E+12,1.86187E+12,2.12313E+12,2.06856E+12,2.20597E+12,2.59162E+12,2.50367E+12,2.21869E+12,2.24323E+12,2.19996E+12,1.94995E+12,1.95065E+12,2.07914E+12,2.50573E+12,2.81925E+12,2.86141E+12,3.00245E+12,3.43995E+12,3.75237E+12,3.41801E+12,3.4173E+12,3.75746E+12,3.53962E+12,3.74532E+12,3.86829E+12,3.35577E+12,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989541.3,,373371752.9,395794554.1,409220103.1,452328105,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,1455416074,1589025860,,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,36370369.73,45170369.57,44296295.51,59099998.96,66218517.35,72051850.58,79925924.51,89848146.56,98585183.44,112074072.1,126348145.9,143766664.1,153374071.4,166322219.3,180437033.9,191759255.9,200418515,215459255.5,224037033.1,236444440.3,245781477.1,258440736.2,267740736,335845808.9,343119364.3,337695734.8,350091216,374771474.9,370370370.4,390370370.4,421481481.5,458148148.1,489259259.3,493703703.7,501481481.5,485185185.2,506666666.7,524605000,537777777.8,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,16866156733,18823150290,22966364109,30459579436,33900564767,40251071473,44401699735,49666416195,60281337504,70309794678,70867465285,61376989331,59916301294,60188398261,58673426984,62220601827,87800282647,1.0915E+11,1.15112E+11,1.11887E+11,1.38095E+11,1.38965E+11,1.52691E+11,1.42963E+11,1.56145E+11,1.85007E+11,1.87632E+11,1.73538E+11,1.76992E+11,1.77965E+11,1.64159E+11,1.64791E+11,1.78635E+11,2.18096E+11,2.51243E+11,2.6456E+11,2.82961E+11,3.195E+11,3.52592E+11,3.19762E+11,3.19811E+11,3.41499E+11,3.25012E+11,3.38927E+11,3.46119E+11,2.95164E+11,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044579947,6122128248,5827050857,5374300243,6686592729,7073674721,9724402004,11277676880,12976408000,14511134921,16358496124,18131813001,19593916229,21171583983,21709726722,23996100575,24892595799,26571659051,21277171990,22039210346,34004081037,35952890849,44073886687,48152993004,48193458083,53864484468,58361928552,60595109805,61198323069,63968906782,67103263863,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723637615,2434766869,2001460831,2703004013,2909340110,3136284384,3039859262,3370870459,3852147121,4257253368,4863487558,5077222325,6761786485,8715106139,13209713766,15557934473,17728348385,20971901065,26364491684,33243421341,42345276290,44348670716,45207090661,48801372218,53698280328,57937867712,63696299981,66742269086,59089065518,55631488295,62045098375,45715367087,48003298223,49946455211,42542571306,41764052458,46941496780,48177862502,48187747529,48640611686,54790060513,54744714110,56760288396,67863829705,85324998959,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,2.00013E+11,2.09047E+11,2.09704E+11,2.13518E+11,1.66839E+11,
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80113571739,70289380302,64336023661,69620014377,80785184312,94308059267,1.03191E+11,99977845064,1.00968E+11,1.13369E+11,1.26371E+11,1.35808E+11,1.53964E+11,1.94144E+11,2.19542E+11,2.46791E+11,2.50852E+11,2.90185E+11,2.82704E+11,3.27827E+11,3.79702E+11,4.06397E+11,4.2368E+11,4.43971E+11,4.79962E+11,5.25018E+11,5.21622E+11,5.1539E+11,5.76347E+11,6.25037E+11,6.70744E+11,7.30666E+11,8.17077E+11,8.85003E+11,1.06476E+12,1.3142E+12,1.50948E+12,1.56308E+12,1.43201E+12,1.5748E+12,1.73476E+12,1.84804E+12,2.04506E+12,2.31127E+12,2.68031E+12,3.0984E+12,3.72697E+12,4.71154E+12,5.95499E+12,6.45142E+12,7.82005E+12,9.55372E+12,1.06545E+13,1.17369E+13,1.26135E+13,1.30674E+13,
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1.54056E+11,1.55124E+11,1.605E+11,1.69787E+11,1.94724E+11,2.12517E+11,2.09315E+11,2.19603E+11,2.37394E+11,2.65279E+11,2.80254E+11,3.0305E+11,3.32921E+11,4.25808E+11,5.96215E+11,6.4092E+11,7.0061E+11,7.83872E+11,8.68237E+11,1.05496E+12,1.30283E+12,1.45609E+12,1.38453E+12,1.39811E+12,1.37663E+12,1.40941E+12,1.42806E+12,1.43897E+12,1.55092E+12,1.58578E+12,1.82616E+12,1.93416E+12,2.11985E+12,2.31718E+12,2.4252E+12,2.48627E+12,2.71502E+12,2.90069E+12,2.85548E+12,3.02885E+12,3.28395E+12,3.24846E+12,3.15368E+12,3.52214E+12,4.09181E+12,4.76797E+12,5.45637E+12,6.48254E+12,7.29512E+12,7.01499E+12,8.50942E+12,9.50296E+12,9.91419E+12,1.00828E+13,1.02509E+13,9.91138E+12,
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1.53261E+11,1.53897E+11,1.57405E+11,1.75478E+11,2.01734E+11,2.24591E+11,2.5106E+11,2.72101E+11,2.99912E+11,3.4547E+11,4.04888E+11,4.49284E+11,5.57222E+11,7.34626E+11,8.46728E+11,9.27128E+11,1.01982E+12,1.21575E+12,1.53454E+12,1.66796E+12,1.80412E+12,1.99339E+12,1.95056E+12,2.06841E+12,2.21686E+12,2.34945E+12,3.05978E+12,3.57874E+12,4.31128E+12,4.51217E+12,4.72377E+12,5.32156E+12,5.80772E+12,6.50578E+12,7.2592E+12,8.19692E+12,7.88223E+12,7.57101E+12,6.74963E+12,7.53604E+12,8.13497E+12,7.56947E+12,7.69964E+12,8.46643E+12,9.4955E+12,1.01098E+13,1.0735E+13,1.20344E+13,1.38799E+13,1.42867E+13,1.6674E+13,1.93052E+13,2.06728E+13,2.08757E+13,2.14898E+13,2.12812E+13,
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73977E+11,9.29247E+11,9.01526E+11,8.29033E+11,8.14629E+11,7.06805E+11,7.54578E+11,7.64203E+11,7.96344E+11,7.39951E+11,6.20914E+11,6.91863E+11,6.89527E+11,7.87659E+11,9.94036E+11,1.3134E+12,1.66261E+12,2.04198E+12,2.63894E+12,3.26645E+12,2.56145E+12,3.0536E+12,3.75664E+12,3.93322E+12,4.11871E+12,3.85512E+12,2.88777E+12,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,4.32657E+11,4.60555E+11,5.03514E+11,5.55232E+11,6.14876E+11,6.69092E+11,7.26901E+11,7.8208E+11,8.15667E+11,8.95519E+11,1.00705E+12,1.13572E+12,1.361E+12,1.72865E+12,1.95318E+12,2.28191E+12,2.37186E+12,2.68807E+12,3.28102E+12,4.01407E+12,4.54664E+12,4.04645E+12,3.89951E+12,3.78286E+12,3.63523E+12,3.76287E+12,5.13552E+12,6.34665E+12,7.06496E+12,7.22071E+12,8.83425E+12,9.11902E+12,9.77938E+12,8.9874E+12,9.39914E+12,1.07427E+13,1.09657E+13,1.03972E+13,1.06556E+13,1.0534E+13,9.924E+12,1.0031E+13,1.09776E+13,1.33813E+13,1.5604E+13,1.66206E+13,1.79937E+13,2.10365E+13,2.30945E+13,2.03284E+13,2.08319E+13,2.30745E+13,2.21757E+13,2.31108E+13,2.33646E+13,1.99856E+13,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1010325138,979108806.8,958598195,1038389642,1156150890,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,1.00917E+11,1.00872E+11,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,5111621014,5339520613,5579168510,6109112150,6861743341,7682491836,8266003571,8763960703,9616725366,9015166840,11437965585,13360476862,14636028767,14849909491,18150000571,22912500556,23405404730,25592365394,28137369499,30642873038,34689560465,35880262675,40507934171,35044634015,39648442534,43130416913,36970555899,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,97632008710,87850683979,82924503943,78845185293,89685725230,1.07484E+11,1.30479E+11,1.62818E+11,1.88982E+11,2.18888E+11,2.36002E+11,2.76353E+11,2.86011E+11,3.01499E+11,3.30779E+11,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.45386E+11,2.70105E+11,2.99746E+11,3.36267E+11,3.74005E+11,4.08114E+11,4.45034E+11,4.83435E+11,5.18257E+11,5.72525E+11,6.41476E+11,7.27061E+11,8.78392E+11,1.14024E+12,1.29295E+12,1.49933E+12,1.56455E+12,1.7795E+12,2.17909E+12,2.63982E+12,2.9568E+12,2.56987E+12,2.48802E+12,2.42724E+12,2.32831E+12,2.3921E+12,3.35731E+12,4.15283E+12,4.56742E+12,4.66571E+12,5.87183E+12,6.10468E+12,6.73507E+12,6.16883E+12,6.51569E+12,7.52058E+12,7.61183E+12,6.95911E+12,7.15093E+12,7.11884E+12,6.48643E+12,6.59232E+12,7.17262E+12,8.85002E+12,1.01508E+13,1.05336E+13,1.11826E+13,1.28754E+13,1.41134E+13,1.2903E+13,1.26404E+13,1.36212E+13,1.26344E+13,1.31846E+13,1.34074E+13,1.15397E+13,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,1.14465E+11,1.18185E+11,1.3209E+11,1.60163E+11,2.14019E+11,2.32135E+11,2.02257E+11,1.95464E+11,1.70487E+11,1.71635E+11,1.80302E+11,2.50638E+11,3.17882E+11,3.75139E+11,4.13631E+11,5.35101E+11,5.75599E+11,6.29202E+11,5.23649E+11,5.29122E+11,6.1294E+11,6.40998E+11,5.88692E+11,6.17042E+11,6.33194E+11,5.95403E+11,6.25976E+11,7.05146E+11,9.06853E+11,1.06956E+12,1.15728E+12,1.26455E+12,1.47934E+12,1.63499E+12,1.49907E+12,1.43167E+12,1.48792E+12,1.33995E+12,1.36926E+12,1.38134E+12,1.19906E+12,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373658537,4746104825,5066242110,5617109801,5726895230,5685773519,6245072062,7322068381,9833875339,12059204969,14006093769,16963630661,22237065426,24194038377,19652486802,19494662252,23168793439,23135266649,25246787742,26485161116,22691482755,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903192,7707678023,8567890825,8096302369,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,61537143095,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,3.58923E+11,3.90771E+11,4.26888E+11,4.70275E+11,5.21173E+11,5.67564E+11,6.15255E+11,6.61136E+11,6.87182E+11,7.54761E+11,8.54921E+11,9.67038E+11,1.15791E+12,1.47028E+12,1.65245E+12,1.92652E+12,1.99533E+12,2.25967E+12,2.76929E+12,3.38215E+12,3.86024E+12,3.41538E+12,3.28732E+12,3.18637E+12,3.05883E+12,3.16196E+12,4.33567E+12,5.36509E+12,5.98446E+12,6.10945E+12,7.57701E+12,7.86377E+12,8.56902E+12,7.81327E+12,8.29686E+12,9.52546E+12,9.73545E+12,9.18073E+12,9.50219E+12,9.48811E+12,8.81809E+12,8.92266E+12,9.73274E+12,1.18597E+13,1.37017E+13,1.4334E+13,1.52951E+13,1.76856E+13,1.90291E+13,1.70209E+13,1.69461E+13,1.83213E+13,1.72494E+13,1.79863E+13,1.85167E+13,1.62295E+13,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25095E+11,2.10723E+11,2.0366E+11,2.28379E+11,2.61554E+11,3.18331E+11,3.72417E+11,4.62916E+11,5.87734E+11,5.3954E+11,6.30599E+11,6.73405E+11,7.78846E+11,7.86444E+11,7.79682E+11,6.99441E+11,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,1.09103E+11,1.19065E+11,1.41518E+11,1.27866E+11,1.12625E+11,89255751015,1.03322E+11,1.34199E+11,1.32099E+11,1.26833E+11,1.33936E+11,1.35226E+11,1.2554E+11,1.2925E+11,1.39553E+11,1.71071E+11,1.96768E+11,2.04436E+11,2.16553E+11,2.55385E+11,2.83742E+11,2.51499E+11,2.47815E+11,2.73657E+11,2.56706E+11,2.6998E+11,2.72336E+11,2.2981E+11,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112334368.4,116993977.8,122912941.2,129461581.5,140040154.3,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774537140,3977652383,4196263712,4531870927,4386008745,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62651474947,68346741504,76313782252,85551113767,94906593388,1.02161E+11,1.10597E+11,1.19466E+11,1.29847E+11,1.40725E+11,1.48949E+11,1.66564E+11,2.04283E+11,2.65382E+11,2.86526E+11,3.62001E+11,3.7341E+11,4.11464E+11,5.08183E+11,6.15834E+11,7.03525E+11,6.1759E+11,5.86837E+11,5.61852E+11,5.32649E+11,5.55197E+11,7.74556E+11,9.38368E+11,1.0235E+12,1.03012E+12,1.2753E+12,1.27556E+12,1.40872E+12,1.33009E+12,1.40164E+12,1.60989E+12,1.61425E+12,1.46071E+12,1.51076E+12,1.50028E+12,1.36844E+12,1.38222E+12,1.50034E+12,1.84812E+12,2.12411E+12,2.20368E+12,2.32501E+12,2.66311E+12,2.92347E+12,2.69383E+12,2.64699E+12,2.8625E+12,2.68142E+12,2.80851E+12,2.82919E+12,2.42168E+12,
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873,1125684470,1062339944,1154899793,1268445919,1486861879,1683997930,1730891409,1970142378,2278229533,2413237402,2257097732,2301178416,2468748768,2356505419,2613458942,,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,325835160.3,315725617,318071978.6,,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.6,167637907.4,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5067865321,5018874179,5310381151,6497305662,7756293575,9458884812,10154041930,12438956756,15508574820,12065138273,14358584300,18186478120,17171447372,17590716232,18179717776,14339723935,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,72328047042,76694360636,80601939635,85443766670,93387598814,1.00596E+11,1.07091E+11,1.11185E+11,1.04703E+11,1.12677E+11,1.30672E+11,1.48114E+11,1.69965E+11,1.92538E+11,2.06131E+11,2.41757E+11,2.32615E+11,2.63066E+11,3.35883E+11,4.38994E+11,5.64948E+11,5.40766E+11,5.15049E+11,4.89618E+11,4.61487E+11,4.89285E+11,6.01453E+11,7.45163E+11,9.10123E+11,9.26885E+11,1.09317E+12,1.1428E+12,1.17966E+12,1.06139E+12,1.14049E+12,1.23756E+12,1.30658E+12,1.44644E+12,1.5371E+12,1.56541E+12,1.5548E+12,1.53594E+12,1.68026E+12,1.94303E+12,2.29789E+12,2.41894E+12,2.58808E+12,2.96973E+12,2.79338E+12,2.31458E+12,2.4035E+12,2.5949E+12,2.63047E+12,2.7123E+12,2.9902E+12,2.84876E+12,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2513870587,2693731866,3094915506,3510540809,3613500117,2800024314,3057453483,3219487825,3395778674,3991374549,5125273881,6410941013,7745406201,10172869680,12795044473,10766809099,11638536891,14434619982,15846474596,16140047072,16509305828,13965385802,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,2465493032,2894409912,2810106390,2765254360,3189428571,3662478173,4020227931,4445228057,4222441673,4035994383,4057275078,4412279865,4504342153,5727602649,5074829932,5197840973,5251764270,5889174834,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,47805069495,38616536132,37864368220,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588376057,3461282294,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,2931625105,4134173275,4515824647,4609923756,4735956493,5067360009,5667229759,6231725485,6624068016,6699203543,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212353.7,46695363.16,41160658.57,45168722.7,52296836.75,55728608.97,59161545,75187969.92,95797533.46,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,578785278.8,624174723.7,655068696,798870894.2,965769128.2,900639747.9,952429030.4,904256643.4,912569686.8,903779657.1,850903179.3,,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150573.2,226313492.7,236880813.8,235619994.8,253966919.9,270419779.4,268551010.9,206457553.4,224446652.1,370173851.9,392278164.4,415843479.8,476388249.3,531109346.8,586791836.1,591829897.5,695606313.9,864107768.3,825796952.7,847491366.9,1105497904,995582730.6,1026663833,1109009638,1056851008,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,9144693758,10776721748,16021701872,10219467607,12709498548,17229758160,18011041667,17135584685,15529729677,9397792253,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13139862500,14591755682,16885506818,22347844649,25351305682,28525872476,31152840485,36176233117,44270203154,54481875805,56829663469,52346507380,54617991327,49428872678,48020024788,47820850975,56379593720,65652751132,76261278405,79169043642,97891090929,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42541E+11,1.30134E+11,1.36191E+11,1.53831E+11,2.01924E+11,2.40521E+11,2.47783E+11,2.73318E+11,3.18498E+11,3.54461E+11,3.3E+11,2.99379E+11,2.8778E+11,2.45671E+11,2.3951E+11,2.35574E+11,1.95212E+11,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,53322221.28,67548146.96,78314813.43,83614813.34,87888887.34,95229627.95,101211109.3,110099998.1,128211108.8,144011108.6,167229626.7,184533330.1,213066662.9,221070366.5,241570370.4,250914814.8,250259259.3,261777777.8,276296296.3,294651851.9,304940740.7,340814814.8,379629407.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698518518.5,758518518.5,825925925.9,771278111.1,771015888.9,778648666.7,799882148.1,842571333.3,911803777.8,978148148.1,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520029.27,88570999.35,106101302.5,140153753.7,169918944.1,211192463.7,240779415.7,282269773,355987428.4,420645795,476051769,435749013.9,402403057.2,416184086.2,379371913.7,412876395.8,603016317.5,787390447.3,898607670.6,929799902.2,1018977225,1016500016,1037916105,927214127.9,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1402452662,1617227234,1650283229,1811232805,2039990870,2301745558,2314737667,2287220565,2503747857,2356004771,2419043094,2441226080,,
