,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
195111,  -0.07,  -1.67,   0.34,  -0.19,   2.05,  -0.61,  -0.77,  -0.50,   0.11,   1.09,  -0.51,   1.21,   1.69,   1.90,   1.52,  -1.84,   2.06,   4.11,  -0.86,   1.66,   0.49,   0.67,   2.44,   1.65,   2.19,   0.98,   1.49,   1.75,   3.29,   2.67
195112,   2.34,   2.72,   0.82,  -2.09,  -2.43,   2.41,   1.25,   5.11,   8.34,   1.37,   3.22,   0.46,   3.77,   4.79,   3.53,   1.34,  -1.74,  -0.79,   4.80,   3.27,   0.87,   1.46,   5.40,   3.38,   1.68,  -0.65,  -0.22,   0.60,   6.17,   3.29
195201,   0.78,  -4.04,   5.21,  -0.19,  -1.79,   0.49,   1.32,   0.73,  -3.33,  -5.11,   0.15,   3.03,   0.70,  -1.09,  -1.32,   3.35,   4.78,   4.96,   6.62,   3.08,   0.17,   6.21,  -2.95,   0.52,   3.72,   0.47,  -0.64,   3.53,   2.74,   1.75
195202,  -1.25,  -3.35,  -2.60,   0.07,  -2.13,  -0.33,  -3.73,  -4.22,  -3.40,  -3.64,  -1.94,  -6.14,  -2.52,  -3.86,  -0.24,  -3.66,  -5.04,   1.28,  -3.46,   0.69,  -0.63,  -1.81,  -2.81,  -2.36,  -1.69,  -3.27,  -3.70,   0.07,  -0.26,  -5.48
195203,   1.49,  -0.22,   1.86,   0.84,   3.55,   2.21,   2.96,   0.37,   3.31,   3.98,   3.39,   1.86,   3.11,   7.74,   8.85,   1.39,   2.00,   0.41,   8.84,   2.23,   1.26,   1.44,   1.04,   2.43,   8.34,  -0.96,   2.75,   5.02,   3.93,   3.43
195204,  -2.01,  -9.33,  -3.83,  -5.89,  -2.78,  -5.39,  -3.24,  -5.46,  -7.27,  -5.08,  -3.92,  -7.83,  -4.48,  -3.77,  -3.86,  -4.21,  -5.79,  -8.02,  -7.65,  -1.80,  -0.74,  -1.91,  -2.96,  -5.82,  -3.38,  -5.87,  -1.52,  -1.54,  -1.53,  -3.79
195205,   2.45,   1.77,  -0.45,  -7.85,   2.26,  -0.48,   1.82,   2.53,   6.65,   5.02,   3.74,   2.55,   2.92,   3.08,   4.16,   5.31,   2.43,   4.86,   3.50,   2.99,   1.03,   0.41,   2.78,   2.73,   4.40,   3.64,   2.61,   1.32,   2.65,   0.71
195206,   2.27,   2.64,   3.72,   1.02,   0.62,   2.31,   2.68,  -0.97,   3.98,   5.68,   1.95,   5.74,   1.83,   6.64,   6.20,   5.58,   4.24,   2.11,   5.50,   1.10,   2.06,   0.84,   4.21,   4.47,   5.07,   2.51,   3.01,   1.12,   2.67,  -0.84
195207,   0.46,   5.65,  -0.64,  -1.22,   1.75,   2.07,   3.09,  -4.39,   1.28,  -1.88,   1.20,   3.30,   3.90,   1.44,   2.41,   0.71,   1.55,   0.52,  -1.04,   2.17,   0.24,  -0.89,   1.94,   3.75,   0.71,  -0.74,   2.18,  -0.54,   2.54,   4.22
195208,   1.39,   0.10,   1.63,   5.30,  -1.50,   0.08,  -1.64,  -0.55,  -1.60,  -0.21,  -0.98,  -2.35,  -2.05,  -0.07,   1.55,   0.24,   0.30,  -0.91,  -2.68,   1.91,   0.88,   1.07,  -0.70,  -1.25,  -0.34,  -1.86,  -0.25,   3.81,  -1.17,   1.59
195209,  -1.74, -12.59,   0.09,  -1.44,  -0.32,  -0.90,  -1.03,  -4.10,  -1.70,  -5.58,  -1.73,  -3.85,  -1.68,   2.26,  -0.94,  -1.61,  -2.48,   0.53,  -4.36,   0.36,  -0.34,  -2.63,  -1.18,  -0.69,  -1.90,  -4.11,  -0.57,   1.21,   0.28,  -0.50
195210,  -1.71,  -2.33,   6.61,  -6.05,   0.17,   0.99,  -3.17,  -1.47,  -2.08,  -7.16,  -2.05,  -1.56,  -1.98,  -0.59,   1.32,   0.66,  -4.98,  -2.13,   0.41,   0.47,   0.92,   1.73,  -1.94,  -1.66,   0.54,   1.29,  -1.26,  -0.58,  -3.29,  -4.90
195211,   4.75,   9.65,   8.03,   8.69,   3.49,   5.26,   7.31,   7.25,  10.11,   5.79,   7.21,   7.81,   7.28,  10.53,   7.51,   5.70,   6.13,   9.68,   1.97,   5.18,   4.07,  -0.72,   6.19,   8.34,   7.43,   4.27,   4.62,   0.11,   7.80,   8.07
195212,   1.56,  -0.46,   0.44,   6.52,   2.51,   1.16,   0.55,  -1.96,   1.67,   4.24,   2.73,   4.22,   2.37,   2.53,   7.06,   2.31,   2.12,  -1.82,   4.64,   1.80,   0.88,  -0.69,   3.22,   2.97,   3.76,   2.04,   1.24,   5.11,   4.07,   0.08
195301,   2.61,   0.31,   4.33,   0.45,   3.34,   0.64,   0.48,  -5.12,   0.20,  -2.76,   0.97,   1.42,  -0.16,  -3.36,  -0.44,   6.47,  -0.26,   2.05,  -3.06,   0.94,   1.02,   2.57,  -0.08,  -1.33,   1.74,  -0.10,   0.87,   3.38,   0.00,   2.26
195302,   0.52,   0.20,   5.64,   4.00,   4.34,  -0.67,   3.78,   2.09,  -2.63,   1.63,   0.04,  -0.39,  -0.68,   0.34,  -1.17,   1.61,   3.29,  -0.59,   0.34,   0.41,  -0.43,   0.06,   0.72,   1.23,  -1.16,  -1.51,  -0.09,   2.95,  -0.23,  -1.57
195303,  -0.41,  -1.57,  -4.45,   4.91,  -0.31,  -0.57,  -2.12,  -0.16,   0.07,  -4.92,  -0.29,  -4.72,  -0.70,  -1.63,  -4.55,  -4.24,  -3.95,  -6.58,  -0.48,   0.16,  -0.43,   3.89,   0.50,  -1.14,  -2.38,  -1.60,  -0.47,   1.30,   0.77,   1.80
195304,  -0.64,  -3.71,   4.87,  -2.54,  -1.68,  -3.30,  -1.26,  -5.35,  -3.34,  -2.78,  -2.09,  -2.04,  -1.76,   0.81,  -2.06,  -4.09,  -2.01,  -6.80,  -5.16,  -3.21,  -1.04,  -0.99,  -3.45,  -2.15,  -2.92,  -3.16,  -0.66,  -0.89,  -4.54,  -1.37
195305,   0.33,   0.80,  -0.34,  -0.02,   0.49,   0.08,   0.56,  -0.03,   0.02,  -0.39,   0.10,   0.04,  -0.38,   0.99,  -0.24,   3.08,  -1.86,  -0.33,   1.87,   0.04,   0.36,   6.81,   1.15,   1.38,   2.77,   0.22,   1.57,  -0.12,   0.60,   2.16
195306,  -1.46,  -0.93,   1.74,  -1.90,  -3.70,  -4.72,  -1.53,  -3.29,  -1.26,  -0.37,  -4.47,  -2.80,  -4.15,  -1.89,  -2.99,  -3.35,  -3.99,  -3.45,  -0.03,  -3.06,   0.50,   1.53,  -2.34,  -0.81,  -1.24,  -6.22,  -1.95,  -3.40,  -2.93,  -1.31
195307,   2.44,   3.66,   4.47,   3.16,  -0.50,   5.59,   0.16,   3.66,   2.75,   1.36,   2.39,   3.34,   0.62,   2.42,   0.60,   0.07,   1.16,   0.42,   3.97,   3.36,   0.94,  -0.36,   1.82,   3.42,   1.46,   0.17,   2.09,   1.32,   1.30,   0.71
195308,  -2.65,  -2.47,  -5.51,  -6.35,  -4.69,  -3.73,  -1.17,   0.05,  -2.77,  -5.20,  -4.28,  -8.02,  -6.42,  -6.03,  -6.54,  -3.37,  -6.74,  -7.12,  -6.36,  -0.37,  -0.84,  -2.59,  -1.99,  -5.16,  -8.67,   0.30,  -2.41,  -8.57,  -2.93,  -1.05
195309,   0.00,  -2.70,   3.54,  -2.68,   1.58,  -1.57,  -1.77,   0.43,   1.80,  -2.30,   0.85,  -0.46,   0.42,   5.01,  -0.38,   0.82,  -0.72,  -3.48,  -1.91,   1.61,   1.78,   0.15,  -0.02,   3.81,  -1.69,  -2.17,   0.24,  -0.55,   0.50,  -1.04
195310,   1.08,   3.09,  -2.12,   2.69,   5.13,   6.53,   1.92,   2.66,   4.51,   0.36,   6.00,   8.27,   4.33,   8.60,   8.06,   5.77,   3.36,   1.55,   5.69,   4.51,   1.38,   5.61,   4.69,   7.12,   3.62,   1.29,   0.84,   0.22,   4.53,   3.97
195311,   2.86,   4.59,  -7.81,  10.25,   2.08,   4.41,   0.63,   7.98,   4.73,  -0.81,   4.36,   2.04,   3.08,   6.82,   0.85,   4.98,  -0.57,   3.22,   1.98,   3.00,   2.26,   2.18,   1.28,   6.94,   1.97,   1.60,   3.53,   2.19,   4.10,   4.09
195312,   1.23,  -1.44,  -4.33,   2.25,   2.58,  -0.19,  -1.21,  -1.34,   0.82,  -3.19,   1.41,  -0.84,  -0.20,  -0.69,  -0.75,   1.66,  -3.53,  -4.64,   0.50,   0.59,   0.54,   2.89,   2.70,   1.19,  -3.72,  -0.52,   1.34,  -0.89,   0.26,   4.77
195401,   4.10,   6.52,   1.80,   3.27,   4.09,   4.15,   2.79,   5.65,   1.04,   7.72,   6.40,   7.56,   8.09,   7.16,   5.65,   7.94,   8.19,   9.49,   8.63,   3.30,   1.89,   1.42,   6.44,   4.77,   7.92,   7.57,   3.09,   6.10,   4.14,   4.96
195402,   0.03,  -0.25,  -3.31,   2.38,   3.91,  -0.40,   1.94,  -0.18,   0.09,   1.75,   2.23,   0.31,   2.50,   5.51,   1.52,   5.70,   4.30,  -6.80,   2.90,   1.57,   2.57,   1.46,   5.03,   1.49,   0.96,   2.99,   0.29,   1.31,   1.56,   2.60
195403,   2.84,  -3.51,   0.42,   4.66,   2.39,   5.14,   1.77,   0.28,   4.54,  -2.75,   1.72,   6.07,   1.74,   7.10,   3.74,  11.82,   3.42,   0.79,   4.31,   3.00,   1.72,   2.88,  11.28,   6.30,  -0.26,  -0.74,   0.47,  -2.21,   4.91,   1.59
195404,   1.12,  -0.45,   3.84,   0.98,   5.13,   3.86,  -0.45,   1.20,   6.68,  -5.30,   3.71,   6.59,   5.37,  12.45,   3.57,   0.42,   3.08,  -1.98,   6.22,   1.21,   1.98,   1.97,   2.71,   8.09,   1.76,   1.43,   1.60,   1.99,   5.35,   4.10
195405,   1.30,   5.78,  -0.18,   3.48,   1.78,   6.18,   4.01,   1.61,   3.58,  12.93,   3.14,   6.93,   4.66,  -3.46,   4.30,   7.24,   7.57,   8.22,   2.93,   2.69,   1.24,   3.81,   5.80,   2.32,   5.36,   0.94,   2.95,   7.22,   1.45,   0.47
195406,   3.20,  -2.23,  -9.23,   1.11,   2.67,   5.31,   2.23,  -2.43,   3.78,   2.61,   5.62,   1.41,   2.19,  13.07,   1.63,   3.61,  -0.78,   3.49,  -5.95,   1.34,   0.54,   4.25,   2.74,   5.69,   1.19,   5.08,   2.39,   8.86,   2.68,   0.04
195407,   5.29,   9.05,   8.17,   7.65,   4.42,   1.95,   6.88,   8.21,   2.28,   8.47,   5.59,   7.96,   5.04,  -1.35,  10.20,  13.03,   5.43,   0.95,   4.26,   5.41,   4.36,   5.16,   2.79,   5.81,   6.64,   5.88,   4.11,   9.74,   7.48,   3.00
195408,  -3.02,   0.20,  -1.30,   5.88,  -0.15,   2.35,  -3.97,  -2.57,  -3.38,  -4.22,  -3.46,  -6.30,  -2.95,  -5.23,  -3.70,   1.30,  -4.27,   3.67,   0.49,  -1.72,  -1.43,   0.15,  -2.58,  -4.44,  -4.11,  -1.41,  -0.18,  11.85,  -0.32,  -0.10
195409,   3.55,   2.28,   5.56,   5.76,   2.71,   5.50,   2.63,   2.82,   7.26,   5.06,   6.08,   7.67,   5.72,   7.36,  13.82,   2.94,   8.72,   7.62,  10.03,   2.01,   2.49,   4.60,   7.19,   5.54,   3.76,   1.78,   4.97,   9.23,   3.22,   5.46
195410,  -2.37,  -1.22,  -2.95,  -5.86,  -2.88,  -1.17,  -0.23,  -1.62,  -4.39,  -1.74,   2.61,   0.26,   1.69,  -2.78,  -0.41,   0.26,  -1.14,  -5.28,  -1.95,  -3.80,  -0.85,   1.81,  -0.02,  -0.28,   2.69,  -2.97,  -2.52,  -1.31,  -1.41,   1.45
195411,   6.39,   6.86,   3.53,   8.44,   5.08,   7.59,   3.96,  12.55,  14.75,  10.26,  14.89,  15.40,   9.80,   9.84,   5.72,   9.74,  11.37,  20.35,   7.94,   5.69,   3.43,   5.52,  19.73,  11.96,  11.61,   8.20,   8.44,   4.27,  10.67,   6.24
195412,   2.52,   8.29,   7.81,  10.15,   4.92,   2.96,   4.88,   6.13,   3.73,   7.39,   2.42,  12.26,   6.17,   4.21,   7.67,  14.70,   3.75,  10.20,   6.44,   3.58,   1.58,   7.84,   0.83,   5.45,  12.10,   5.28,   1.99,  14.14,   6.04,   3.42
195501,   0.20,  -3.99,   1.25,  -1.37,   0.24,  -1.13,   1.67,  -2.88,  -2.76,   1.73,   0.13,   3.40,   0.01,   4.40,   0.77,   8.75,   3.29,  -3.45,   0.44,   1.44,   0.80,   0.65,   3.71,  -3.84,   0.84,  -1.41,   1.85,   3.87,   0.17,  -0.53
195502,   1.81,   1.63,  -0.90,   2.20,   4.63,   4.52,   2.83,   2.85,   4.51,   1.18,   3.14,   4.41,   4.25,   4.51,  -0.97,   3.75,  -0.04,   7.41,   2.38,   3.64,   3.99,   7.69,   5.97,   4.75,   5.75,   0.65,   1.30,   1.90,   2.01,   6.57
195503,  -0.25,  -2.14,  -0.12,  -3.08,  -3.31,  -1.99,   1.11,   6.10,  -1.10,  -5.25,   0.64,   2.96,   0.51,  -3.21,   0.11,  -2.37,   8.72,   0.24,  -0.24,  -0.71,  -0.19,  -4.35,   1.19,   1.02,  -0.02,  -2.38,  -1.36,  -0.80,   1.11,  -2.14
195504,   4.20,  -1.40,   8.74,   5.89,   0.50,   2.20,   0.03,   0.01,   8.06,   2.64,   4.94,   2.67,   1.66,   4.25,   5.38,  -7.49,  -0.09,  -2.14,   0.60,   2.55,   1.97,  -2.63,   7.15,   4.70,   6.20,   2.27,   1.80,   8.18,  -1.43,   7.10
195505,  -0.14,   2.97,  -2.10,   0.65,  -0.50,   0.00,   0.71,   3.14,   5.35,   0.19,   2.28,   2.08,  -0.98,  -0.38,  -0.65,  -0.65,   5.97,   8.62,  -0.71,  -0.13,   1.29,  -2.82,   1.22,   3.72,   0.59,   0.32,   3.24,   0.43,   2.34,  -3.24
195506,   2.72,   3.38,  -1.00,   3.62,   5.12,   2.38,   3.24,   0.17,  12.27,   5.82,   3.93,  12.45,   4.80,   3.21,   9.47,  -0.27,   0.56,   9.61,  11.21,   1.66,   0.69,   0.11,   6.27,  11.67,   1.75,   0.54,   4.70,   0.34,   3.87,  -0.89
195507,   0.85,   0.52,   7.24,  -0.07,   1.23,   1.90,   3.29,   0.14,  -2.06,   2.89,   0.08,  -0.32,  -0.39,  -3.20,  15.40,  -1.96,  -5.51,  -2.67,   2.82,   3.68,   2.61,   2.50,  -2.86,  -3.62,  -1.46,   2.95,   1.97,   5.14,  -0.77,  -0.65
195508,  -1.17,  -0.26,   1.88,  -1.07,  -2.72,   1.40,  -0.61,   0.15,   2.44,  -1.46,   1.18,   6.14,   0.26,   2.10,  -2.76,   6.72,   3.47,   5.87,  -1.17,   0.07,  -2.44,   1.61,  -2.56,  -0.78,  -0.57,  -1.61,   1.86,  -1.86,   0.80,   4.90
195509,  -2.94,  -0.78,   3.12,  -5.22,   0.23,  -3.20,   0.21,  -3.20,  -2.64,  -1.37,   0.53,   0.89,  -0.14,  -5.81,   8.49,  -2.60,  -2.12,  -3.98,  -0.35,  -2.63,   1.06,   1.24,  -1.93,  -0.20,  -1.77,  -4.41,   3.86,  -3.67,  -3.91,  -0.83
195510,  -0.15,  -6.03,  -0.27,  -3.28,  -0.16,  -2.56,  -1.31,   0.81,  -2.41,  -1.37,  -2.78,  -5.71,  -1.93,  -6.16,  -4.72,   2.73,  -5.52,   0.83,  -1.01,  -1.02,  -1.15,   3.26,  -4.53,  -2.66,  -2.96,   1.76,  -2.71,  -4.12,  -1.07,  -1.01
195511,   3.62,   3.23,   4.55,   2.64,   6.99,   3.59,   0.36,   6.26,   7.56,   3.25,   5.62,   8.89,   9.10,  12.24,   9.27,  11.46,   8.20,  11.00,   8.56,   3.39,   1.63,  -1.65,   9.12,   7.71,  10.82,   1.46,   6.30,   1.25,   3.82,   2.38
195512,   0.95,   2.10,   1.74,  -1.53,   1.51,  -0.09,   1.34,   6.22,   2.32,   0.61,   2.60,   2.61,   4.03,   6.36,  -2.29,   7.58,  -2.22,   7.95,   3.66,  -0.12,   0.86,   1.61,   3.25,   3.65,  -1.80,   2.63,  -0.97,   4.51,   2.09,   2.16
195601,  -2.18,   0.38,  -0.15,  -5.39,  -1.44,  -3.53,  -1.75,  -6.50,  -4.62,  -1.34,  -4.44,  -4.23,  -4.15,  -5.71,  -6.88,  -6.44,  -2.67,   5.86,   0.49,  -0.33,   1.86,   2.32,  -4.82,  -4.45,  -2.28,  -0.50,  -4.69,  -3.85,  -3.58,  -2.49
195602,   2.35,   0.07,  -3.21,   8.05,   3.76,   6.77,   1.30,   8.25,   4.02,   0.34,   5.12,   4.79,   5.60,   6.11,   5.48,   3.75,   4.37,  12.10,   4.19,   1.92,   0.16,   6.54,   5.97,   7.55,   2.35,   5.86,   2.65,  -0.27,   3.57,   3.72
195603,   1.75,   4.71,   1.53,   0.31,   3.02,   4.27,   0.27,   7.24,   5.66,  -0.49,  11.81,  10.54,   4.38,   8.65,   5.31,   0.55,   2.74,   9.34,  11.47,   3.77,   1.43,   6.69,  12.79,  10.90,   6.97,   2.39,   0.28,   2.77,   5.66,   8.68
195604,  -0.30,   2.18,   7.67,   2.87,   2.57,  -0.70,  -1.57,   2.74,  -0.79,  -3.39,  -0.04,   4.50,   2.88,  -2.56,  -4.86,   2.22,  -3.43,  -6.25,   3.73,  -2.18,  -0.88,  -4.96,   2.23,   1.89,   1.67,   0.39,  -1.94,  -0.71,  -0.02,  -3.92
195605,  -2.71,  -3.85,  -4.09,  -3.59,   1.59,  -6.00,  -3.98,  -1.24,  -5.90,  -5.77,  -3.56,  -9.47,  -2.77,  -7.56,  -4.96,  -5.00,  -7.07,  -3.18,  -6.41,  -0.74,  -1.06,  -4.70,  -2.56,  -4.16,  -5.57,  -2.75,  -4.70,   2.69,  -5.30,  -2.51
195606,   0.47,   1.87,   0.69,   1.13,   3.73,   0.84,   1.44,   3.58,   4.13,  -0.57,   4.54,   5.74,   6.32,   5.17,   7.05,   3.84,   0.55,  10.35,   2.66,   2.33,   1.28,   3.37,   8.38,   4.16,   1.59,   0.57,   2.30,   1.92,   1.49,   3.82
195607,   2.46,   0.44,   1.82,   1.13,   4.47,   3.12,   0.34,   3.10,   2.75,   0.53,   7.30,  10.86,   8.74,   5.33,   4.76,   5.61,   0.97,   2.25,   6.05,   5.23,   2.69,  -0.97,   5.21,   4.93,   2.17,   3.55,   4.94,   4.59,   2.56,  -0.97
195608,  -1.69,   1.88,  -2.11,   1.40,   4.00,   2.00,  -1.14,  -3.07,  -3.67,  -2.59,  -5.23,  -1.88,  -3.57,  -3.04,   0.33,   5.20,   3.69,  -5.87,  -5.26,  -2.48,  -1.36,   6.76,  -4.33,  -7.45,  -5.25,  -0.41,  -2.90,  -2.70,  -2.66,  -3.59
195609,  -3.30,  -1.70,  -4.16,  -2.70,  -6.29,  -4.23,  -3.41,  -3.69,  -6.74,  -1.95,  -7.01,  -4.64,  -3.13,  -6.84,  -1.97,  -4.75,  -4.84,  -2.09,  -5.86,  -3.86,  -2.87,  -5.23,  -6.86,  -9.40,  -4.06,  -1.66,  -4.75,  -4.50,  -4.61,   3.09
195610,  -0.33,  -2.00,   2.72,   1.05,   2.12,  -2.07,   0.14,   0.58,   0.83,   1.64,  -1.62,   0.68,   3.42,   3.33,  -0.55,   3.86,  -0.86,   8.03,   0.43,   1.14,  -1.39,   1.52,   3.14,   1.13,   2.01,   2.31,   1.44,   1.54,   0.53,  -3.07
195611,  -0.15,  -1.64,  -1.04,   0.25,  -0.27,  -1.59,  -0.98,  -1.31,  -3.32,  -1.56,  -4.08,   2.40,   1.92,  -1.37,  -3.46,   4.32,   1.13,   5.28,   5.31,   0.42,   1.52,  -0.03,   3.89,  -2.76,  -0.47,   2.84,  -2.49,   0.59,   1.63,  -1.93
195612,   0.93,   5.67,   2.41,   3.28,  -2.88,   5.53,   1.26,   6.05,   5.27,  -0.96,   5.06,   4.03,   6.63,   3.82,   1.98,   4.09,   2.37,  -0.98,   4.22,   1.82,   2.55,   3.02,   5.30,   1.89,   2.01,   3.57,  -0.87,   0.08,   1.33,   5.60
195701,   1.34,  -0.13,   4.59,   1.56,   1.77,  -4.04,   1.35,  -2.26,  -5.64,   2.33,  -3.52,  -9.56,  -2.00,  -7.77,  -5.22,  -1.67,   0.76,  -4.94,  -4.11,   2.65,   2.90,   6.36,  -2.54,  -2.93,  -2.21,   4.80,  -1.73,   0.84,   1.46,  -4.65
195702,  -1.29,   1.35,  -1.14,  -2.30,   0.30,  -2.44,   0.49,  -0.35,  -1.90,  -7.29,  -2.18,  -4.14,  -2.16,   0.50,  -1.87,  -6.29,   1.18,  -6.92,  -2.20,  -0.30,   0.32,  -0.29,  -2.24,  -1.13,  -4.24,   1.00,  -1.04,  -5.07,  -0.50,   0.11
195703,   1.54,   1.82,   1.10,   2.70,   1.28,   5.14,   1.75,   8.21,   2.54,   2.20,   1.58,   2.21,   1.88,   5.36,   0.55,  -0.19,   5.04,   1.33,   3.19,   1.70,   1.52,   3.63,   3.95,   0.89,   0.99,   0.57,   2.20,   2.57,   3.59,   4.68
195704,   1.70,   1.70,   0.49,   2.65,   7.69,  -0.49,  -1.75,   5.43,   5.48,   0.02,   0.89,   4.41,   2.93,   7.84,   7.44,   2.03,  -0.70,  -1.77,   7.06,   3.18,   0.45,   0.07,   9.17,   0.73,   2.52,   0.80,   0.16,   3.30,   5.46,  -0.47
195705,   0.94,   4.23,  -0.88,   4.25,   5.89,  -0.88,   0.78,   4.78,   3.53,   4.80,   7.89,   2.18,   2.52,   4.46,   1.26,  -0.20,  -0.62,   5.44,   7.64,   2.26,   1.03,  -2.26,   7.69,   5.03,   0.70,   3.51,   2.67,   0.75,   2.82,  -0.84
195706,  -0.57,   0.88,  -1.56,   0.53,   2.44,   0.05,  -1.63,   6.45,  -0.11,  -1.85,  -0.55,   1.37,  -2.39,   2.83,  -0.02,  -5.56,   0.04,  -2.47,  -1.73,  -5.09,  -2.09,   0.78,   8.52,   4.30,   0.41,  -0.06,  -2.28,  -0.80,  -4.19,   0.51
195707,   1.84,  -1.66,  -0.48,   1.74,   0.01,   4.87,  -1.18,   2.98,   1.62,  -0.59,   2.25,  -0.31,  -1.88,   1.13,   3.40,  -3.34,   0.90,  -1.09,   1.02,   0.00,  -0.24,   2.08,   0.97,  -0.58,   2.19,   0.07,   3.13,   1.17,  -0.58,  -0.59
195708,  -1.97,  -4.01,   2.89,  -5.01,  -4.00,  -2.04,  -3.17,  -2.26,  -6.67,  -6.99,  -7.60,  -6.97,  -5.56,  -6.52,  -3.07,  -1.48,  -5.95,  -6.98,  -5.72,  -2.58,  -0.12,   1.06,  -7.78,  -5.99,  -6.73,  -9.00,  -2.27,  -3.65,  -3.14,  -4.39
195709,  -1.67,  -5.21,   5.36,  -5.49,  -0.14,  -1.74,  -2.28,  -3.71,  -6.51,  -5.40,  -5.32,  -8.77,  -7.34,  -6.66,  -7.41,  -9.63, -10.02,  -9.37,  -7.95,  -1.73,  -2.22,   2.35,  -6.01,  -4.14,  -7.78,  -4.02,   0.74,  -2.54,  -3.91,  -3.33
195710,  -1.93,  -2.09,   0.99,  -9.63,  -7.52,  -2.86,  -3.66,  -0.45,  -3.49,  -7.73,  -3.68,  -7.59,  -6.48,  -2.28,  -3.81,  -3.87,  -6.71,  -4.73,  -5.81,  -0.70,  -2.10,  -2.24,  -1.14,  -3.85,  -7.28,  -8.42,  -3.62,  -8.30,  -5.52,  -4.10
195711,   3.46,   5.25,   3.83,   4.18,   1.37,   3.82,  -1.65,   7.77,   4.90,   2.58,   4.57,  -0.99,  -1.59,   8.17,  -4.46,  11.92,  -3.90,  -1.46,   2.48,   4.37,   1.49,   2.92,   4.32,   6.66,  -1.91,   2.14,   1.71,  -2.78,   4.41,  -1.07
195712,   1.30,  -2.96,   3.18,  -4.30,  -0.06,   3.00,  -2.55,  -0.38,  -3.26,  -7.40,  -2.86,  -8.86,  -7.39,  -4.74,  -6.99,  -5.71,  -7.49,  -7.79,  -6.99,   2.56,   1.26,  -1.75,  -1.35,  -3.06,  -6.54,  -3.50,  -1.62,  -1.74,  -0.67,  -0.61
195801,   6.88,   7.31,   5.98,   9.97,   5.69,   2.31,   8.57,  -0.05,   3.39,  16.19,   7.15,   8.56,  10.79,   3.51,   4.25,   5.38,   8.73,   9.06,   1.48,   6.25,   4.26,   4.27,   4.67,   4.78,  12.92,   4.64,   7.67,  11.81,   8.60,   5.23
195802,   3.18,   2.89,   0.35,  -0.59,  -4.00,   2.40,   1.79,   4.92,  -3.76,  -1.63,  -0.63,   0.48,  -3.26,  -3.72,  -2.09,  -1.98,  -3.31,  -2.70,  -4.61,   1.27,   0.66,   4.05,   0.91,  -1.92,  -3.57,   0.50,   1.46,  -0.05,   1.33,   2.85
195803,   3.88,   3.02,   6.33,   2.12,   3.29,   4.30,   3.38,   7.53,  -0.31,   2.37,   3.02,   2.02,   3.64,   0.92,   2.30,   0.35,   8.58,   1.08,   8.01,   1.97,   1.17,   4.88,   4.60,   3.34,   0.45,   3.96,   4.08,   7.61,   3.29,   8.44
195804,   3.22,   3.68,   4.54,   1.96,   4.95,   2.13,   3.31,   7.52,   0.85,   5.10,   1.09,   1.37,   2.82,  -1.51,   3.82,   3.61,   0.97,   4.76,   5.15,   5.10,   2.70,  -0.26,   1.47,   1.71,   7.27,   0.84,   3.15,   1.72,   2.12,  -1.41
195805,   3.06,   3.44,   0.59,   5.39,   3.47,  -0.53,   3.10,   1.07,   1.65,   5.13,   1.76,   6.84,   3.26,   2.28,   4.14,   5.19,   4.52,   6.29,   0.29,   1.41,   2.11,   1.79,   0.68,   4.84,   4.06,   2.73,   3.69,   8.46,   2.17,   1.93
195806,   2.84,   3.08,   3.98,   5.29,   0.56,   3.87,  -4.16,   3.23,   3.05,   0.19,   2.83,   0.93,   2.68,   1.66,   3.04,   1.65,   3.59,   2.43,   4.99,   2.19,   1.66,   2.33,   5.83,   1.57,   2.61,   1.84,   2.16,   1.93,   2.94,   6.76
195807,   1.42,   3.30,  -0.03,   2.46,  -0.92,  10.02,   2.73,   5.97,   7.86,   7.47,   6.69,  11.55,   8.42,   4.84,   9.67,   5.98,   3.83,  12.45,   0.50,   1.13,   0.90,  -0.40,   2.60,   5.59,   8.43,   4.26,   1.70,   3.16,   2.02,   1.51
195808,   2.33,   5.07,   2.29,   7.08,   8.61,  -1.64,   2.79,   1.98,   2.56,   4.35,   2.36,   3.05,   3.69,   2.14,  -0.43,   0.46,  -2.23,   2.62,   1.91,  -1.00,   2.40,   1.47,   2.00,   2.92,   2.32,   3.64,   5.86,   6.39,   4.60,   9.50
195809,   1.94,   6.21,   8.00,   8.41,   7.76,   4.49,   4.04,  11.72,   2.87,  10.07,   3.76,   8.35,   4.20,   5.69,   9.76,  -0.50,   0.95,  -0.37,   3.35,   3.47,   5.05,   5.38,   6.74,   4.23,   8.34,   2.20,   4.10,  10.91,  -0.36,  -1.94
195810,   1.80,   5.99,   1.70,   7.98,   5.25,   9.72,  -0.23,   1.05,   0.80,   3.44,   1.36,   4.91,   3.24,   4.02,   2.35,   6.09,   3.08,   2.56,   1.31,   4.28,   1.45,   4.38,   4.91,   2.34,   3.55,   1.24,   1.19,   3.76,   3.68,   3.62
