,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
194407,  -0.20,   0.71,  -1.14,  -4.70,  -1.82,   0.31,  -0.20,  -2.61,  -2.59,  -1.61,  -2.02,  -3.55,  -1.17,  -1.84,  -2.34,   0.19,  -1.02,   2.29,   0.53,  -0.83,   0.13,  12.02,  -2.96,  -0.57,  -1.19,  -0.38,  -0.01,   0.03,  -3.18,  -3.97
194408,   4.44,  -1.53,   1.67,   0.59,   8.52,   5.05,   2.93,   0.07,   3.27,   5.85,   4.58,   1.51,   3.34,   1.00,   7.47,   3.37,   0.05,  -2.36,  -1.07,   6.81,   1.93,  -0.78,   3.07,   5.48,   1.01,   2.39,   2.89,   1.26,   3.68,   2.60
194409,  -0.04,   1.10,  -1.23,   2.20,  -1.83,  -0.89,  -0.48,   1.54,  -0.23,   0.22,  -0.47,   0.30,   0.51,   0.44,   0.01,   9.44,  -1.36,  -1.19,  -2.54,  -3.39,   0.47,  -1.70,  -0.21,  -1.01,  -1.02,   5.52,   0.43,   0.76,  -1.63,   0.73
194410,   0.02,   0.20,   1.33,   1.94,   1.52,  -1.94,   0.32,  -0.60,  -1.10,   0.28,  -1.03,  -0.39,   0.62,  -0.64,  -2.46,   1.21,  -1.14,  -1.91,   1.07,  -0.93,   0.58,   3.44,   1.28,  -0.55,  -0.92,   0.32,   2.98,  12.62,   1.59,  -1.67
194411,   1.30,   5.80,   1.47,   4.48,   5.89,   1.15,   3.55,   1.48,   0.12,   4.10,   3.08,   2.04,   3.92,   0.70,   1.85,   4.00,   2.74,   2.39,   2.81,  -2.00,   0.32,   0.55,   1.89,   1.64,   4.55,   3.60,   2.53,   3.02,  -0.40,   3.07
194412,   3.78,   3.24,   2.44,   3.35,   0.49,   5.92,   3.10,   5.32,   3.43,   4.04,   6.53,   8.17,   5.81,   7.81,   6.95,   9.62,  11.59,  18.77,   8.47,   2.88,   2.87,   1.03,   3.79,   4.71,  16.67,   3.82,   3.66,  10.72,  10.26,   8.87
194501,   4.86,   1.83,   2.73,  -0.13,   9.89,   8.33,   5.12,   1.75,   4.22,   4.63,   7.50,   4.18,   4.87,   3.14,   6.55,   0.22,   6.83,   1.64,   5.76,   8.84,   3.26,   7.42,   2.57,   5.71,   0.55,   3.23,   2.79,  12.29,   4.74,   2.67
194502,   3.52,  10.19,   4.58,   6.38,   5.78,   4.96,   7.00,   6.28,   8.11,   4.77,   7.85,  10.91,   8.61,   6.88,  10.43,  10.15,   9.08,   4.33,  11.76,   9.94,   4.33,   5.44,   4.99,   7.30,  12.40,   6.97,   9.69,   7.95,  10.24,   2.84
194503,  -3.58,  -1.42,  -3.85,  -5.17,  -6.35,  -2.43,  -7.14,  -3.34,  -5.88,  -5.06,  -7.28,  -7.87,  -5.39,  -6.04,  -8.00,  -6.07,  -8.60,  -6.62,  -7.37,  -4.93,  -5.26,  -6.15,  -6.54,  -6.65,  -4.12,  -4.78,  -2.95,  -7.76,  -5.68,  -4.70
194504,   5.75,   7.01,   6.77,   4.08,  14.31,   4.90,   7.43,   9.73,   9.47,  10.52,   9.09,  10.37,  10.54,   9.57,  12.94,   5.52,   4.79,   4.65,   6.96,  12.06,   5.67,   4.95,   8.48,   7.34,  12.56,  10.57,   8.52,   6.77,   6.10,   9.63
194505,   3.70,   0.61,   2.60,   4.59,   4.47,   7.89,   6.61,   3.96,   0.10,   8.53,   2.41,  -0.46,   0.84,  -0.87,   3.13,   2.07,   0.32,   2.73,  -1.11,   2.39,   3.62,   5.99,   3.06,   6.18,   6.59,   3.56,   5.42,   4.56,   0.56,   2.06
194506,   2.33,   5.45,   0.67,   0.21,   4.20,  -2.40,   8.99,  -3.29,   2.87,   8.11,   1.36,   4.51,   0.04,  -0.77,   2.85,  10.93,   6.95,   6.95,   0.04,   8.95,   3.79,   4.34,  -0.53,   1.54,  11.75,   8.95,  -1.97,  -1.78,   5.64,  -1.02
194507,  -1.83,  -4.51,  -2.02,  -4.18,  -1.89,  -4.18,  -3.23,  -2.09,  -3.82,  -4.89,  -2.13,  -4.07,  -4.20,  -4.38,  -1.67,  -5.38,  -4.21,  -0.94,  -3.63,   1.93,  -2.78,   0.33,  -2.91,  -4.16,  -8.61,  -3.43,  -1.79,  -1.71,  -2.79,  -4.24
194508,   5.11,   2.56,   7.01,   9.23,  10.94,   8.24,   7.61,   9.96,   8.65,  13.50,  10.96,   7.92,   8.26,   9.10,   9.70,   4.93,   2.38,  -2.33,   3.94,   1.24,   2.67,   5.29,   8.42,   9.47,  -0.03,   7.37,   8.63,   1.03,   5.48,   7.63
194509,   4.86,   8.88,   4.56,  10.67,  11.29,   4.40,   3.67,   6.96,   7.22,   6.24,   7.53,   8.50,   5.75,   3.60,   3.95,   5.04,   6.75,   7.59,   3.57,   8.43,   3.38,  11.06,   6.61,   7.51,   5.89,   3.22,   7.91,  10.36,   6.77,   6.81
194510,   9.01,  27.31,   5.97,  16.54,   8.14,   5.34,  10.40,   7.62,   3.15,   6.70,   1.46,   3.79,   6.17,   0.44,   2.30,   4.26,  10.02,  10.38,   9.31,   9.91,   4.49,   3.86,   6.32,   8.73,   6.36,   6.26,   9.42,   5.42,   7.98,  -1.37
194511,   9.21,   6.57,   7.24,  15.92,   6.69,   9.99,  10.44,   9.49,   7.29,  11.61,   7.81,   7.66,   7.76,   7.97,   7.44,  10.91,  18.52,   2.95,  14.21,   8.02,   9.54,  15.47,   4.29,   7.42,  10.41,   8.89,  14.21,  18.05,   9.36,   3.04
194512,   0.07,   9.16,  -2.58,   1.65,  -1.17,   4.10,   2.67,   2.81,   3.85,   3.43,   2.31,   1.97,   1.82,   3.08,   4.39,   4.20,   1.05,   3.92,  -0.01,  -1.01,   1.41,   3.36,   2.98,   2.94,   0.25,   5.33,   5.72,   8.80,   4.69,   3.01
194601,   7.47,   4.72,   1.24,  14.02,   8.26,   6.20,  15.85,   9.56,   6.96,  12.14,  11.13,  16.13,   7.84,   8.27,  10.14,  10.52,  18.87,  10.58,   1.67,  14.77,   2.19,  -0.20,   4.82,   6.66,   8.40,  14.86,   7.57,   3.40,  11.43,   9.04
194602,  -6.61,  -6.30,  -4.22,  -3.69,  -5.65,  -5.52,  -9.79,  -4.32,  -6.36,  -5.89,  -5.22,  -7.94,  -8.18,  -8.83,  -9.24,  -4.99,  -4.89,  -0.29,  -5.94,  -5.70,  -7.26,  -2.57,  -6.20,  -7.00,  -8.22,  -9.99,  -3.40,   0.80,  -7.62,  -5.23
194603,   5.11,   3.77,   5.55,  12.72,   8.50,   6.19,   5.20,  15.60,   6.70,   8.06,   4.67,   3.48,   5.23,   1.53,   3.65,   4.20,  -4.58,  -2.59,  12.44,   6.13,   0.42,   6.61,   5.81,  11.42,   2.58,   5.48,  15.44,  -6.20,   3.86,   4.39
194604,   3.19,   6.34,   5.97,  15.61,  15.33,   6.87,   8.88,  13.60,   5.56,  10.74,   6.86,   3.85,   5.05,   0.04,   1.75,  -2.91,   5.40,   4.35,   8.26,   4.73,   0.25,  18.20,   6.64,   9.23,   0.85,   5.69,  10.74,  16.68,   3.46,   1.66
194605,   3.09,   7.77,   2.52,  -3.67,   2.82,   3.34,   5.57,   5.93,   7.31,   7.80,   5.77,   8.40,   7.91,   5.87,   8.10,   3.89,   2.45,   5.37,   5.70,   3.44,   1.13,   8.40,   7.79,   3.86,   5.89,   8.91,   4.44,   5.86,   3.37,   8.33
194606,  -3.27,   0.62,  -4.74,  -7.20,  -6.89,  -6.02,  -7.07,  -6.93,  -4.61,  -5.63,  -6.06,  -3.67,  -5.03,  -6.37,  -7.16,  -4.87,  -6.11,  -4.51,  -3.15,  -2.71,  -4.21,  -5.70,  -6.33,  -4.46,  -3.60,  -0.19,  -8.17,  -6.41,  -3.09,  -5.33
194607,  -1.22,   1.44,  -0.20,  -1.90,  -3.97,  -4.44,  -2.37,  -3.90,  -4.26,  -4.12,  -3.70,  -5.42,  -5.59,  -5.72,  -5.99,  -4.51,  -6.35,  -0.47,  -0.77,  -4.58,  -4.31,  -1.49,  -4.77,  -3.39,  -6.99,  -5.68,  -4.03,   0.08,  -4.57,  -4.73
194608,  -5.94,  -7.30,  -5.19,  -6.37, -11.01,  -6.26,  -9.70,  -4.91,  -6.04,  -7.93,  -7.39,  -7.57,  -9.63,  -9.62,  -9.97,  -5.39, -10.89,  -4.40,  -7.97,  -4.51,  -5.66,  -9.33,  -8.21,  -5.97,  -8.87, -10.29,  -6.97,  -4.35,  -6.68,  -4.47
194609, -10.15, -11.70, -11.61, -13.50, -11.63, -12.16, -16.42,  -7.74, -12.62, -13.39, -12.66, -15.29, -14.85, -14.31, -17.99, -13.66, -10.52, -13.44, -11.00, -10.03, -15.07, -14.10, -10.00, -11.87, -19.17, -14.47, -11.12, -13.15, -13.66, -12.22
194610,   2.44,  -0.89,   1.10,  -3.49,  -1.86,  -4.00,   5.81,  -2.37,  -1.77,  -2.94,  -2.53,   1.11,  -2.91,  -2.62,  -3.00,  -5.98,   0.41,  -2.75,  -0.49,   1.15,  -4.51,  -5.09,  -1.95,  -0.28,   0.09,  -3.51,  -4.76,  -2.92,  -0.82,  -1.47
194611,  -0.87,  -3.58,  -0.84,  -1.53,   0.50,  -1.72,  -3.99,   1.18,   1.49,  -3.07,   1.87,   2.05,   0.56,  -2.42,  -0.82,  -4.75,   1.51,  -0.99,   1.97,   0.72,  -2.88,  -3.01,   0.54,   3.24,  -1.33,  -1.88,  -2.29,   3.00,  -0.20,  -0.33
194612,   5.28,   2.26,   3.54,  -1.76,   4.66,   4.81,  -0.44,   7.23,   7.09,   5.04,   7.40,   6.89,   7.37,   6.74,   5.59,   3.23,  -2.74,   5.04,   6.44,   6.11,   2.37,  -0.58,   9.82,   7.62,  -0.45,   8.22,   3.01,  -1.80,   5.40,  10.00
194701,   0.66,  -0.82,   2.50,   1.44,   3.40,   1.45,   4.37,  -2.73,   2.18,   2.26,   2.94,   3.86,   3.77,   6.76,  10.19,   4.56,   3.94,   4.66,   0.53,   0.76,   3.80,  -1.55,   2.88,  -0.41,   4.84,   2.08,   0.51,   0.99,   3.43,   2.10
194702,  -0.60,  -0.30,  -0.94,  -3.47,  -1.04,  -2.26,   0.81,  -4.21,  -1.77,   3.32,  -1.63,  -0.65,  -1.30,  -1.39,  -0.98,  -0.14,   3.00,   1.02,  -0.01,  -1.62,  -6.09,  -0.48,  -3.75,   3.75,  -0.19,  -1.73,   0.37,   2.09,  -1.38,  -0.08
194703,  -1.69,  -3.77,  -4.35,  -3.72,  -1.52,  -6.49,  -3.94,  -1.26,  -1.28,  -7.37,  -3.91,  -1.39,  -2.05,  -3.63,  -3.81,  -3.31,  -5.40,  -0.39,   1.89,  -3.14,  -4.46,   1.03,  -2.25,  -3.46,  -5.05,  -3.37,  -3.17,  -5.16,  -2.68,  -5.08
194704,  -8.22,  -9.49,  -9.33,  -8.68, -10.91,  -8.60,  -7.79,  -8.46,  -6.70,  -9.13,  -7.60,  -8.38,  -8.30,  -8.54, -10.21, -10.75,  -8.71,  -9.14,  -0.96,  -5.24,  -6.61,  -8.81,  -7.11,  -7.12, -10.23, -11.38, -10.19,  -7.75,  -6.94,  -4.10
194705,  -2.05,  -3.90,   0.48,  -1.40,  -5.16,  -4.76,  -7.87,  -5.38,  -2.38,  -4.24,  -5.04,  -4.52,  -2.91,  -2.52,  -6.88,  -7.93,  -4.24,  -6.66,  -0.89,  -2.56,  -2.86,  -0.94,  -3.71,  -2.56,  -5.05,  -6.11,  -2.10,  -3.76,  -2.46,  -4.64
194706,   4.75,   5.37,   1.85,   1.32,   6.07,   4.66,  11.68,   3.07,   7.28,   6.87,   5.14,   3.57,   7.56,   6.15,   5.50,   2.21,   2.52,  10.72,   9.69,   3.39,   7.68,   1.49,   5.88,   6.48,   5.21,  10.91,   9.44,   5.79,   5.68,   0.63
194707,   4.48,   2.59,   6.03,   4.40,   3.87,   7.57,   5.19,   3.97,   6.68,   9.39,   4.25,   9.27,   6.37,   8.65,   6.96,   5.64,   4.77,  15.18,   5.37,   3.85,   2.23,   7.81,   5.79,   6.63,   8.50,   6.70,   5.18,   6.99,   4.68,   4.04
194708,  -0.11,  -2.89,  -1.37,  -5.56,  -1.41,  -2.08,  -1.67,  -4.93,  -1.65,  -1.50,  -2.14,  -0.63,  -2.02,  -1.72,  -2.26,   1.62,  -3.18,   5.64,  -2.03,  -0.28,  -2.07,   0.10,  -4.09,   1.61,  -3.25,  -2.75,  -3.87,  -3.22,  -2.11,  -0.79
194709,   0.63,   6.87,  -1.42,  -0.96,  -1.75,   0.56,   0.33,  -3.97,  -0.28,   2.94,  -0.07,   1.26,   3.48,   2.86,   2.40,   4.24,  -3.25,  11.10,  -0.56,  -1.62,  -0.41,  -0.70,   0.83,   0.96,   0.41,  -0.04,  -2.72,  -1.06,  -0.65,   0.62
194710,   4.01,  -2.11,   1.08,  -2.04,   4.98,   5.51,   3.09,   3.60,   3.63,   4.46,   3.66,   5.15,   4.09,   2.88,   5.01,   1.27,   1.57,   6.22,   6.91,   1.06,  -1.68,   1.65,   5.58,   4.21,   0.00,   2.28,   4.16,   1.46,   3.51,   6.90
194711,  -3.72,  -3.15,  -1.06,  -4.01,  -4.21,  -4.48,  -1.76,  -2.87,  -2.82,  -1.37,  -3.28,  -2.43,  -1.47,  -1.44,  -4.36,  -2.10,  -2.84,  -2.04,  -0.03,  -7.76,  -8.28,  -2.91,  -2.19,  -3.44,  -2.82,  -2.54,  -3.45,  -4.88,  -2.12,  -0.54
194712,  -0.68,  -1.50,  -0.18,  -7.37,  -0.65,  -1.02,   1.83,   0.87,   2.78,   2.36,   4.10,   2.78,   2.44,   2.89,   3.27,   0.92,   1.27,   4.13,  14.13,   0.02,  -1.61,  -3.28,  -1.61,   2.61,   6.70,  -0.36,  -1.46,   5.39,   2.18,  -0.84
194801,  -2.33,  -3.27,  -1.34,  -3.25,  -3.56,  -2.29,  -2.44,  -5.61,  -4.72,  -3.39,  -3.12,  -3.02,  -3.31,  -2.15,  -3.73,   5.02,   0.66,   3.42,  -5.76,   0.92,   3.29,  -1.00,  -5.51,  -5.34,   5.11,  -3.22,  -0.31,  -3.95,  -0.20,  -2.60
194802,  -6.49,  -8.82,  -3.27,  -7.04,  -4.13,  -4.86,  -8.45,  -4.78,  -7.88,  -6.19,  -6.91,  -6.00,  -6.87,  -6.66,  -8.86,  -5.21,  -4.23,  -7.72,  -4.00,  -3.37,  -4.21,  -5.77,  -5.41,  -6.00,  -5.41,  -7.90,  -5.59,  -2.03,  -6.13,  -1.19
194803,   6.25,   6.25,   3.04,  21.20,   5.33,   5.31,   6.50,   6.51,  10.96,   6.94,   8.74,  13.07,  11.34,  12.51,  10.37,  18.52,  13.94,   8.35,  13.07,   7.03,   9.35,  -1.79,  12.11,   8.58,   9.48,   9.02,   7.01,   1.78,   9.89,   8.22
194804,   0.98,   2.88,  -0.40,  -3.32,   4.55,   2.77,   4.15,   1.52,   3.27,   5.61,   1.14,   2.50,   2.87,   2.22,   1.46,   2.45,   1.39,   7.24,  15.17,   2.51,   3.40,   4.21,   2.84,   5.21,   7.55,   9.33,   6.07,  -4.53,   4.18,   2.97
194805,   5.60,  12.96,   5.06,   8.98,   7.70,  13.62,   5.20,   7.24,   8.39,  11.33,   9.37,   8.84,   9.61,  13.45,  13.58,   3.24,   6.09,  15.20,   6.09,   7.12,   6.66,   8.70,  10.28,  10.78,   8.06,   7.70,   9.76,   8.08,  11.06,   6.28
194806,  -1.90,  -4.34,  -0.69, -10.78,  -0.32,  -0.54,  -3.43,  -1.03,  -1.28,  -2.59,  -4.03,  -0.86,  -2.17,   1.27,  -2.11,  -3.41,  -7.00,   0.27,   2.85,   2.31,   1.38,   0.78,  -3.92,  -4.33,   1.22,  -0.61,  -2.31,  -4.17,  -0.87,   0.45
194807,  -2.67,  -3.88,  -0.29,  -8.18,  -5.74,  -5.25,  -3.25,  -4.64,  -7.19,  -2.81,  -5.50,  -4.62,  -6.70,  -6.93,  -7.87,  -2.88,  -3.21,  -2.50,  -8.99,  -3.13,  -8.35,  -7.57,  -5.34,  -4.92,  -5.88,  -6.77,  -6.18,  -5.84,  -4.90,  -5.46
194808,  -0.11,  -0.30,   1.06,   2.50,   1.24,   0.16,  -1.27,  -1.91,   0.09,   0.24,   0.21,   0.50,  -0.96,  -0.79,  -0.98,  -0.61,  -1.76,  -1.10,  -1.78,  -0.36,  -2.15,  -0.34,   1.69,  -0.35,  -0.17,  -0.91,   1.03,  -3.13,  -0.23,   3.65
194809,  -4.45,  -1.41,  -3.57,  -7.54,  -5.08,  -4.25,  -3.22,  -3.42,  -5.12,  -5.35,  -3.02,  -3.81,  -4.10,  -3.67,  -4.95,  -3.30,  -4.92,  -7.53,  -6.14,  -1.91,  -5.59,  -4.93,  -5.05,  -5.05,  -6.33,  -6.08,  -3.18,  -1.27,  -2.07,  -3.15
194810,   2.38,   6.07,   3.87,   4.56,   2.10,   5.00,   1.36,   5.13,   6.35,   3.78,   6.67,   8.60,   4.84,   5.41,   7.24,   3.28,   5.34,   8.07,   7.66,   4.94,   4.42,   6.22,   5.79,   5.35,   6.24,   4.27,   3.42,   4.15,   6.34,   1.70
194811,  -7.68, -12.27,  -3.39,  -9.36,  -8.92,  -8.66,  -9.93,  -7.32, -11.04,  -9.94, -10.81, -12.33, -11.32, -10.12, -15.62, -12.85,  -9.20,  -9.71, -14.16,  -9.74, -10.36,  -9.39, -10.68,  -9.79, -13.31, -11.49,  -8.06,  -7.18,  -8.11,  -8.98
194812,   0.81,  -1.69,  -1.22,   2.09,  -3.32,  -3.26,  -2.86,   2.68,   1.56,  -2.43,   1.39,   1.27,   1.14,   9.69,   0.24,   2.38,   0.05,   0.69,   6.98,   3.03,  -0.50,  -0.49,   1.03,   2.04,   1.04,  -1.37,   0.07,  -0.84,   3.96,  -1.11
194901,   4.13,   7.71,   5.08,   4.81,   4.01,   0.67,   5.54,   4.85,   2.20,   1.07,   0.70,   1.89,   0.50,  -4.40,   1.19,   1.19,   3.97,  -3.90,  -3.87,   4.51,   4.51,   3.07,   1.46,   0.27,   1.78,   3.76,   3.21,   3.01,   0.21,   5.09
194902,  -4.75,  -1.79,  -0.43,  -1.60,  -4.63,  -6.70,  -4.80,  -2.45,  -4.86,  -1.99,  -2.85,  -5.53,  -4.39,  -9.97,  -5.58,  -2.65,  -0.40,  -8.80,  -4.62,   0.45,  -6.76,  -6.03,  -1.42,  -4.54,  -6.26,  -6.50,  -2.49,  -3.59,  -1.89,  -2.38
194903,   6.69,   9.50,   5.19,   6.19,   7.59,   9.69,   4.54,   6.21,   4.20,   0.21,   5.90,   4.10,   7.41,   4.93,   6.98,   8.99,   4.56,   2.32,   7.52,   5.44,   6.64,   4.02,   4.75,   4.40,   6.79,   9.04,   4.99,   5.47,   7.52,   3.95
194904,  -2.34,  -0.40,  -1.33,   0.35,  -0.21,  -4.87,  -2.62,   0.26,  -4.35,  -4.65,  -4.44,  -7.14,  -3.51,  -6.02,  -6.31,  -5.50,  -0.59,  -4.90,  -0.79,   0.75,  -7.73,   6.74,  -3.98,  -5.23,  -2.43,  -1.08,  -1.22,   0.95,  -0.75,  -3.60
194905,  -1.56,  -0.33,  -1.44,  -4.46,  -2.19,  -2.85,  -3.50,  -2.68,  -2.86,  -3.83,  -3.16,  -8.01,  -4.19,  -6.75,  -8.10,  -7.54,  -6.60,  -1.25,  -7.02,  -0.57,  -4.46,  -5.00,  -5.72,  -6.05,  -6.80,  -8.76,   1.08,  -6.36,  -2.19,  -2.44
194906,  -0.91,   3.72,  -0.78,  -1.38,   0.21,  -2.82,   2.28,   1.04,   0.26,   2.06,  -1.21,  -3.85,  -0.51,  -4.78,  -0.98,   0.02,  -1.94,  -2.08,  -0.03,  -0.89,   3.46,   2.33,  -1.40,  -1.69,  -2.69,   5.36,   2.64,  -1.30,  -0.76,  -2.37
194907,   6.50,   6.26,   4.99,   3.71,   3.20,   9.43,   4.66,   5.39,   8.03,   6.13,   7.44,   7.63,   6.28,   6.95,   9.03,   3.95,   3.83,   4.10,   6.62,   5.22,   3.87,  11.61,   9.14,   5.95,   6.07,   2.70,   3.62,   5.02,   6.02,   7.44
194908,   2.92,   3.19,   4.09,   2.06,   6.32,   4.23,   0.78,   0.81,   2.54,   1.75,   3.94,   0.19,   3.14,   3.01,  -0.18,   1.77,   4.41,   2.66,   7.16,   4.37,   1.35,   6.90,  -1.03,   5.17,   0.42,   3.99,   1.70,   2.98,   3.44,   0.21
194909,   2.18,   3.88,   3.02,   2.87,   0.94,   6.46,   4.95,   3.50,   4.09,   3.29,   3.32,   4.50,   3.30,   5.93,   5.63,   4.19,   4.45,   3.70,   4.50,   4.52,  15.09,  13.73,   3.27,   6.07,   4.46,   6.39,   4.11,   0.97,   5.29,   4.67
194910,   2.91,   4.58,  -0.45,   4.51,   1.60,   4.95,   5.70,   3.45,   2.43,   4.31,   4.79,   4.37,   3.76,   4.97,   8.01,   4.23,   7.17,   0.16,   4.62,   0.89,   6.21,   0.29,   3.32,   6.78,   4.59,   2.91,   1.07,   4.50,   4.00,   3.87
194911,   1.18,   0.09,   1.97,   0.16,  -1.52,   1.39,   3.32,   2.58,   2.10,  -0.98,   2.42,   1.64,  -0.31,   0.54,   2.18,  -0.47,  -5.70,   2.60,  -2.17,   3.71,  -1.73,  -1.79,   1.97,   1.92,  -0.03,   0.03,   0.67,  -0.35,   2.68,   1.86
194912,   6.02,   7.75,   3.21,  13.06,   6.98,   7.03,   6.79,   8.13,   8.17,   8.69,   8.09,   7.32,   6.89,   9.77,  10.20,   6.98,   4.31,  -5.41,   3.31,   4.06,  13.93,   4.59,   8.60,   8.14,   9.89,   8.13,   5.89,   3.65,   5.41,   2.41
195001,   5.91,   4.53,   1.73,   1.06,   2.75,   4.08,   3.84,   2.16,   0.74,   3.99,   2.77,   3.37,   2.36,  12.39,   3.91,   6.60,   4.34,   8.97,  -0.04,   3.97,   1.51,   1.41,   4.85,   4.34,   6.95,   1.43,   3.54,   1.84,   1.72,   7.95
195002,   0.75,  -3.08,   1.85,  -2.16,  -1.14,   2.79,  -2.04,   3.93,   1.55,  -4.15,   2.30,   2.78,   0.92,   3.62,   3.12,   5.84,  -1.53,  -0.01,  -1.05,   3.00,   0.88,  -0.60,   5.57,   1.00,   2.61,   1.17,   1.00,   2.31,   2.46,   9.04
195003,   0.42,  -0.38,  -1.40,  -1.77,  -2.22,  -1.24,   2.42,  -2.92,  -0.40,  -3.32,   0.37,  -2.20,  -0.55,   4.98,   1.59,  -3.36,  -4.15,  -4.08,   5.30,   0.95,   6.48,  -2.68,  -0.07,   0.11,  -0.02,  -0.79,  -1.67,  -1.83,  -0.16,  -1.50
195004,  -0.10,   1.71,  -3.61,   2.68,   0.69,   4.64,   4.36,   5.63,   7.34,   6.99,   4.30,   8.69,   3.31,   9.92,  10.37,  11.25,  12.04,  -0.93,   5.35,   0.21,  19.07,   0.56,   6.68,   8.46,   2.40,   4.43,   2.81,   4.91,   0.62,   2.03
195005,   3.51,  -1.49,   2.28,  -3.08,   0.35,   4.19,   5.29,   1.45,   4.69,   3.84,   3.91,   6.51,   4.07,  -0.71,   4.06,   0.08,   1.66,  10.14,   9.02,   1.25,  -2.72,   6.10,   1.10,   5.42,   1.94,   2.15,   1.70,   7.15,   2.89,   4.99
195006,  -6.76,  -5.52,  -5.20,  -9.44,  -5.94, -10.27,  -6.39,  -6.37,  -8.65,  -7.76,  -9.28,  -7.72,  -6.95,  -9.91,  -9.14,  -5.20,  -8.62,  -8.29,  -6.67,  -7.69,  -9.47,  -6.07,  -8.72,  -7.96,  -7.91,  -9.25,  -4.07,  -6.42,  -7.06,  -8.95
195007,   5.69,   4.79,  -0.57,   3.00,  -4.32,  -2.18,   9.15,  -3.18,   0.90,  12.76,  -0.05,  13.06,   4.62,  -0.27,   6.11,  21.04,   5.82,  20.84,   8.00,  -4.75,  -2.26,  -0.60,  -1.29,   3.06,  15.43,   9.57,   1.29,  -3.29,  -1.90,  -4.60
195008,   4.92,   3.25,   2.97,   4.45,   8.27,   7.94,   2.37,   4.05,   7.56,   3.48,   5.79,   5.78,   5.97,   7.02,   7.33,  -2.24,   8.08,  10.68,   4.40,   4.03,   7.90,  12.28,   6.46,  10.79,   1.26,   4.62,   3.75,   6.89,   4.33,   4.98
195009,   1.91,   6.77,   5.97,  10.95,  13.43,   6.08,   5.31,   5.85,   6.69,   6.19,   8.82,   4.18,   6.16,   6.98,   5.47,   0.30,   5.74,  -0.02,   3.06,   4.23,   4.54,   4.55,   8.14,   7.30,   4.96,   6.66,   6.86,   7.79,   6.46,   6.71
195010,   0.08,  -2.02,  -2.07,  -5.68,  -0.30,  -2.09,   1.00,   0.55,   0.82,  -0.13,  -1.71,   2.90,  -1.47,  -4.93,  -2.43,   2.70,   1.42,   0.48,  -0.08,  -1.00,  -2.02,  -4.63,  -0.73,  -0.83,   0.31,  -1.22,  -1.16,  -1.00,   0.99,   0.38
195011,   2.21,  -0.95,  -0.72,  -1.67,  -2.40,   0.18,   1.67,   3.28,   8.80,   0.23,   4.03,   7.70,   3.03,   0.94,   0.67,   6.36,   9.23,   3.35,   6.04,  -0.89,  -1.29,  -1.92,   3.13,   5.79,   6.40,   3.83,   0.66,  -0.20,   3.71,   2.07
195012,   6.10,   4.99,   0.66,   3.54,   4.50,   4.36,   9.83,   6.30,   6.92,  10.77,   6.74,   9.20,  11.56,   5.51,  11.66,  12.81,  13.32,  15.61,   8.95,   3.86,   2.26,   0.28,   4.79,   7.24,  19.99,   6.09,   4.49,   6.73,   5.61,   3.66
195101,   5.66,  14.96,   7.02,   6.20,   6.60,   8.86,   3.56,   4.05,   6.83,   7.45,   9.07,  11.35,   8.17,  10.69,   9.15,   4.16,   7.49,   4.54,   6.75,   6.17,   4.31,   5.84,   8.17,   8.22,   8.07,   6.68,   8.22,   5.26,   3.91,   9.35
195102,   2.03,   0.80,  -0.58,   2.82,   0.70,   0.92,   0.37,   2.16,   2.62,   1.86,   1.34,  -1.12,   0.45,   2.29,   2.08,   0.47,   0.53,   0.87,  -0.17,   2.72,   4.47,   0.94,   3.95,   2.47,  -1.26,   2.27,   0.99,   7.72,   3.04,   1.20
195103,  -2.89,  -4.79,  -2.29,  -5.65,  -3.72,  -2.57,  -3.86,  -0.04,  -3.11,  -7.06,  -0.41,  -5.25,  -3.48,  -3.98,  -4.05,  -7.70,  -5.95,  -6.55,  -2.45,  -0.67,  -1.93,  -1.45,  -2.36,  -3.12,  -4.20,  -4.04,  -3.50,  -6.37,  -0.97,  -1.01
195104,   2.42,   4.77,  -0.31,   1.09,   3.22,   1.21,   1.29,   8.90,   6.91,   1.78,   3.53,   7.20,   6.71,   3.34,   5.57,   6.94,   2.64,  -2.18,  11.50,   0.95,   2.81,  -1.58,   7.34,   8.80,   3.24,   2.78,  -0.17,  -2.89,   2.08,   4.23
195105,  -0.90,  -0.97,  -2.37,  -3.84,  -5.00,  -2.04,  -0.37,  -0.23,  -0.35,  -1.93,  -3.76,  -2.69,  -2.92,  -2.50,  -4.00,  -4.52,  -1.83,  -1.73,  -4.17,   0.74,  -5.98,  -0.17,  -3.08,  -3.19,  -5.05,  -0.93,  -1.81,  -6.13,  -1.92,  -1.79
195106,  -4.27,  -2.34,  -3.87,  -0.70,  -2.08,  -5.82,  -5.02,  -1.45,  -1.56,  -6.05,  -5.21,  -8.54,  -6.08,  -4.52,  -8.42,  -8.94,  -6.83,  -0.93,  -1.33,  -0.88,  -5.38,  -4.09,  -2.68,  -1.17,  -7.94,  -4.92,  -2.86,  -4.96,  -0.44,  -0.84
