SC,Lancaster,45057,61351,3.9E-05
SC,Laurens,45059,69567,3.9E-05
SC,Oconee,45073,66215,3.9E-05
TX,Anderson,48001,55109,3.9E-05
TX,Cherokee,48073,46659,3.9E-05
TX,Hopkins,48223,31960,3.9E-05
TX,Polk,48373,41133,3.9E-05
TX,Shelby,48419,25224,3.9E-05
VA,Campbell,51031,51078,3.9E-05
VA,Frederick,51069,59209,3.9E-05
VA,Spotsylvania,51177,90395,3.9E-05
WA,Kitsap,53035,231969,3.9E-05
WI,Washington,55131,117493,3.9E-05
AL,Coffee,01031,43615,3.8E-05
AL,Geneva,01061,25764,3.8E-05
AL,Hale,01065,17185,3.8E-05
AL,Marengo,01091,22539,3.8E-05
AL,Perry,01105,11861,3.8E-05
AL,Pike,01109,29605,3.8E-05
AL,Randolph,01111,22380,3.8E-05
AL,Sumter,01119,14798,3.8E-05
AL,Winston,01133,24843,3.8E-05
AR,Ashley,05003,24209,3.8E-05
AR,Bradley,05011,12600,3.8E-05
AR,Calhoun,05013,5744,3.8E-05
AR,Grant,05053,16464,3.8E-05
AR,Lafayette,05073,8559,3.8E-05
AR,Nevada,05099,9955,3.8E-05
FL,Bay,12005,148217,3.8E-05
FL,Charlotte,12015,141627,3.8E-05
GA,Franklin,13119,20285,3.8E-05
GA,Hancock,13141,10076,3.8E-05
GA,Lincoln,13181,8348,3.8E-05
GA,Talbot,13263,6498,3.8E-05
GA,Terrell,13273,10970,3.8E-05
GA,Wilkes,13317,10687,3.8E-05
IL,McLean,17113,150433,3.8E-05
IN,Hamilton,18057,182740,3.8E-05
IA,Woodbury,19193,103877,3.8E-05
KS,Shawnee,20177,169871,3.8E-05
KY,Daviess,21059,91545,3.8E-05
LA,Bienville,22013,15752,3.8E-05
LA,Grant,22043,18698,3.8E-05
LA,Jackson,22049,15397,3.8E-05
LA,Madison,22065,13728,3.8E-05
LA,Vernon,22115,52531,3.8E-05
LA,Washington,22117,43926,3.8E-05
ME,Androscoggin,23001,103793,3.8E-05
MI,Monroe,26115,145945,3.8E-05
MN,Statewide,27000,4919479,3.8E-05
MS,Calhoun,28013,15069,3.8E-05
MS,Carroll,28015,10769,3.8E-05
MS,Itawamba,28057,22770,3.8E-05
MS,Marshall,28093,34993,3.8E-05
MS,Tate,28137,25370,3.8E-05
MS,Webster,28155,10294,3.8E-05
MO,Jasper,29097,104686,3.8E-05
MO,Livingston,29117,14558,3.8E-05
NH,Strafford,33017,112233,3.8E-05
NY,Broome,36007,200536,3.8E-05
NY,Warren,36113,63303,3.8E-05
NC,Halifax,37083,57370,3.8E-05
OH,Delaware,39041,109989,3.8E-05
OH,Stark,39151,378098,3.8E-05
OK,Statewide,40000,3450654,3.8E-05
PA,Beaver,42007,181412,3.8E-05
SC,Berkeley,45015,142651,3.8E-05
SC,Dorchester,45035,96413,3.8E-05
SC,Newberry,45071,36108,3.8E-05
SC,Orangeburg,45075,91582,3.8E-05
TN,Hardin,47071,25578,3.8E-05
TN,Henry,47079,31115,3.8E-05
TN,Maury,47119,69498,3.8E-05
TN,Robertson,47147,54433,3.8E-05
TX,Brazoria,48039,241767,3.8E-05
TX,Camp,48063,11549,3.8E-05
TX,Grayson,48181,110595,3.8E-05
TX,Johnson,48251,126811,3.8E-05
TX,Morris,48343,13048,3.8E-05
TX,Taylor,48441,126555,3.8E-05
TX,Tyler,48457,20871,3.8E-05
TX,Walker,48471,61758,3.8E-05
TX,Wood,48499,36752,3.8E-05
UT,Davis,49011,238994,3.8E-05
VA,Albemarle,51003,79236,3.8E-05
VA,Henry,51089,57930,3.8E-05
VA,Prince George,51149,33047,3.8E-05
VA,Virginia Beach,51810,425257,3.8E-05
WA,Spokane,53063,417939,3.8E-05
WV,Wayne,54099,42903,3.8E-05
WI,Sheboygan,55117,112646,3.8E-05
PR,Guaynabo,72061,100053,3.8E-05
AL,Baldwin,01003,140415,3.7E-05
AL,Clay,01027,14254,3.7E-05
AL,Covington,01039,37631,3.7E-05
AL,DeKalb,01049,64452,3.7E-05
AL,Jackson,01071,53926,3.7E-05
AR,Cleveland,05025,8571,3.7E-05
AR,Crawford,05033,53247,3.7E-05
AR,Dallas,05039,9210,3.7E-05
AR,Howard,05061,14300,3.7E-05
AR,Little River,05081,13628,3.7E-05
AR,Lonoke,05085,52828,3.7E-05
AR,White,05145,67165,3.7E-05
CA,San Benito,06069,53234,3.7E-05
CA,Tuolumne,06109,54501,3.7E-05
CO,Douglas,08035,175766,3.7E-05
FL,Citrus,12017,118085,3.7E-05
FL,Jackson,12063,46755,3.7E-05
FL,Madison,12079,18733,3.7E-05
FL,Nassau,12089,57663,3.7E-05
FL,Suwannee,12121,34844,3.7E-05
GA,Banks,13011,14422,3.7E-05
GA,Dawson,13085,15999,3.7E-05
GA,Glascock,13125,2556,3.7E-05
GA,Pickens,13227,22983,3.7E-05
GA,Stewart,13259,5252,3.7E-05
GA,Warren,13301,6336,3.7E-05
GA,Washington,13303,21176,3.7E-05
IL,McHenry,17111,260077,3.7E-05
IL,Sangamon,17167,188951,3.7E-05
IN,Johnson,18081,115209,3.7E-05
IN,St. Joseph,18141,265559,3.7E-05
IN,Tippecanoe,18157,148955,3.7E-05
KS,Statewide,20000,2688418,3.7E-05
KY,Bullitt,21029,61236,3.7E-05
KY,Calloway,21035,34177,3.7E-05
KY,Christian,21047,72265,3.7E-05
KY,Laurel,21125,52715,3.7E-05
KY,Perry,21193,29390,3.7E-05
LA,Pointe Coupee,22077,22763,3.7E-05
LA,Red River,22081,9622,3.7E-05
LA,Tangipahoa,22105,100588,3.7E-05
ME,York,23031,186742,3.7E-05
MD,Cecil,24015,85951,3.7E-05
MA,Franklin,25011,71535,3.7E-05
MI,Genesee,26049,436141,3.7E-05
MI,Ingham,26065,279320,3.7E-05
MI,Kalamazoo,26077,238603,3.7E-05
MI,Muskegon,26121,170200,3.7E-05
MS,Bolivar,28011,40633,3.7E-05
MS,Chickasaw,28017,19440,3.7E-05
MS,Jackson,28059,131420,3.7E-05
MS,Jasper,28061,18149,3.7E-05
MS,Kemper,28069,10453,3.7E-05
MS,Lamar,28073,39070,3.7E-05
MS,Newton,28101,21838,3.7E-05
MS,Panola,28107,34274,3.7E-05
MS,Simpson,28127,27639,3.7E-05
MS,Sunflower,28133,34369,3.7E-05
MS,Tallahatchie,28135,14903,3.7E-05
MS,Tishomingo,28141,19163,3.7E-05
MO,Boone,29019,135454,3.7E-05
MO,Cape Girardeau,29031,68693,3.7E-05
MO,Laclede,29105,32513,3.7E-05
NM,Bernalillo,35001,556678,3.7E-05
NY,Chemung,36015,91070,3.7E-05
NY,Orange,36071,341367,3.7E-05
NC,Davie,37059,34835,3.7E-05
NC,Johnston,37101,121965,3.7E-05
NC,Robeson,37155,123339,3.7E-05
NC,Rutherford,37161,62899,3.7E-05
OH,Greene,39057,147886,3.7E-05
OH,Mahoning,39099,257555,3.7E-05
OH,Scioto,39145,79195,3.7E-05
OH,Trumbull,39155,225116,3.7E-05
OH,Washington,39167,63251,3.7E-05
OK,McCurtain,40089,34402,3.7E-05
OK,Rogers,40131,70641,3.7E-05
OR,Josephine,41033,75726,3.7E-05
OR,Klamath,41035,63775,3.7E-05
SC,Barnwell,45011,23478,3.7E-05
SC,Dillon,45033,30722,3.7E-05
SC,Florence,45041,125761,3.7E-05
SC,McCormick,45065,9958,3.7E-05
SC,Marlboro,45069,28818,3.7E-05
TN,Bedford,47003,37586,3.7E-05
TN,McMinn,47107,49015,3.7E-05
TN,Tipton,47167,51271,3.7E-05
TX,Bell,48027,237974,3.7E-05
TX,Ellis,48139,111360,3.7E-05
TX,Franklin,48159,9458,3.7E-05
TX,Newton,48351,15072,3.7E-05
TX,Rockwall,48397,43080,3.7E-05
TX,San Augustine,48405,8946,3.7E-05
TX,Trinity,48455,13779,3.7E-05
VA,Dinwiddie,51053,24533,3.7E-05
VA,Montgomery,51121,83629,3.7E-05
WA,Thurston,53067,207355,3.7E-05
WI,Ozaukee,55089,82317,3.7E-05
AL,Choctaw,01023,15922,3.6E-05
AL,Clarke,01025,27867,3.6E-05
AL,Lowndes,01085,13473,3.6E-05
AL,Wilcox,01131,13183,3.6E-05
AR,Sevier,05133,15757,3.6E-05
CA,Marin,06041,247289,3.6E-05
CA,San Luis Obispo,06079,246681,3.6E-05
FL,Gilchrist,12041,14437,3.6E-05
FL,Holmes,12059,18564,3.6E-05
FL,St. Johns,12109,123135,3.6E-05
FL,Walton,12131,40601,3.6E-05
FL,Washington,12133,20973,3.6E-05
GA,Berrien,13019,16235,3.6E-05
GA,Bleckley,13023,11666,3.6E-05
GA,Bulloch,13031,55983,3.6E-05
GA,Burke,13033,22243,3.6E-05
GA,Cook,13075,15771,3.6E-05
GA,Echols,13101,3754,3.6E-05
GA,Habersham,13137,35902,3.6E-05
GA,Jefferson,13163,17266,3.6E-05
GA,Lanier,13173,7241,3.6E-05
GA,Liberty,13179,61610,3.6E-05
GA,Marion,13197,7144,3.6E-05
GA,Pulaski,13235,9588,3.6E-05
GA,Randolph,13243,7791,3.6E-05
GA,Schley,13249,3766,3.6E-05
GA,Seminole,13253,9369,3.6E-05
GA,Taylor,13269,8815,3.6E-05
GA,Toombs,13279,26067,3.6E-05
GA,Webster,13307,2390,3.6E-05
ID,Canyon,16027,131441,3.6E-05
IL,Adams,17001,68277,3.6E-05
IN,Statewide,18000,6080485,3.6E-05
IN,Monroe,18105,120563,3.6E-05
IN,Vigo,18167,105848,3.6E-05
IA,Dubuque,19061,89143,3.6E-05
KY,Clark,21049,33144,3.6E-05
KY,Marshall,21157,30125,3.6E-05
LA,Beauregard,22011,32986,3.6E-05
LA,Sabine,22085,23459,3.6E-05
LA,St. James,22093,21216,3.6E-05
MD,Talbot,24041,33812,3.6E-05
MI,Livingston,26093,156951,3.6E-05
MI,Otsego,26137,23301,3.6E-05
MN,Scott,27139,89498,3.6E-05
MS,Claiborne,28021,11831,3.6E-05
MS,Clarke,28023,17955,3.6E-05
MS,Leake,28079,20940,3.6E-05
MS,Marion,28091,25595,3.6E-05
MS,Smith,28129,16182,3.6E-05
MS,Tippah,28139,20826,3.6E-05
MS,Wayne,28153,21216,3.6E-05
MS,Yalobusha,28161,13051,3.6E-05
NJ,Hunterdon,34019,121989,3.6E-05
NJ,Ocean,34029,510916,3.6E-05
NJ,Warren,34041,102437,3.6E-05
NY,Oneida,36065,235469,3.6E-05
NC,Chatham,37037,49329,3.6E-05
NC,Harnett,37085,91025,3.6E-05
NC,Nash,37127,87420,3.6E-05
NC,Rockingham,37157,91928,3.6E-05
NC,Vance,37181,42954,3.6E-05
NC,Wilson,37195,73814,3.6E-05
OH,Fairfield,39045,122759,3.6E-05
OH,Licking,39089,145491,3.6E-05
OK,Creek,40037,67367,3.6E-05
OK,Osage,40113,44437,3.6E-05
OK,Sequoyah,40135,38972,3.6E-05
OK,Wagoner,40145,57491,3.6E-05
OK,Washington,40147,48996,3.6E-05
OR,Deschutes,41017,115367,3.6E-05
OR,Yamhill,41071,84992,3.6E-05
PA,Lebanon,42075,120327,3.6E-05
SC,Charleston,45019,309969,3.6E-05
SC,Fairfield,45039,23454,3.6E-05
TN,Fayette,47047,28806,3.6E-05
TN,Henderson,47077,25522,3.6E-05
TN,Lawrence,47099,39926,3.6E-05
TN,Marshall,47117,26767,3.6E-05
TN,Roane,47145,51910,3.6E-05
TX,Ector,48135,121123,3.6E-05
TX,Gaines,48165,14467,3.6E-05
TX,Henderson,48213,73277,3.6E-05
TX,Houston,48225,23185,3.6E-05
TX,Kaufman,48257,71313,3.6E-05
TX,Lamar,48277,48499,3.6E-05
TX,Sabine,48403,10469,3.6E-05
VA,Amherst,51009,31894,3.6E-05
VA,Appomattox,51011,13705,3.6E-05
VA,Botetourt,51023,30496,3.6E-05
VA,Franklin,51067,47286,3.6E-05
VA,Goochland,51075,16863,3.6E-05
VA,Buena Vista,51530,6349,3.6E-05
WV,Hancock,54029,32667,3.6E-05
PR,Carolina,72031,186076,3.6E-05
AZ,Pinal,04021,179727,3.5E-05
AR,Chicot,05017,14117,3.5E-05
AR,Conway,05029,20336,3.5E-05
AR,Drew,05043,18723,3.5E-05
AR,Montgomery,05097,9245,3.5E-05
AR,Phillips,05107,26445,3.5E-05
AR,Pike,05109,11303,3.5E-05
AR,Scott,05127,10996,3.5E-05
AR,Yell,05149,21139,3.5E-05
FL,Baker,12003,22259,3.5E-05
FL,Hamilton,12047,13327,3.5E-05
FL,Levy,12075,34450,3.5E-05
FL,Taylor,12123,19256,3.5E-05
GA,Calhoun,13037,6320,3.5E-05
GA,Dodge,13091,19171,3.5E-05
GA,Dooly,13093,11525,3.5E-05
GA,Effingham,13103,37535,3.5E-05
GA,Emanuel,13107,21837,3.5E-05
GA,Johnson,13167,8560,3.5E-05
GA,Macon,13193,14074,3.5E-05
GA,Turner,13287,9504,3.5E-05
GA,Ware,13299,35483,3.5E-05
GA,Worth,13321,21967,3.5E-05
IL,Champaign,17019,179669,3.5E-05
IL,Jackson,17077,59612,3.5E-05
IL,Kendall,17093,54544,3.5E-05
IL,Monroe,17133,27619,3.5E-05
IL,Tazewell,17179,128485,3.5E-05
IN,Allen,18003,331849,3.5E-05
IN,Hendricks,18063,104093,3.5E-05
IN,Howard,18067,84964,3.5E-05
IN,LaPorte,18091,110106,3.5E-05
IA,Statewide,19000,2926324,3.5E-05
IA,Clinton,19045,50149,3.5E-05
IA,Muscatine,19139,41722,3.5E-05
KS,Montgomery,20125,36252,3.5E-05
KY,Henderson,21101,44829,3.5E-05
KY,Jessamine,21113,39041,3.5E-05
KY,Oldham,21185,46178,3.5E-05
LA,Concordia,22029,20247,3.5E-05
LA,East Carroll,22035,9421,3.5E-05
LA,Franklin,22041,21263,3.5E-05
LA,La Salle,22059,14282,3.5E-05
LA,St. Landry,22097,87700,3.5E-05
LA,St. Martin,22099,48583,3.5E-05
LA,St. Mary,22101,53500,3.5E-05
MD,Calvert,24009,74563,3.5E-05
MD,Wicomico,24045,84644,3.5E-05
MI,Ottawa,26139,238314,3.5E-05
MS,Covington,28031,19407,3.5E-05
MS,Franklin,28037,8448,3.5E-05
MS,Holmes,28051,21609,3.5E-05
MS,Humphreys,28053,11206,3.5E-05
MS,Jefferson,28063,9740,3.5E-05
MS,Sharkey,28125,6580,3.5E-05
MO,Butler,29023,40867,3.5E-05
MO,Phelps,29161,39825,3.5E-05
MO,Stoddard,29207,29705,3.5E-05
NV,Washoe,32031,339486,3.5E-05
NY,Cortland,36023,48599,3.5E-05
NC,Buncombe,37021,206330,3.5E-05
NC,Northampton,37131,22086,3.5E-05
NC,Pitt,37147,133798,3.5E-05
NC,Warren,37185,19972,3.5E-05
OH,Clark,39023,144742,3.5E-05
OH,Medina,39103,151095,3.5E-05
OK,Le Flore,40079,48109,3.5E-05
OK,Muskogee,40101,69451,3.5E-05
SC,Allendale,45005,11211,3.5E-05
SC,Calhoun,45017,15185,3.5E-05
SC,Saluda,45081,19181,3.5E-05
TN,Benton,47005,16537,3.5E-05
TN,Carroll,47017,29475,3.5E-05
TN,Chester,47023,15540,3.5E-05
TN,Dyer,47045,37279,3.5E-05
TN,Hardeman,47069,28105,3.5E-05
TN,Hawkins,47073,53563,3.5E-05
TN,Haywood,47075,19797,3.5E-05
TN,Jefferson,47089,44294,3.5E-05
TN,Lauderdale,47097,27101,3.5E-05
TN,McNairy,47109,24653,3.5E-05
TN,Marion,47115,27776,3.5E-05
TN,Rhea,47143,28400,3.5E-05
TN,Sevier,47155,71170,3.5E-05
TN,Union,47173,17808,3.5E-05
TX,Freestone,48161,17867,3.5E-05
TX,Hays,48209,97589,3.5E-05
TX,Liberty,48291,70154,3.5E-05
TX,Nueces,48355,313645,3.5E-05
TX,San Jacinto,48407,22246,3.5E-05
TX,Van Zandt,48467,48140,3.5E-05
TX,Wichita,48485,131664,3.5E-05
UT,Statewide,49000,2233169,3.5E-05
VA,Bedford,51019,60371,3.5E-05
VA,Charles City,51036,6926,3.5E-05
VA,Halifax,51083,37355,3.5E-05
VA,Pittsylvania,51143,61745,3.5E-05
VA,York,51199,56297,3.5E-05
VA,Poquoson,51735,11566,3.5E-05
VA,Staunton,51790,23853,3.5E-05
VA,Williamsburg,51830,11998,3.5E-05
WV,Berkeley,54003,75905,3.5E-05
AL,Butler,01013,21399,3.4E-05
AL,Conecuh,01035,14089,3.4E-05
AL,Henry,01067,16310,3.4E-05
AZ,Mohave,04015,155032,3.4E-05
AR,Arkansas,05001,20749,3.4E-05
AR,Baxter,05005,38386,3.4E-05
AR,Desha,05041,15341,3.4E-05
AR,Logan,05083,22486,3.4E-05
AR,Perry,05105,10209,3.4E-05
CA,Colusa,06011,18804,3.4E-05
DE,Kent,10001,126697,3.4E-05
FL,Highlands,12055,87366,3.4E-05
FL,Lafayette,12067,7022,3.4E-05
FL,St. Lucie,12111,192695,3.4E-05
GA,Atkinson,13003,7609,3.4E-05
GA,Bryan,13029,23417,3.4E-05
GA,Clay,13061,3357,3.4E-05
GA,Gilmer,13123,23456,3.4E-05
GA,Jeff Davis,13161,12684,3.4E-05
GA,Jenkins,13165,8575,3.4E-05
GA,Telfair,13271,11794,3.4E-05
GA,Treutlen,13283,6854,3.4E-05
GA,Wheeler,13309,6179,3.4E-05
IL,Boone,17007,41786,3.4E-05
IL,Kankakee,17091,103833,3.4E-05
IL,Williamson,17199,61296,3.4E-05
IN,Dearborn,18029,46109,3.4E-05
IN,Warrick,18173,52383,3.4E-05
KS,Lyon,20111,35935,3.4E-05
KY,Graves,21083,37028,3.4E-05
KY,Hopkins,21107,46519,3.4E-05
KY,Madison,21151,70872,3.4E-05
KY,Pulaski,21199,56217,3.4E-05
KY,Scott,21209,33061,3.4E-05
KY,Whitley,21235,35865,3.4E-05
LA,Allen,22003,25440,3.4E-05
LA,Avoyelles,22009,41481,3.4E-05
LA,Caldwell,22021,10560,3.4E-05
LA,Catahoula,22025,10920,3.4E-05
LA,East Feliciana,22037,21360,3.4E-05
LA,Iberia,22045,73266,3.4E-05
LA,Richland,22083,20981,3.4E-05
LA,St. Helena,22091,10525,3.4E-05
LA,Tensas,22107,6618,3.4E-05
MA,Barnstable,25001,222230,3.4E-05
MA,Berkshire,25003,134953,3.4E-05
MI,Saginaw,26145,210039,3.4E-05
MS,Benton,28009,8026,3.4E-05
MS,Lawrence,28077,13258,3.4E-05
MS,Pearl River,28109,48621,3.4E-05
MS,Perry,28111,12138,3.4E-05
MS,Quitman,28119,10117,3.4E-05
MS,Walthall,28147,15156,3.4E-05
MO,Buchanan,29021,85998,3.4E-05
MO,Cole,29051,71397,3.4E-05
MO,Howell,29091,37238,3.4E-05
NH,Cheshire,33005,73825,3.4E-05
NJ,Atlantic,34001,252552,3.4E-05
NJ,Cumberland,34011,146438,3.4E-05
NM,Dona Ana,35013,174682,3.4E-05
NC,Alexander,37003,33603,3.4E-05
NC,Burke,37023,89148,3.4E-05
NC,Franklin,37069,47260,3.4E-05
NC,Granville,37077,48498,3.4E-05
NC,Stokes,37169,44711,3.4E-05
OH,Gallia,39053,31069,3.4E-05
OH,Portage,39133,152061,3.4E-05
OK,Cherokee,40021,42521,3.4E-05
OK,Mayes,40097,38369,3.4E-05
OK,Okmulgee,40111,39685,3.4E-05
OK,Pontotoc,40123,35143,3.4E-05
OR,Polk,41053,62380,3.4E-05
PA,Centre,42027,135758,3.4E-05
PA,Erie,42049,280843,3.4E-05
PA,Lackawanna,42069,213295,3.4E-05
RI,Bristol,44001,50648,3.4E-05
SC,Colleton,45029,38264,3.4E-05
SC,Lee,45061,20119,3.4E-05
SC,Marion,45067,35466,3.4E-05
TN,Coffee,47031,48014,3.4E-05
TN,Decatur,47039,11731,3.4E-05
TN,Franklin,47051,39270,3.4E-05
TN,Giles,47055,29447,3.4E-05
TN,Greene,47059,62909,3.4E-05
TN,Humphreys,47085,17929,3.4E-05
TN,Lincoln,47103,31340,3.4E-05
TN,Meigs,47121,11086,3.4E-05
TN,Putnam,47141,62315,3.4E-05
TN,Warren,47177,38276,3.4E-05
TN,Weakley,47183,34895,3.4E-05
TX,Hunt,48231,76596,3.4E-05
TX,Navarro,48349,45124,3.4E-05
TX,Red River,48387,14314,3.4E-05
VA,King William,51101,13146,3.4E-05
VA,New Kent,51127,13462,3.4E-05
VA,Powhatan,51145,22377,3.4E-05
VA,Warren,51187,31584,3.4E-05
VA,Washington,51191,51103,3.4E-05
VA,Franklin City,51620,8346,3.4E-05
VA,Lexington,51678,6867,3.4E-05
WA,Cowlitz,53015,92948,3.4E-05
WV,Ohio,54069,47427,3.4E-05
WV,Putnam,54079,51589,3.4E-05
WI,Calumet,55015,40631,3.4E-05
WI,Jefferson,55055,74021,3.4E-05
WI,Marathon,55073,125834,3.4E-05
PR,Toa Baja,72137,94085,3.4E-05
AL,Crenshaw,01041,13665,3.3E-05
AL,Monroe,01099,24324,3.3E-05
AL,Washington,01129,18097,3.3E-05
AR,Boone,05009,33948,3.3E-05
AR,Craighead,05031,82148,3.3E-05
AR,Franklin,05047,17771,3.3E-05
AR,Greene,05055,37331,3.3E-05
AR,Independence,05063,34233,3.3E-05
AR,Johnson,05071,22781,3.3E-05
AR,Lincoln,05079,14492,3.3E-05
AR,Mississippi,05093,51979,3.3E-05
AR,Polk,05113,20229,3.3E-05
AR,St. Francis,05123,29329,3.3E-05
CA,Amador,06005,35100,3.3E-05
CA,Calaveras,06009,40554,3.3E-05
CA,Humboldt,06023,126518,3.3E-05
CO,Mesa,08077,116255,3.3E-05
FL,Dixie,12029,13827,3.3E-05
FL,Franklin,12037,11057,3.3E-05
FL,Hendry,12051,36210,3.3E-05
GA,Appling,13001,17419,3.3E-05
GA,Bacon,13005,10103,3.3E-05
GA,Early,13099,12354,3.3E-05
GA,Evans,13109,10495,3.3E-05
GA,Glynn,13127,67568,3.3E-05
GA,Irwin,13155,9931,3.3E-05
GA,Miller,13201,6383,3.3E-05
GA,Montgomery,13209,8270,3.3E-05
GA,Wayne,13305,26565,3.3E-05
GA,Wilcox,13315,8577,3.3E-05
ID,Bannock,16005,75565,3.3E-05
IL,LaSalle,17099,111509,3.3E-05
IL,Massac,17127,15161,3.3E-05
IN,Bartholomew,18005,71435,3.3E-05
IN,Delaware,18035,118769,3.3E-05
IN,Dubois,18037,39674,3.3E-05
IN,Elkhart,18039,182791,3.3E-05
IN,Harrison,18061,34325,3.3E-05
IN,Madison,18095,133358,3.3E-05
IN,Morgan,18109,66689,3.3E-05
IN,Perry,18123,18899,3.3E-05
IN,Posey,18129,27061,3.3E-05
IN,Shelby,18145,43445,3.3E-05
KY,Franklin,21073,47687,3.3E-05
KY,Livingston,21139,9804,3.3E-05
KY,Logan,21141,26573,3.3E-05
KY,Simpson,21213,16405,3.3E-05
LA,Acadia,22001,58861,3.3E-05
LA,Assumption,22007,23388,3.3E-05
LA,Evangeline,22039,35434,3.3E-05
LA,Vermilion,22113,53807,3.3E-05
LA,West Carroll,22123,12314,3.3E-05
ME,Sagadahoc,23023,35214,3.3E-05
MD,Queen Anne's,24035,40563,3.3E-05
MD,St. Mary's,24037,86211,3.3E-05
MI,Bay,26017,110157,3.3E-05
MI,Calhoun,26025,137985,3.3E-05
MI,Jackson,26075,158422,3.3E-05
MI,Lenawee,26091,98890,3.3E-05
MI,Midland,26111,82874,3.3E-05
MS,Jefferson Davis,28065,13962,3.3E-05
MS,Tunica,28143,9227,3.3E-05
MO,Adair,29001,24977,3.3E-05
MO,Cass,29037,82092,3.3E-05
MO,Christian,29043,54285,3.3E-05
MO,Franklin,29071,93807,3.3E-05
MO,Mississippi,29133,13427,3.3E-05
MO,Newton,29145,52636,3.3E-05
MO,St. Francois,29187,55641,3.3E-05
MO,Saline,29195,23756,3.3E-05
MO,Scott,29201,40422,3.3E-05
NY,Ulster,36111,177749,3.3E-05
NC,Caldwell,37027,77415,3.3E-05
NC,Caswell,37033,23501,3.3E-05
NC,Edgecombe,37065,55606,3.3E-05
NC,New Hanover,37129,160307,3.3E-05
NC,Person,37145,35623,3.3E-05
NC,Yadkin,37197,36348,3.3E-05
OH,Allen,39003,108473,3.3E-05
OH,Richland,39139,128852,3.3E-05
OH,Wood,39173,121065,3.3E-05
OK,Bryan,40013,36534,3.3E-05
OK,Carter,40019,45621,3.3E-05
OK,Choctaw,40023,15342,3.3E-05
OK,Comanche,40031,114996,3.3E-05
OK,Kay,40071,48080,3.3E-05
OK,McIntosh,40091,19456,3.3E-05
OR,Benton,41003,78153,3.3E-05
PA,Adams,42001,91292,3.3E-05
PA,Butler,42019,174083,3.3E-05
PA,Luzerne,42079,319250,3.3E-05
RI,Kent,44003,167090,3.3E-05
SC,Bamberg,45009,16658,3.3E-05
SC,Clarendon,45027,32502,3.3E-05
TN,Cumberland,47035,46802,3.3E-05
TN,Monroe,47123,38961,3.3E-05
TN,Moore,47127,5740,3.3E-05
TN,Obion,47131,32450,3.3E-05
TX,Delta,48119,5327,3.3E-05
TX,Leon,48289,15335,3.3E-05
TX,Limestone,48293,22051,3.3E-05
TX,Madison,48313,12940,3.3E-05
TX,Waller,48473,32663,3.3E-05
TX,Webb,48479,193117,3.3E-05
UT,Utah,49049,368536,3.3E-05
UT,Weber,49057,196533,3.3E-05
VA,Caroline,51033,22121,3.3E-05
VA,Louisa,51109,25627,3.3E-05
VA,Pulaski,51155,35127,3.3E-05
VA,Rockingham,51165,67725,3.3E-05
WV,Statewide,54000,1808344,3.3E-05
WV,Jefferson,54037,42190,3.3E-05
WI,Fond du Lac,55039,97296,3.3E-05
AR,Cleburne,05023,24046,3.2E-05
AR,Cross,05037,19526,3.2E-05
AR,Poinsett,05111,25614,3.2E-05
AR,Prairie,05117,9539,3.2E-05
FL,Flagler,12035,49832,3.2E-05
FL,Gulf,12045,13332,3.2E-05
GA,Candler,13043,9577,3.2E-05
GA,Clinch,13065,6878,3.2E-05
GA,Long,13183,10304,3.2E-05
GA,Screven,13251,15374,3.2E-05
GA,White,13311,19944,3.2E-05
ID,Statewide,16000,1293953,3.2E-05
ID,Nez Perce,16069,37410,3.2E-05
IL,Franklin,17055,39018,3.2E-05
IL,Jefferson,17081,40045,3.2E-05
IL,Marion,17121,41691,3.2E-05
IL,Saline,17165,26733,3.2E-05
IL,Stephenson,17177,48979,3.2E-05
IL,Whiteside,17195,60653,3.2E-05
IN,Hancock,18059,55391,3.2E-05
IN,Jackson,18071,41335,3.2E-05
IN,Jefferson,18077,31705,3.2E-05
IN,Lawrence,18093,45922,3.2E-05
IN,Ohio,18115,5623,3.2E-05
IN,Scott,18143,22960,3.2E-05
IA,Warren,19181,40671,3.2E-05
KS,Butler,20015,59482,3.2E-05
KS,Leavenworth,20103,68691,3.2E-05
KY,Barren,21009,38033,3.2E-05
KY,Boyle,21021,27697,3.2E-05
KY,Carroll,21041,10155,3.2E-05
KY,Lyon,21143,8080,3.2E-05
KY,Mason,21161,16800,3.2E-05
KY,Muhlenberg,21177,31839,3.2E-05
KY,Shelby,21211,33337,3.2E-05
KY,Woodford,21239,23208,3.2E-05
LA,Jefferson Davis,22053,31435,3.2E-05
LA,Terrebonne,22109,104503,3.2E-05
LA,West Feliciana,22125,15111,3.2E-05
ME,Statewide,23000,1274923,3.2E-05
ME,Kennebec,23011,117114,3.2E-05
MD,Worcester,24047,46543,3.2E-05
MI,Allegan,26005,105665,3.2E-05
MI,Alpena,26007,31314,3.2E-05
MI,Wexford,26165,30484,3.2E-05
MN,Olmsted,27109,124277,3.2E-05
MS,Amite,28005,13599,3.2E-05
MS,Stone,28131,13622,3.2E-05
MS,Wilkinson,28157,10312,3.2E-05
MO,Callaway,29027,40766,3.2E-05
MO,Dent,29065,14927,3.2E-05
MO,Lincoln,29113,38944,3.2E-05
MO,Pettis,29159,39403,3.2E-05
MO,Taney,29213,39703,3.2E-05
