School ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Phone Number,Link ,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,HEALTHY_SCHOOL_CERTIFIED,Safety Icon ,SAFETY_SCORE,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,AVERAGE_STUDENT_ATTENDANCE,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,COLLEGE_ENROLLMENT,General Services Route ,Freshman on Track Rate %,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police District,Location
610533,Dr Jorge Prieto Math and Science,ES,2231 N Central Ave ,Chicago,IL,60639,(773) 534-0210,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610533.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Not Enough Data,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,52,Strong,58,94.70%,7,96.90%,100.00%,48.4,19.5,33.8,19.9,43.1,55,44.2,30,56.9,47.8,12.1,28.9,14.6,8.6,-0.7,-0.7,Red,Red,17.5,52.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1001,29,NDA,1138718.257,1914429.033,41.92131717,-87.7657438,19,BELMONT CRAGIN,37,25,"(41.92131717, -87.7657438)"
609751,Dr  Martin Luther King  Jr  College Prep High School,HS,4445 S Drexel Blvd ,Chicago,IL,60653,(773) 535-1180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609751.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,56,Average,52,92.90%,4.4,96.30%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,17.4,17.7,17.7,18.1,0.7,20.5,2.8,31.9,75.4,85.1,915,40,91.1,1183114.175,1875544.787,41.81369471,-87.60383761,39,KENWOOD,4,2,"(41.81369471, -87.60383761)"
610266,Dumas Technology Academy,ES,6650 S Ellis Ave ,Chicago,IL,60637,(773) 535-0750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610266.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,19,NDA,NDA,Weak,25,Average,49,NDA,NDA,NDA,NDA,Average,48,Average,53,92.50%,38.4,95.60%,98.10%,63.6,12,22,18.8,61.6,63.7,20,22.4,61,53.7,15.9,40.9,8.3,5.8,-0.2,-0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,381,46,NDA,1183997.399,1860905.944,41.77350389,-87.60105531,42,WOODLAWN,5,3,"(41.77350389, -87.60105531)"
610188,Dunne Technology Academy,ES,10845 S Union Ave ,Chicago,IL,60628,(773) 535-5517,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610188.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,46,Average,53,Strong,65,Strong,71,Average,51,Average,59,Average,49,Average,47,94.60%,22.8,96.40%,100.00%,53.6,38.8,36.3,31.4,55.8,71.1,39.4,37.7,57,49.5,9.6,25,24.7,17.2,2.8,1.8,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,310,49,NDA,1173617.217,1832764.286,41.69651565,-87.63993763,49,ROSELAND,34,22,"(41.69651565, -87.63993763)"
610352,Durkin Park Elementary School,ES,8445 S Kolin Ave ,Chicago,IL,60652,(773) 535-2322,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610352.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,61,Strong,74,Average,57,Average,58,Very Strong,88,Strong,74,Average,53,Weak,38,95.40%,0.7,95.80%,100.00%,75.6,58.1,36.6,32.3,55.8,65.6,53.4,40.4,61.8,61.5,22.4,40.8,22,16.3,0.8,1.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,543,44,NDA,1148934.857,1848010.352,41.73886352,-87.72991927,70,ASHBURN,18,8,"(41.73886352, -87.72991927)"
610254,Dvorak Technology Academy,ES,3615 W 16th St ,Chicago,IL,60623,(773) 534-1690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610254.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,46,Weak,22,Strong,66,Strong,69,Very Weak,4,Very Weak,13,NDA,NDA,NDA,NDA,94.20%,4.4,95.40%,100.00%,49,42.3,20.5,22.4,45.8,43.1,25.1,26.3,38.9,53.6,3.6,30.4,11,10.4,-1.5,0.4,Red,Yellow,20.3,16.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,556,37,NDA,1152488.851,1891762.257,41.85885599,-87.71574626,29,NORTH LAWNDALE,24,10,"(41.85885599, -87.71574626)"
609736,Dyett High School,HS,555 E 51st St ,Chicago,IL,60615,(773) 535-1825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609736.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,27,Very Weak,18,Weak,35,Average,47,Weak,35,Weak,25,NDA,NDA,NDA,NDA,62.50%,24.4,93.50%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,11.7,13,12.9,1.3,14,1,3.3,33.7,51,318,42,37.1,1180944.201,1871282.832,41.80204982,-87.61192836,40,WASHINGTON PARK,4,2,"(41.80204982, -87.61192836)"
610132,Edgar Allan Poe Elementary Classical School,ES,10538 S Langley Ave ,Chicago,IL,60628,(773) 535-5525,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610132.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Weak,33,Strong,66,Very Strong,88,Weak,27,Average,41,Strong,55,Average,47,97.60%,0,97.20%,100.00%,100,78.3,94,91.6,51.8,65.5,78.6,92.9,53.6,60.7,NDA,NDA,78.8,79.6,1.7,-0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,192,48,NDA,1182742.505,1835063.9,41.70261965,-87.60645552,50,PULLMAN,9,5,"(41.70261965, -87.60645552)"
609901,Edgebrook Elementary School,ES,6525 N Hiawatha Ave ,Chicago,IL,60646,(773) 534-1194,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609901.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,99,Average,51,Average,53,Strong,66,Strong,70,Strong,56,Weak,39,96.90%,3.4,96.60%,100.00%,96.3,47.6,88.1,74.1,55.2,75.2,80,79.1,54.5,60,50,71.4,60.2,56.8,0,0.5,Yellow,Yellow,83.3,64,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,468,30,NDA,1139595.896,1942911.685,41.99946016,-87.7618211,12,FOREST GLEN,41,16,"(41.99946016, -87.7618211)"
610523,Edison Park Elementary School,ES,6220 N Olcott Ave ,Chicago,IL,60631,(773) 534-0960,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610523.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95,NDA,NDA,Average,52,Average,49,NDA,NDA,NDA,NDA,Strong,56,Weak,46,96.10%,6.9,96.60%,98.60%,78.1,NDA,64.2,62.6,54.7,49.1,59.4,61.4,38.8,48.5,40,55,27.7,32.6,-0.6,-0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,431,30,NDA,1125476.537,1940915.071,41.99422812,-87.81380814,10,NORWOOD PARK,41,16,"(41.99422812, -87.81380814)"
609819,Edmond Burke Elementary School,ES,5356 S King Dr ,Chicago,IL,60615,(773) 535-1325,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609819.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,1,NDA,NDA,Very Weak,13,Weak,22,NDA,NDA,NDA,NDA,Average,48,Average,48,89.30%,82,95.50%,96.70%,44.4,57.4,30.3,16.2,40.7,40.4,37.6,24.7,63.3,45.5,3.6,14.3,7.9,4.3,-1.4,-1.9,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,244,42,NDA,1179801.469,1869357.523,41.79679285,-87.61617809,40,WASHINGTON PARK,3,2,"(41.79679285, -87.61617809)"
609815,Edward A Bouchet Math & Science Academy Elementary School,ES,7355 S Jeffery Blvd ,Chicago,IL,60649,(773) 535-0501,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609815.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,33,Average,57,Average,55,Average,50,Average,53,Average,58,Average,50,Average,48,92.90%,28,95.90%,98.30%,57.6,42.4,13.7,21.7,51.6,44.8,15.7,34.7,48.2,66.5,0,23.7,5.6,7.6,-0.2,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,783,46,NDA,1190861.978,1856358.038,41.76086093,-87.57603849,43,SOUTH SHORE,5,3,"(41.76086093, -87.57603849)"
610246,Edward Beasley Elementary Magnet Academic Center,ES,5255 S State St ,Chicago,IL,60609,(773) 535-1230,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610246.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,47,NDA,NDA,Weak,34,Average,48,NDA,NDA,NDA,NDA,Weak,42,Weak,45,95.00%,10.3,94.70%,100.00%,74,54.1,39.8,38.7,43.6,47.5,53.8,55.4,57.3,54.2,27,43,26.4,21.3,0.3,0.3,Yellow,Yellow,38.6,76.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1365,42,NDA,1177212.26,1869948.081,41.79847228,-87.62565509,40,WASHINGTON PARK,3,2,"(41.79847228, -87.62565509)"
609881,Edward C Delano Elementary School,ES,3937 W Wilcox St ,Chicago,IL,60624,(773) 534-6620,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609881.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,38,Strong,64,Strong,66,Average,52,Strong,63,Strong,79,Strong,55,Strong,58,93.40%,20.3,94.70%,94.70%,88.4,76.7,26.7,18,62.6,62,41.5,32,67.1,69.3,3.4,6.9,6.8,10.9,1,1.7,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,414,34,NDA,1150012.228,1899002.166,41.87877166,-87.72464875,26,WEST GARFIELD PARK,28,11,"(41.87877166, -87.72464875)"
609862,Edward Coles Elementary Language Academy,ES,8441 S Yates Blvd ,Chicago,IL,60617,(773) 535-6550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609862.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,22,Average,43,Average,40,Average,54,Average,52,Average,53,Average,50,Average,51,95.10%,24.9,95.00%,98.70%,76.2,60,44.6,26.4,54.7,72.5,45.5,22.4,72.1,52.6,0,11.4,16.7,5.7,1,-0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,554,47,NDA,1193682.146,1849300.863,41.74142687,-87.56593332,46,SOUTH CHICAGO,7,4,"(41.74142687, -87.56593332)"
609909,Edward Everett Elementary School,ES,3419 S Bell Ave ,Chicago,IL,60608,(773) 535-4550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609909.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,NDA,,Strong,66,NDA,,NDA,,Average,47,Average,45,NDA,NDA,NDA,NDA,95.30%,2.4,97.70%,93.80%,64.4,47,37.2,35,56.9,52.2,NDA,NDA,NDA,NDA,NDA,NDA,13.6,13.6,0.6,1.3,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,321,39,NDA,1161955.375,1881878.553,41.83154196,-87.68127322,59,MCKINLEY PARK,11,9,"(41.83154196, -87.68127322)"
610012,Edward Jenner Elementary Academy of the Arts,ES,1119 N Cleveland Ave ,Chicago,IL,60610,(773) 534-8440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610012.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,50,Weak,34,Strong,62,Average,41,Weak,20,Weak,26,Average,49,Average,53,88.90%,16,94.80%,98.70%,34.8,21.3,21.9,10.7,42.3,57.7,37.1,14.5,69.4,46.7,4.3,25.5,8.2,1.3,2,0.2,Green,Yellow,45.8,31.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,314,33,NDA,1172718.668,1907660.339,41.90205805,-87.64101894,8,NEAR NORTH SIDE,27,18,"(41.90205805, -87.64101894)"
609904,Edward K Ellington Elementary School,ES,243 N Parkside Ave ,Chicago,IL,60644,(773) 534-6361,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609904.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30,NDA,NDA,Weak,37,Average,55,NDA,NDA,NDA,NDA,Average,49,Average,50,93.30%,17.4,97.30%,98.90%,56.6,46.9,29.5,33.3,60.6,64.5,43.6,29.9,69.3,60.8,11.1,14.8,16.1,8,1.9,0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,377,36,NDA,1138584.642,1901378.002,41.885506,-87.76655157,25,AUSTIN,29,15,"(41.885506, -87.76655157)"
610006,Edward N Hurley Elementary School,ES,3849 W 69th Pl ,Chicago,IL,60629,(773) 535-2068,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610006.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,77,Average,56,Average,50,Average,49,Average,43,Average,54,Average,49,Weak,46,95.40%,12.2,94.90%,96.60%,74.8,51.7,47.6,32.1,56.6,58.4,47,39.6,54,60.7,19,26.7,16.4,11.7,0,0.8,Yellow,Green,NDA,30.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,830,44,NDA,1151703.802,1858195.038,41.7667583,-87.71950804,65,WEST LAWN,13,8,"(41.7667583, -87.71950804)"
609735,Edward Tilden Career Community Academy High School,HS,4747 S Union Ave ,Chicago,IL,60609,(773) 535-1625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609735.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,34,Average,57,Average,45,Weak,37,Average,54,Weak,35,Average,51,Average,47,78.40%,13,95.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,12,12.9,12.9,1.3,13.5,0.6,10.5,41.1,37,461,42,86.5,1172475.474,1873203.826,41.80751207,-87.64292985,61,NEW CITY,11,9,"(41.80751207, -87.64292985)"
610315,Edward White Elementary Career Academy,ES,1136 W 122nd St ,Chicago,IL,60643,(773) 535-5672,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610315.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,27,NDA,NDA,Average,44,Average,48,NDA,NDA,NDA,NDA,Average,51,Weak,46,93.80%,31,96.70%,100.00%,64.9,35.1,16.3,32.6,67.6,47.4,31.6,34.2,57.6,81.8,14.3,28.6,7.4,7.4,1.9,1.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,138,49,NDA,1170787.9,1823930.602,41.67233661,-87.65055321,53,WEST PULLMAN,34,5,"(41.67233661, -87.65055321)"
609708,Edwin G Foreman High School,HS,3235 N LeClaire Ave ,Chicago,IL,60641,(773) 534-3400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609708.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26,NDA,NDA,Weak,28,Weak,23,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,84.30%,10.3,94.80%,99.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.7,14.1,13.7,0.7,15.3,1.2,12.5,59.7,40.9,1716,29,75.6,1141833.359,1921189.138,41.93981043,-87.7541302,15,PORTAGE PARK,30,16,"(41.93981043, -87.7541302)"
609913,Elaine O Goodlow Elementary Magnet School,ES,2040 W 62nd St ,Chicago,IL,60636,(773) 535-9365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609913.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,44,Average,42,Average,52,Average,56,Weak,35,Weak,28,Weak,46,Weak,46,91.60%,47.5,96.00%,100.00%,77.8,67.9,40.5,26,50.4,67.7,35.4,29.2,61,50,4,8,9.8,8.6,-0.2,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,419,43,NDA,1163653.744,1863565.274,41.78125258,-87.67555599,67,WEST ENGLEWOOD,15,7,"(41.78125258, -87.67555599)"
610233,Elihu Yale Elementary School,ES,7025 S Princeton Ave ,Chicago,IL,60621,(773) 535-3190,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610233.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29,Weak,35,Average,43,Average,50,NDA,NDA,NDA,NDA,Average,49,Average,47,89.70%,67.2,97.00%,100.00%,16.4,6.9,23.3,19.1,39.1,38.2,31.9,15.7,62.5,50,0,12.9,4.5,3.2,-0.1,-1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,182,45,NDA,1175551.272,1858262.194,41.76644232,-87.63209571,69,GREATER GRAND CROSSING,6,7,"(41.76644232, -87.63209571)"
610227,Eli Whitney Elementary School,ES,2815 S Komensky Ave ,Chicago,IL,60623,(773) 534-1560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610227.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,44,NDA,NDA,Average,49,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.80%,11.6,95.20%,97.60%,68.7,26.5,30.3,26.1,54.5,60.8,41.5,29.2,55.3,54.3,6.8,12.6,15,9.4,-0.1,0.7,Yellow,Yellow,9.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1133,37,NDA,1149877.98,1884894.804,41.84006197,-87.7255084,30,SOUTH LAWNDALE,22,10,"(41.84006197, -87.7255084)"
610195,Elizabeth H Sutherland Elementary School,ES,10015 S Leavitt St ,Chicago,IL,60643,(773) 535-2580,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610195.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Very Strong,86,NDA,NDA,Strong,64,Average,59,NDA,NDA,NDA,NDA,Average,50,Weak,40,95.60%,6.8,96.20%,96.00%,87.7,NDA,56.6,72.8,66.5,67.6,66.9,84.7,70.2,68.1,29.3,60.9,37.2,35.7,0,-0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,762,49,NDA,1163512.956,1838118.891,41.71142687,-87.67678398,72,BEVERLY,19,22,"(41.71142687, -87.67678398)"
610119,Elizabeth Peabody Elementary School,ES,1444 W Augusta Blvd ,Chicago,IL,60622,(773) 534-4170,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610119.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,51,Average,58,Average,50,Strong,61,Average,57,Average,55,Average,52,Average,49,95.20%,7.6,97.00%,100.00%,66.2,NDA,18.4,10.5,32.4,43.5,45,30.4,56.4,46.7,14.3,28.6,9.1,5.9,-1.1,-0.8,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,289,35,NDA,1166416.965,1906812.638,41.89986912,-87.66419014,24,WEST TOWN,27,13,"(41.89986912, -87.66419014)"
609852,Eliza Chappell Elementary School,ES,2135 W Foster Ave ,Chicago,IL,60625,(773) 534-2390,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609852.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,70,Strong,65,Average,53,Average,51,Average,56,Average,48,Average,50,Average,52,95.10%,2.9,96.70%,98.90%,72.6,57,56,54.4,55.2,69,53.2,63.9,60,59.8,12.8,41,19.6,17.6,0.4,1,Yellow,Green,27.5,63.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,451,31,NDA,1161016.902,1934466.545,41.975867,-87.68325438,4,LINCOLN SQUARE,47,20,"(41.975867, -87.68325438)"
610235,Ella Flagg Young Elementary School,ES,1434 N Parkside Ave ,Chicago,IL,60651,(773) 534-6200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610235.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,31,NDA,NDA,Average,44,Average,50,NDA,NDA,NDA,NDA,Weak,44,Average,47,94.30%,3,95.40%,100.00%,55.4,29.6,21.3,24.9,44.4,44.3,32.9,28.2,61.5,54.9,11.5,16.1,9.1,8,0.1,0.8,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1111,36,NDA,1138362.536,1909130.405,41.90678358,-87.76717934,25,AUSTIN,29,25,"(41.90678358, -87.76717934)"
609682,Ellen H Richards Career Academy High School,HS,5009 S Laflin St ,Chicago,IL,60609,(773) 535-4945,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609682.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30,Weak,23,Weak,32,Very Weak,19,Average,42,Weak,34,Weak,43,Average,47,90.60%,17.3,95.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.8,12,13.1,12.8,1,14,0.9,5.5,57.3,43.1,473,42,63.5,1167224.006,1871465.305,41.80285552,-87.66224052,61,NEW CITY,16,9,"(41.80285552, -87.66224052)"
610073,Ellen Mitchell Elementary School,ES,2233 W Ohio St ,Chicago,IL,60612,(773) 534-7655,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610073.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Strong,64,Very Strong,95,Very Strong,95,Very Strong,81,Very Strong,90,Strong,56,Strong,54,95.50%,12.2,97.70%,100.00%,46.7,41.9,53.1,43.9,72.4,75.5,35.5,51.3,55.3,55.3,21.1,26.3,30.1,27.3,-0.5,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,344,35,NDA,1161269.097,1903925.361,41.89205482,-87.68317867,24,WEST TOWN,26,13,"(41.89205482, -87.68317867)"
609712,Emil G Hirsch Metropolitan High School,HS,7740 S Ingleside Ave ,Chicago,IL,60619,(773) 535-3100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609712.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,13,Average,46,Weak,28,Weak,28,Average,52,Average,50,NDA,NDA,NDA,NDA,84.80%,47.1,95.40%,88.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.5,11.2,12.9,12.4,0.9,14.1,1.2,10.8,36.2,45.1,458,46,69.5,1183865.127,1853710.216,41.7537612,-87.60176452,69,GREATER GRAND CROSSING,8,6,"(41.7537612, -87.60176452)"
