ID,CASE_NUMBER,DATE,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,X_COORDINATE,Y_COORDINATE,YEAR,UPDATEDON,LATITUDE,LONGITUDE,LOCATION
4778195,HM392612,06/03/2006 10:30:00 PM,057XX N MAGNOLIA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2013,20,48,77,6,1166924,1938218,2006,02/28/2018 03:56:25 PM,41.98603604,-87.6614236,"(41.986036039, -87.661423603)"
2522757,HH869886,12/31/2002 03:15:00 PM,048XX W NORTH AVE,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,2533,25,37,25,6,1143844,1910199,2002,02/28/2018 03:56:25 PM,41.90961488,-87.74701658,"(41.909614875, -87.747016581)"
7054414,HR460350,08/01/2009 02:45:00 PM,062XX S PAULINA ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,714,7,15,67,6,1166078,1863385,2009,02/04/2016 06:33:39 AM,41.78070666,-87.66667324,"(41.780706656, -87.666673244)"
4533063,HM117889,01/11/2006 07:30:00 AM,010XX E 111TH ST,810,THEFT,OVER $500,OTHER,FALSE,FALSE,513,5,9,50,6,1184891,1831392,2006,02/10/2018 03:50:01 PM,41.69249346,-87.59870306,"(41.692493455, -87.598703055)"
7166946,HR576816,10/07/2009 07:00:00 PM,045XX N KEDZIE AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1724,17,33,14,6,1154233,1929942,2009,02/10/2018 03:50:01 PM,41.96358994,-87.70832281,"(41.963589941, -87.708322812)"
10619033,HZ372381,07/25/2016 07:00:00 PM,023XX W JACKSON BLVD,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1225,12,2,28,6,1160918,1898643,2016,02/10/2018 03:50:01 PM,41.87756686,-87.68461475,"(41.877566857, -87.684614749)"
10787573,HZ556726,12/19/2016 08:00:00 AM,005XX W 95TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2223,22,21,73,6,1174212,1841887,2016,12/26/2016 03:47:26 PM,41.72153655,-87.63748998,"(41.721536545, -87.637489981)"
5613705,HN421595,06/13/2007 09:00:00 AM,058XX S ARCHER AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,814,8,23,56,6,1140413,1868766,2007,02/28/2018 03:56:25 PM,41.79598053,-87.76063592,"(41.795980534, -87.760635922)"
3398799,HK454598,06/25/2004 07:00:00 AM,017XX N NATCHEZ AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2513,25,36,25,6,1132589,1910893,2004,02/10/2018 03:50:01 PM,41.91172297,-87.78834715,"(41.911722972, -87.788347149)"
2355174,HH657809,09/18/2002 08:00:00 PM,102XX S HOXIE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,431,4,10,51,6,1195158,1837678,2002,02/10/2018 03:50:01 PM,41.70949645,-87.56090809,"(41.709496448, -87.560908092)"
7646435,HS451246,08/07/2010 09:45:00 PM,023XX W ROSCOE ST,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,1913,19,32,5,08B,1160352,1922529,2010,02/10/2018 03:50:01 PM,41.94312358,-87.68603108,"(41.943123577, -87.686031082)"
2088541,HH316735,04/19/2002 01:54:00 AM,031XX S ASHLAND AV,460,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,922,9,,,08B,1166183,1883676,2002,02/28/2018 03:56:25 PM,41.83638523,-87.66571041,"(41.836385231, -87.66571041)"
1778867,G597730,10/05/2001 01:29:54 PM,024XX W HADDON AV,460,BATTERY,SIMPLE,STREET,FALSE,TRUE,1312,12,,,08B,1159562,1907600,2001,08/17/2015 03:03:40 PM,41.90217367,-87.6893468,"(41.902173665, -87.689346803)"
1887291,G736811,12/09/2001 08:30:00 AM,035XX W DICKENS AV,460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,1413,14,,,08B,1152633,1913771,2001,08/17/2015 03:03:40 PM,41.91924736,-87.71463465,"(41.919247363, -87.714634645)"
8418606,HT651635,12/29/2011 12:50:00 PM,056XX W ROOSEVELT RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1513,15,29,25,08B,1139135,1894124,2011,02/04/2016 06:33:39 AM,41.86559007,-87.764707,"(41.865590065, -87.764706995)"
10679671,HZ432273,09/13/2016 12:53:00 PM,035XX N ELSTON AVE,460,BATTERY,SIMPLE,DRUG STORE,FALSE,FALSE,1733,17,35,21,08B,1154298,1923613,2016,02/10/2018 03:50:01 PM,41.94622144,-87.70825356,"(41.946221444, -87.708253555)"
1719296,G517474,08/29/2001 08:00:00 PM,017XX W 59 ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,714,7,,,08B,1165757,1865528,2001,08/17/2015 03:03:40 PM,41.78659414,-87.66778928,"(41.786594143, -87.66778928)"
6673746,HP746347,12/22/2008 05:35:00 PM,070XX N CALIFORNIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2411,24,50,2,08B,1156438,1946416,2008,02/28/2018 03:56:25 PM,42.00875095,-87.69976766,"(42.008750949, -87.699767662)"
1353618,G056330,01/27/2001 04:20:00 PM,078XX S SAWYER AV,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,835,8,,,08B,1156032,1852572,2001,08/17/2015 03:03:40 PM,41.75124194,-87.70379416,"(41.751241937, -87.703794164)"
5979106,HN772519,12/22/2007 10:30:00 AM,081XX S GREEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,613,6,21,71,08B,1172054,1850881,2007,02/28/2018 03:56:25 PM,41.74626491,-87.64513091,"(41.746264912, -87.645130909)"
10562980,HZ309936,06/16/2016 11:30:00 AM,048XX S DREXEL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,222,2,4,39,08B,1183133,1873130,2016,02/10/2018 03:50:01 PM,41.80706791,-87.60384375,"(41.807067906, -87.603843747)"
10179921,HY368284,08/04/2015 04:20:00 AM,024XX S TROY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1033,10,12,30,08B,1155747,1887668,2015,02/10/2018 03:50:01 PM,41.84755595,-87.7038968,"(41.847555951, -87.703896798)"
4006321,HL353697,05/04/2005 12:10:00 PM,077XX S BURNHAM AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,421,4,7,43,08B,1196066,1854156,2005,02/28/2018 03:56:25 PM,41.75469107,-87.55703869,"(41.754691074, -87.557038686)"
8142216,HT375934,07/01/2011 10:00:00 PM,058XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,712,7,16,68,08B,1170970,1866261,2011,02/10/2018 03:50:01 PM,41.78849326,-87.64865431,"(41.788493256, -87.648654314)"
10879266,JA188596,03/15/2017 09:58:00 PM,013XX W 49TH PL,454,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,TRUE,FALSE,933,9,16,61,08B,1168264,1871930,2017,02/10/2018 03:50:01 PM,41.80410835,-87.65841301,"(41.804108351, -87.658413013)"
4430638,HL725506,11/09/2005 01:00:00 PM,048XX N FRANCISCO AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2031,20,40,4,08B,1156348,1932071,2005,02/28/2018 03:56:25 PM,41.96938944,-87.70048881,"(41.96938944, -87.700488807)"
8718715,HV395700,07/22/2012 06:00:00 AM,034XX W CERMAK RD,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1024,10,24,29,08B,1153675,1889243,2012,02/10/2018 03:50:01 PM,41.85191936,-87.71145926,"(41.85191936, -87.711459258)"
2391105,HH696901,10/06/2002 07:40:00 PM,027XX E 75TH ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,334,3,7,43,08B,1195735,1856117,2002,02/28/2018 03:56:25 PM,41.76008039,-87.55818693,"(41.760080391, -87.558186925)"
8155450,HT390647,07/10/2011 11:10:00 PM,033XX W MAYPOLE AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1123,11,28,27,08B,1154131,1900784,2011,02/10/2018 03:50:01 PM,41.88358005,-87.70947777,"(41.883580046, -87.709477772)"
3710918,HK815196,12/18/2004 03:20:00 AM,023XX W OHIO ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,FALSE,1313,12,26,24,04B,1160505,1903943,2004,02/10/2018 03:50:01 PM,41.89211908,-87.68598438,"(41.892119079, -87.685984378)"
11133668,JA490957,10/29/2017 04:50:00 PM,107XX S LAFAYETTE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,513,5,34,49,08B,1177830,1833729,2017,02/10/2018 03:50:01 PM,41.69906886,-87.62448396,"(41.699068864, -87.624483962)"
3116759,HK103473,01/02/2004 07:09:35 PM,028XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1412,14,35,21,08B,1152784,1918805,2004,02/28/2018 03:56:25 PM,41.93305809,-87.71394625,"(41.933058087, -87.713946247)"
4946261,HM556695,08/23/2006 12:00:00 AM,009XX N CENTRAL PARK AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,1112,11,27,23,04B,1152207,1906086,2006,02/28/2018 03:56:25 PM,41.89816743,-87.71640292,"(41.898167434, -87.716402915)"
2281487,HH558381,08/04/2002 09:50:00 PM,051XX W MADISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1533,15,28,25,08B,1142023,1899535,2002,02/28/2018 03:56:25 PM,41.88038556,-87.75397078,"(41.880385563, -87.753970777)"
3434215,HK498590,07/15/2004 10:35:00 PM,011XX N LA SALLE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,1824,18,43,8,08B,1174938,1907711,2004,02/10/2018 03:50:01 PM,41.90214763,-87.63286559,"(41.90214763, -87.632865587)"
9806771,HX455839,10/05/2014 09:10:00 AM,096XX S WOODLAWN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,511,5,8,50,08B,1185895,1841338,2014,02/10/2018 03:50:01 PM,41.71976292,-87.59471496,"(41.719762924, -87.594714959)"
7287599,HR703960,12/24/2009 06:22:00 AM,047XX W SUPERIOR ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,1111,11,28,25,04B,1144674,1904545,2009,02/28/2018 03:56:25 PM,41.89408407,-87.74411014,"(41.894084068, -87.744110141)"
4349267,HL646682,10/01/2005 11:15:00 AM,009XX W 103RD ST,460,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,2232,22,34,73,08B,1171680,1836526,2005,02/28/2018 03:56:25 PM,41.70688095,-87.64692076,"(41.706880954, -87.646920763)"
8771351,HV445580,08/24/2012 10:35:00 PM,034XX N HALSTED ST,460,BATTERY,SIMPLE,RESTAURANT,TRUE,FALSE,1925,19,44,6,08B,1170309,1923242,2012,02/04/2016 06:33:39 AM,41.94486792,-87.64941345,"(41.944867918, -87.649413445)"
1850651,G688026,11/15/2001 04:00:00 PM,069XX S STEWART AV,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,732,7,,,04B,1174777,1859152,2001,08/17/2015 03:03:40 PM,41.76890134,-87.63490722,"(41.768901335, -87.634907215)"
2811745,HJ466766,07/01/2003 09:30:00 PM,057XX S NORMAL BLVD,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,711,7,3,68,08B,1173936,1867042,2003,02/28/2018 03:56:25 PM,41.79057107,-87.63775596,"(41.790571073, -87.637755959)"
4328714,HL632721,09/23/2005 01:00:00 PM,020XX W 18TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1223,12,25,31,08B,1163120,1891403,2005,02/28/2018 03:56:25 PM,41.85765368,-87.67673292,"(41.85765368, -87.676732923)"
6514506,HP579910,09/18/2008 11:20:00 PM,067XX S EBERHART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,321,3,20,42,08B,1180737,1860533,2008,02/28/2018 03:56:25 PM,41.77255605,-87.61301853,"(41.772556054, -87.613018533)"
4424181,HL718742,11/06/2005 04:45:00 AM,007XX N LAWNDALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1112,11,27,23,08B,1151588,1904632,2005,02/28/2018 03:56:25 PM,41.89418971,-87.71871472,"(41.894189705, -87.718714722)"
6644648,HP714065,12/03/2008 08:30:00 AM,014XX N MENARD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2531,25,29,25,08B,1137418,1908965,2008,02/28/2018 03:56:25 PM,41.90634674,-87.77065305,"(41.906346741, -87.770653047)"
6644618,HP716225,12/04/2008 11:55:00 AM,030XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2112,1,2,35,08B,1179306,1885032,2008,02/28/2018 03:56:25 PM,41.83981621,-87.61751617,"(41.839816207, -87.617516172)"
9337353,HW481295,10/05/2013 07:14:00 PM,016XX S ST LOUIS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1021,10,24,29,08B,1153305,1891618,2013,02/10/2018 03:50:01 PM,41.85844398,-87.71275427,"(41.858443981, -87.712754265)"
7759940,HS568476,10/17/2010 03:41:00 AM,033XX W 28TH ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,1032,10,22,30,04B,1154736,1885210,2010,02/10/2018 03:50:01 PM,41.84083118,-87.70767292,"(41.840831181, -87.707672922)"
11277173,JB213238,04/06/2018 01:00:00 AM,022XX N PARKSIDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2515,25,37,19,08B,1138350,1914356,2018,05/04/2018 03:51:04 PM,41.92112344,-87.76709866,"(41.92112344, -87.767098657)"
7670858,HS475732,08/22/2010 06:00:00 AM,047XX W ALTGELD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,2521,25,31,19,08B,1144359,1916264,2010,02/10/2018 03:50:01 PM,41.92624818,-87.74497181,"(41.926248183, -87.744971814)"
7787295,HS595785,11/01/2010 03:00:00 PM,079XX S ESSEX AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,422,4,7,46,08B,1194232,1852910,2010,02/04/2016 06:33:39 AM,41.75131717,-87.56380046,"(41.751317167, -87.563800456)"
7002482,HR408597,07/03/2009 01:45:00 AM,030XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1124,11,28,27,08B,1156002,1898529,2009,02/04/2016 06:33:39 AM,41.87735457,-87.70266813,"(41.877354573, -87.702668131)"
8315579,HT542713,10/14/2011 01:00:00 AM,034XX N PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,TRUE,1924,19,32,6,08B,1164380,1922814,2011,02/10/2018 03:50:01 PM,41.94382121,-87.67121812,"(41.94382121, -87.671218121)"
3867425,HL240985,03/18/2005 01:26:54 AM,025XX N HALSTED ST,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,1933,19,43,7,08B,1170513,1917018,2005,02/28/2018 03:56:25 PM,41.92778453,-87.64884628,"(41.927784528, -87.648846284)"
2645724,HJ254782,03/23/2003 01:16:00 AM,021XX N MAJOR AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,2515,25,29,19,04B,1138038,1913774,2003,02/28/2018 03:56:25 PM,41.91953201,-87.76825913,"(41.919532014, -87.768259126)"
3500168,HK561262,08/16/2004 02:14:00 PM,038XX W FILLMORE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1133,11,24,29,08B,1151050,1895100,2004,02/28/2018 03:56:25 PM,41.86804342,-87.72094045,"(41.868043424, -87.720940449)"
9068374,HW213573,03/31/2013 10:12:00 AM,072XX S STONY ISLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,324,3,5,43,08B,1188071,1857123,2013,02/10/2018 03:50:01 PM,41.76302702,-87.58624307,"(41.763027016, -87.586243072)"
1639049,G419948,07/17/2001 09:20:00 PM,048XX W 45 ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,814,8,,,08B,1145097,1874410,2001,08/17/2015 03:03:40 PM,41.81138164,-87.74331705,"(41.811381639, -87.743317053)"
3812293,HL177008,02/11/2005 06:45:00 PM,067XX S MORGAN ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,724,7,17,68,08B,1170803,1860231,2005,02/28/2018 03:56:25 PM,41.77194987,-87.64944248,"(41.771949874, -87.649442482)"
2961173,HJ639869,09/19/2003 01:15:00 PM,054XX S WENTWORTH AVE,460,BATTERY,SIMPLE,DEPARTMENT STORE,FALSE,FALSE,232,2,3,37,08B,1175887,1869033,2003,02/28/2018 03:56:25 PM,41.79599104,-87.63054249,"(41.795991039, -87.630542489)"
4620332,HM217017,03/06/2006 05:35:00 PM,067XX S EMERALD AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,723,7,6,68,08B,1172498,1860115,2006,02/28/2018 03:56:25 PM,41.7715944,-87.64323257,"(41.771594402, -87.643232569)"
4044375,HL388623,05/30/2005 08:00:00 PM,008XX S SPRINGFIELD AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1133,11,24,26,08B,1150520,1895862,2005,02/10/2018 03:50:01 PM,41.8701448,-87.7228663,"(41.870144798, -87.7228663)"
9999493,HY189363,03/18/2015 01:30:00 PM,001XX N STATE ST,460,BATTERY,SIMPLE,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,08B,1176338,1901346,2015,02/10/2018 03:50:01 PM,41.88465026,-87.62791546,"(41.884650262, -87.627915459)"
7692081,HS498285,09/04/2010 05:30:00 AM,006XX W MELROSE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2332,19,44,6,08B,1171428,1921885,2010,02/10/2018 03:50:01 PM,41.94111969,-87.64534052,"(41.941119685, -87.645340518)"
5378309,HN224900,03/13/2007 11:29:00 PM,023XX S WASHTENAW AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1034,10,28,30,04B,1158737,1888170,2007,02/28/2018 03:56:25 PM,41.84887283,-87.69290967,"(41.848872832, -87.692909673)"
6982403,HR387668,06/21/2009 09:40:00 PM,021XX W 63RD ST,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,726,7,15,67,08B,1163273,1862841,2009,02/28/2018 03:56:25 PM,41.77927306,-87.67697216,"(41.779273063, -87.676972155)"
2679112,HJ294892,04/11/2003 10:30:00 PM,048XX W HURON ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1532,15,28,25,08B,1143908,1904200,2003,02/10/2018 03:50:01 PM,41.89315175,-87.74693211,"(41.893151749, -87.746932109)"
4448011,HL745027,11/19/2005 07:09:00 PM,0000X E 69TH ST,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,322,3,6,69,08B,1177600,1859277,2005,02/28/2018 03:56:25 PM,41.76918098,-87.62455576,"(41.769180977, -87.624555758)"
1729799,G533278,09/06/2001 07:30:00 AM,045XX S DREXEL BL,041A,BATTERY,AGGRAVATED: HANDGUN,OTHER,FALSE,FALSE,2123,2,,,04B,1182923,1874774,2001,08/17/2015 03:03:40 PM,41.81158406,-87.60456282,"(41.811584058, -87.604562822)"
2495142,HH827769,12/09/2002 02:30:00 PM,050XX W DIVISION ST,460,BATTERY,SIMPLE,OTHER COMMERCIAL TRANSPORTATION,FALSE,FALSE,2533,25,37,25,08B,1142729,1907525,2002,02/28/2018 03:56:25 PM,41.90229796,-87.75117933,"(41.902297963, -87.751179331)"
2341955,HH639427,09/10/2002 06:45:00 PM,005XX N WALLER AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1512,15,29,25,08B,1138238,1903181,2002,02/28/2018 03:56:25 PM,41.89045993,-87.76778089,"(41.890459933, -87.767780886)"
3672175,HK771992,11/25/2004 01:22:41 AM,018XX S SAWYER AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1022,10,24,29,08B,1154987,1890842,2004,02/28/2018 03:56:25 PM,41.85628102,-87.70660101,"(41.856281024, -87.706601006)"
2584554,HH867007,12/30/2002 08:41:00 AM,040XX W IRVING PARK RD,499,BATTERY,AGGRAVATED DOMESTIC BATTERY,RESIDENCE,TRUE,TRUE,1732,17,39,16,04B,1148845,1926278,2002,02/28/2018 03:56:25 PM,41.95364179,-87.72822799,"(41.953641789, -87.728227991)"
2903068,HJ575773,08/20/2003 07:00:00 PM,016XX W MADISON ST,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1211,12,2,28,08B,1165476,1900090,2003,02/28/2018 03:56:25 PM,41.88144179,-87.66783781,"(41.881441785, -87.667837814)"
6720028,HR136920,01/24/2009 05:05:00 PM,014XX S BLUE ISLAND AVE,460,BATTERY,SIMPLE,CHA APARTMENT,FALSE,FALSE,1231,12,2,28,08B,1168361,1893107,2009,02/28/2018 03:56:25 PM,41.86221801,-87.65744617,"(41.862218007, -87.657446166)"
8223830,HT457930,08/20/2011 09:40:00 PM,041XX W NORTH AVE,460,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,2534,25,30,23,08B,1148672,1910317,2011,02/10/2018 03:50:01 PM,41.90984675,-87.72927735,"(41.909846748, -87.72927735)"
1363954,G070193,02/03/2001 03:00:00 AM,004XX W WRIGHTWOOD AV,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2333,19,,,08B,1172852,1918278,2001,08/17/2015 03:03:40 PM,41.93119046,-87.640214,"(41.93119046, -87.640214004)"
3020236,HJ724585,10/29/2003 01:05:00 AM,015XX S HAMLIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1014,10,24,29,08B,1151293,1892263,2003,02/28/2018 03:56:25 PM,41.86025361,-87.72012274,"(41.860253606, -87.720122737)"
6016285,HP121474,01/13/2008 03:40:00 AM,026XX N HALSTED ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1933,19,43,7,08B,1170490,1917716,2008,02/28/2018 03:56:25 PM,41.92970038,-87.64891033,"(41.929700376, -87.648910326)"
1465880,G198370,04/07/2001 09:30:00 PM,0000X N PINE AV,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,1522,15,,,04B,1139534,1900041,2001,08/17/2015 03:03:40 PM,41.88181984,-87.76309792,"(41.881819836, -87.763097916)"
3017838,HJ723825,10/28/2003 03:15:00 PM,044XX S DREXEL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2123,2,4,39,08B,1182938,1875792,2003,02/28/2018 03:56:25 PM,41.81437718,-87.60447613,"(41.814377178, -87.604476134)"
2804858,HJ458342,06/28/2003 12:15:00 AM,015XX N WELLS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1821,18,43,8,08B,1174421,1910623,2003,02/28/2018 03:56:25 PM,41.91014987,-87.63467747,"(41.910149869, -87.634677466)"
6481371,HP558812,09/07/2008 07:35:00 PM,041XX W 57TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,813,8,13,62,08B,1149766,1866484,2008,02/28/2018 03:56:25 PM,41.78954227,-87.7263965,"(41.789542268, -87.726396498)"
10003235,HY192694,03/21/2015 03:41:00 AM,064XX S OAKLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,825,8,15,66,08B,1162182,1861826,2015,02/10/2018 03:50:01 PM,41.77651055,-87.68100012,"(41.776510546, -87.681000121)"
5663639,HN472326,07/17/2007 05:30:00 PM,010XX N KEYSTONE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1111,11,37,23,08B,1149197,1906636,2007,02/28/2018 03:56:25 PM,41.89973555,-87.72744421,"(41.899735553, -87.727444212)"
3663835,HK756778,11/17/2004 04:33:56 PM,054XX S LAFLIN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,932,9,16,61,08B,1167261,1868636,2004,02/28/2018 03:56:25 PM,41.79509079,-87.66218586,"(41.795090788, -87.662185864)"
2423472,HH741961,10/27/2002 03:50:00 PM,010XX N WALLER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1511,15,29,25,08B,1138162,1906418,2002,02/28/2018 03:56:25 PM,41.89934404,-87.76798167,"(41.89934404, -87.767981666)"
11110571,JA460432,10/05/2017 02:35:00 PM,076XX S HOMAN AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,835,8,18,70,08B,1155024,1853614,2017,02/10/2018 03:50:01 PM,41.75412154,-87.70746025,"(41.754121535, -87.707460248)"
1419496,G140454,03/11/2001 04:44:05 PM,077XX S SOUTH SHORE DR,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,421,4,,,08B,1197205,1854743,2001,08/17/2015 03:03:40 PM,41.75627357,-87.55284517,"(41.756273565, -87.552845167)"
9589300,HX239866,04/28/2014 12:15:00 AM,003XX S MOZART ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,1124,11,2,27,04B,1157437,1898367,2014,02/04/2016 06:33:39 AM,41.87688097,-87.6974036,"(41.876880974, -87.697403598)"
4766490,HM378171,05/28/2006 06:11:17 AM,044XX S PRINCETON AVE,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,935,9,3,37,08B,1175024,1875681,2006,02/28/2018 03:56:25 PM,41.81425311,-87.63350864,"(41.814253111, -87.633508643)"
9035595,HW182288,03/06/2013 09:45:00 PM,046XX S LANGLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,221,2,4,38,08B,1181712,1874461,2013,02/10/2018 03:50:01 PM,41.81075326,-87.60901434,"(41.810753256, -87.609014335)"
10549382,HZ295843,06/06/2016 02:15:00 PM,015XX S HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1021,10,24,29,08B,1153951,1892227,2016,02/10/2018 03:50:01 PM,41.86010231,-87.7103668,"(41.860102309, -87.710366798)"
